Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
AD04.img	AnteriorWM_L	83914	135.0000	3638.0000	2737.3995	327.5438	
AD04.img	AnteriorWM_R	84404	41.0000	3597.0000	2742.0509	341.6087	
AD04.img	PosteriorWM_L	83464	41.0000	7459.0000	2672.1452	462.3553	
AD04.img	PosteriorWM_R	80719	101.0000	7095.0000	2634.7104	437.1121	
AD04.img	CorpusCallosum_L	20697	28.0000	3845.0000	2302.7368	1030.7548	
AD04.img	CorpusCallosum_R	15457	21.0000	3944.0000	2672.3217	714.4939	
AD04.img	InferiorWM_L	62536	133.0000	4172.0000	2514.8424	370.6427	
AD04.img	InferiorWM_R	58328	301.0000	3605.0000	2472.2252	369.4294	
AD04.img	LimbicWM_L	12018	70.0000	3834.0000	2605.2811	555.1880	
AD04.img	LimbicWM_R	13146	92.0000	3556.0000	2608.1489	494.3160	
AD04.img	LateralVentricle_L	64990	0.0000e+00	3217.0000	527.9904	282.5008	
AD04.img	LateralVentricle_R	50109	0.0000e+00	3026.0000	549.0546	311.9619	
AD04.img	III_ventricle	6815	45.0000	3049.0000	598.4651	368.1370	
AD04.img	FrontSul_L	26398	9.0000	3451.0000	596.7933	283.2492	
AD04.img	FrontSul_R	15009	0.0000e+00	2073.0000	543.1918	243.1392	
AD04.img	CentralSul_L	1952	0.0000e+00	2761.0000	708.6930	415.4407	
AD04.img	CentralSul_R	1666	36.0000	2327.0000	748.5054	412.1857	
AD04.img	SylvianFissureExt_L	8427	11.0000	2369.0000	536.9904	243.9514	
AD04.img	SylvianFissureExt_R	9132	4.0000	2515.0000	464.7717	233.6625	
AD04.img	ParietSul_L	8509	2.0000	2307.0000	677.5045	333.5581	
AD04.img	ParietSul_R	10283	0.0000e+00	2439.0000	673.2999	349.6383	
AD04.img	CinguSul_L	7650	0.0000e+00	2217.0000	649.1620	285.5882	
AD04.img	CinguSul_R	8311	0.0000e+00	2305.0000	578.8251	256.6608	
AD04.img	OcciptSul_L	1030	64.0000	2188.0000	858.6045	464.4290	
AD04.img	OcciptSul_R	1245	35.0000	2039.0000	690.9237	358.9547	
AD04.img	TempSul_L	465	80.0000	1850.0000	575.9659	284.5509	
AD04.img	TempSul_R	331	7.0000	1611.0000	490.8179	265.7197	
AD04.img	IV_ventricle	3913	8.0000	2518.0000	569.4863	408.8776	



Type1-L4 Statistics

AD04.img	SFG_L	25759	61.0000	3921.0000	1798.9243	563.2952	
AD04.img	SFG_R	22922	74.0000	3152.0000	1840.2506	528.3797	
AD04.img	MFG_L	24009	46.0000	3003.0000	1716.8673	568.7516	
AD04.img	MFG_R	22956	41.0000	3094.0000	1725.5526	549.9205	
AD04.img	IFG_L	11744	0.0000e+00	2923.0000	1629.2396	591.4985	
AD04.img	IFG_R	11395	0.0000e+00	2926.0000	1625.2883	612.1345	
AD04.img	OG_L	11211	0.0000e+00	4439.0000	1701.5943	582.0489	
AD04.img	OG_R	10214	0.0000e+00	3683.0000	1727.1469	553.5000	
AD04.img	RG_L	6058	88.0000	3041.0000	1591.1863	642.6384	
AD04.img	RG_R	5791	28.0000	2975.0000	1699.0572	589.3148	
AD04.img	PoCG_L	12750	128.0000	3010.0000	1759.4343	594.2504	
AD04.img	PoCG_R	12773	14.0000	3051.0000	1713.7094	635.3172	
AD04.img	PrCG_L	15078	111.0000	2989.0000	1771.6622	582.8213	
AD04.img	PrCG_R	17530	62.0000	3076.0000	1763.6770	598.5363	
AD04.img	SPG_L	8726	205.0000	3111.0000	1924.3843	489.8954	
AD04.img	SPG_R	6689	174.0000	2976.0000	1900.1276	474.9010	
AD04.img	SMG_L	11293	79.0000	3026.0000	1632.2435	587.0410	
AD04.img	SMG_R	11114	48.0000	3049.0000	1544.4879	626.9074	
AD04.img	AG_L	7513	166.0000	3014.0000	1883.0344	437.0143	
AD04.img	AG_R	11612	23.0000	2844.0000	1728.3131	484.6910	
AD04.img	PrCu_L	9339	132.0000	3186.0000	1871.9659	471.0097	
AD04.img	PrCu_R	7528	132.0000	2885.0000	1810.9179	508.7444	
AD04.img	STG_L	20824	25.0000	4093.0000	1491.6622	581.0120	
AD04.img	STG_R	22055	18.0000	4780.0000	1414.0709	606.5173	
AD04.img	MTG_L	20751	50.0000	2810.0000	1586.9721	465.4434	
AD04.img	MTG_R	16734	15.0000	2710.0000	1453.5162	524.8644	
AD04.img	ITG_L	11381	39.0000	2587.0000	1501.1215	411.2894	
AD04.img	ITG_R	10544	0.0000e+00	2629.0000	1407.3072	457.9084	
AD04.img	Limbic_L	1423	101.0000	2709.0000	1572.2365	467.4231	
AD04.img	Limbic_R	1792	86.0000	2815.0000	1591.7181	469.4766	
AD04.img	FuG_L	17150	0.0000e+00	2603.0000	1424.4308	435.4277	
AD04.img	FuG_R	15698	20.0000	2470.0000	1351.8682	446.2363	
AD04.img	SOG_L	2283	296.0000	3177.0000	2035.2144	440.3250	
AD04.img	SOG_R	1879	90.0000	3733.0000	1800.8866	578.9162	
AD04.img	MOG_L	21026	0.0000e+00	5529.0000	1809.6455	524.7803	
AD04.img	MOG_R	19044	0.0000e+00	5313.0000	1738.1441	507.3767	
AD04.img	IOG_L	4256	161.0000	2837.0000	1640.7118	445.2108	
AD04.img	IOG_R	6669	79.0000	2769.0000	1607.4194	410.1440	
AD04.img	Cu_L	8111	8.0000	5216.0000	1706.0776	647.4051	
AD04.img	Cu_R	6287	62.0000	5146.0000	1659.2783	639.3515	
AD04.img	LG_L	12995	2.0000	2843.0000	1249.2660	628.9477	
AD04.img	LG_R	10254	0.0000e+00	3033.0000	1291.4460	582.0185	
AD04.img	Cingulate_L	31767	6.0000	3864.0000	1717.2338	632.6026	
AD04.img	Cingulate_R	34600	5.0000	4968.0000	1600.5957	676.6379	
AD04.img	Insula_L	9937	1.0000	4724.0000	1445.9671	650.2016	
AD04.img	Insula_R	9806	24.0000	4537.0000	1423.2122	681.0472	
AD04.img	Amyg_L	1475	373.0000	2964.0000	1977.2954	377.7052	
AD04.img	Amyg_R	1559	31.0000	2908.0000	1897.5372	431.4334	
AD04.img	Hippo_L	4079	32.0000	3232.0000	1476.8242	581.9309	
AD04.img	Hippo_R	4348	28.0000	4330.0000	1361.4830	661.0191	
AD04.img	Caud_L	7113	97.0000	3203.0000	1410.2544	916.6768	
AD04.img	Caud_R	8708	36.0000	3226.0000	1153.8170	889.3446	
AD04.img	Put_L	3584	1077.0000	3029.0000	2392.5830	225.7899	
AD04.img	Put_R	3217	1155.0000	3159.0000	2389.4669	239.4186	
AD04.img	GP_L	1502	1740.0000	3415.0000	2731.1201	244.4787	
AD04.img	GP_R	1434	1394.0000	3407.0000	2734.4636	235.9407	
AD04.img	Thalamus_L	5184	495.0000	3334.0000	2475.6724	349.4159	
AD04.img	Thalamus_R	5202	246.0000	3385.0000	2415.3029	374.2668	
AD04.img	BasalForebrain_L	3234	47.0000	3424.0000	2380.8748	476.3863	
AD04.img	BasalForebrain_R	2976	215.0000	5027.0000	2335.1790	567.3938	
AD04.img	midbrain_L	5146	588.0000	3612.0000	2650.9262	336.0252	
AD04.img	midbrain_R	5312	323.0000	4955.0000	2602.7365	400.8958	
AD04.img	Cerebellum_R	61650	0.0000e+00	2667.0000	1407.7441	383.6575	
AD04.img	Cerebellum_L	61141	24.0000	2828.0000	1461.3934	388.8295	
AD04.img	Pons_L	7506	472.0000	3389.0000	2392.5984	290.8532	
AD04.img	Pons_R	7767	550.0000	3275.0000	2349.4483	305.4409	
AD04.img	Medulla_L	2371	189.0000	2418.0000	1664.4733	357.4715	
AD04.img	Medulla_R	2523	428.0000	4270.0000	1753.3892	326.1016	
AD04.img	ant_DPWM_L	23941	1290.0000	3575.0000	2904.2316	194.0694	
AD04.img	ant_DPWM_R	24592	97.0000	3597.0000	2887.2822	256.2182	
AD04.img	post_DPWM_L	6272	581.0000	3552.0000	2885.8473	231.2269	
AD04.img	post_DPWM_R	4331	1193.0000	3469.0000	2858.1220	201.5728	
AD04.img	GCC_L	2889	329.0000	3682.0000	2907.5027	461.4587	
AD04.img	GCC_R	2636	641.0000	3944.0000	2925.9036	484.3114	
AD04.img	BCC_L	7048	28.0000	3845.0000	2334.3701	993.3730	
AD04.img	BCC_R	5745	21.0000	3777.0000	2454.9111	889.6687	
AD04.img	SCC_L	10760	53.0000	3657.0000	2119.6523	1098.9629	
AD04.img	SCC_R	7076	159.0000	3789.0000	2754.3808	562.2054	
AD04.img	PVA_posterior_L	2298	41.0000	3454.0000	1981.2057	727.1959	
AD04.img	PVA_posterior_R	2082	101.0000	3191.0000	1781.8105	723.7740	
AD04.img	ALIC_L	2639	965.0000	3519.0000	2855.7634	318.9989	
AD04.img	ALIC_R	2993	771.0000	3605.0000	2850.6302	355.5346	
AD04.img	PLIC_L	2922	2006.0000	3611.0000	2867.0401	195.9680	
AD04.img	PLIC_R	3103	1282.0000	3395.0000	2788.4062	204.1016	
AD04.img	inf_DPWM_L	23286	133.0000	4172.0000	2597.1506	362.8971	
AD04.img	inf_DPWM_R	18891	471.0000	3532.0000	2585.3479	318.3176	
AD04.img	CGC_L	2537	1673.0000	3541.0000	2853.9850	331.7610	
AD04.img	CGC_R	3531	1695.0000	3548.0000	2824.2823	315.1920	
AD04.img	CGH_L	1292	877.0000	3249.0000	2406.3935	308.6844	
AD04.img	CGH_R	1215	682.0000	3277.0000	2346.9991	337.7546	
AD04.img	Fx/ST_L	995	572.0000	3834.0000	2470.0477	511.8692	
AD04.img	Fx/ST_R	1255	333.0000	3537.0000	2421.2355	534.1504	
AD04.img	Fx_L	985	70.0000	3112.0000	1296.8199	560.6673	
AD04.img	Fx_R	757	92.0000	3403.0000	1469.8117	698.8883	
AD04.img	PeripheralParietalWM_L	40682	1087.0000	3585.0000	2736.0082	303.2403	
AD04.img	PeripheralParietalWM_R	39384	1307.0000	3492.0000	2701.9685	300.0866	
AD04.img	AnteriorLateralVentricle_L	41926	0.0000e+00	3217.0000	524.3980	251.2682	
AD04.img	PosteriorLateralVentricle_L	19745	0.0000e+00	2653.0000	496.0049	268.3705	
AD04.img	InferiorLateralVentricle_L	3320	34.0000	2634.0000	763.6447	524.3224	
AD04.img	AnteriorLateralVentricle_R	33695	0.0000e+00	3026.0000	538.6404	267.8625	
AD04.img	PosteriorLateralVentricle_R	12470	0.0000e+00	3002.0000	528.7303	335.8988	
AD04.img	InferiorLateralVentricle_R	3945	19.0000	2676.0000	702.2623	490.9268	
AD04.img	III_ventricle	6815	45.0000	3049.0000	598.4651	368.1370	
AD04.img	PVA_anterior_L	2213	135.0000	3252.0000	1989.0944	659.5556	
AD04.img	PVA_anterior_R	1982	41.0000	3117.0000	1808.6445	702.0522	
AD04.img	PeripheralFrontalWM_L	57760	560.0000	3638.0000	2696.9178	298.2622	
AD04.img	PeripheralFrontalWM_R	57831	1298.0000	3587.0000	2712.2810	292.9187	
AD04.img	PeripheralTemporalWM_L	32732	563.0000	3581.0000	2406.4384	326.4250	
AD04.img	PeripheralTemporalWM_R	32475	457.0000	3300.0000	2353.6965	329.7349	
AD04.img	PeripheralOccipitalWM_L	35173	145.0000	7459.0000	2592.5723	567.8445	
AD04.img	PeripheralOccipitalWM_R	35790	263.0000	7095.0000	2568.1397	508.8422	
AD04.img	PeripheralCingulateWM_L	6210	571.0000	3542.0000	2774.0691	322.0426	
AD04.img	PeripheralCingulateWM_R	6391	1098.0000	3556.0000	2709.7950	320.9210	
AD04.img	CerebellumWM_R	11311	857.0000	2903.0000	2058.6218	257.1574	
AD04.img	CerebellumWM_L	11358	914.0000	2835.0000	2104.0373	243.2712	
AD04.img	FrontSul_L	26398	9.0000	3451.0000	596.7933	283.2492	
AD04.img	FrontSul_R	15009	0.0000e+00	2073.0000	543.1918	243.1392	
AD04.img	CentralSul_L	1952	0.0000e+00	2761.0000	708.6930	415.4407	
AD04.img	CentralSul_R	1666	36.0000	2327.0000	748.5054	412.1857	
AD04.img	SylFrontSul_L	5071	29.0000	2369.0000	544.8860	245.3306	
AD04.img	SylFrontSul_R	5692	4.0000	2515.0000	480.9164	249.6299	
AD04.img	SylTempSul_L	3102	11.0000	2091.0000	517.2159	236.4267	
AD04.img	SylTempSul_R	3320	10.0000	2283.0000	438.2040	202.5342	
AD04.img	SylParieSul_L	255	59.0000	2017.0000	620.7842	277.7134	
AD04.img	SylParieSul_R	122	146.0000	1081.0000	434.2609	177.7549	
AD04.img	ParietSul_L	8509	2.0000	2307.0000	677.5045	333.5581	
AD04.img	ParietSul_R	10283	0.0000e+00	2439.0000	673.2999	349.6383	
AD04.img	CinguSul_L	7650	0.0000e+00	2217.0000	649.1620	285.5882	
AD04.img	CinguSul_R	8311	0.0000e+00	2305.0000	578.8251	256.6608	
AD04.img	OcciptSul_L	1030	64.0000	2188.0000	858.6045	464.4290	
AD04.img	OcciptSul_R	1245	35.0000	2039.0000	690.9237	358.9547	
AD04.img	TempSul_L	465	80.0000	1850.0000	575.9659	284.5509	
AD04.img	TempSul_R	331	7.0000	1611.0000	490.8179	265.7197	
AD04.img	Caudate_tail_L	374	78.0000	2670.0000	1026.3559	546.3769	
AD04.img	Caudate_tail_R	437	28.0000	2712.0000	1039.9396	639.0164	
AD04.img	IV_ventricle	3913	8.0000	2518.0000	569.4863	408.8776	



Type1-L5 Statistics

AD04.img	SFG_L	12589	159.0000	3106.0000	1856.4285	555.2558	
AD04.img	SFG_R	9676	110.0000	2868.0000	1850.9109	522.8573	
AD04.img	SFG_PFC_L	10757	160.0000	3921.0000	1742.8230	564.2281	
AD04.img	SFG_PFC_R	9167	184.0000	3010.0000	1852.4662	519.3781	
AD04.img	SFG_pole_L	2414	61.0000	2866.0000	1749.0144	570.7480	
AD04.img	SFG_pole_R	4080	74.0000	3152.0000	1787.5194	557.4588	
AD04.img	MFG_L	9644	89.0000	2850.0000	1712.2126	574.4417	
AD04.img	MFG_R	10092	53.0000	2885.0000	1748.8026	551.5624	
AD04.img	MFG_DPFC_L	14366	46.0000	3003.0000	1719.9917	564.8785	
AD04.img	MFG_DPFC_R	12865	41.0000	3094.0000	1707.3141	547.9390	
AD04.img	IFG_opercularis_L	4462	41.0000	2923.0000	1600.5069	575.1962	
AD04.img	IFG_opercularis_R	3534	57.0000	2825.0000	1547.7439	639.9949	
AD04.img	IFG_orbitalis_L	4083	0.0000e+00	2902.0000	1659.3048	581.4782	
AD04.img	IFG_orbitalis_R	4300	7.0000	2926.0000	1700.5305	563.8811	
AD04.img	IFG_triangularis_L	3200	131.0000	2873.0000	1630.9394	623.7601	
AD04.img	IFG_triangularis_R	3562	0.0000e+00	2917.0000	1611.3740	628.9822	
AD04.img	LFOG_L	6057	0.0000e+00	4439.0000	1687.8002	606.6295	
AD04.img	LFOG_R	5307	0.0000e+00	3026.0000	1684.7895	572.4998	
AD04.img	MFOG_L	5155	187.0000	3069.0000	1717.8017	551.3296	
AD04.img	MFOG_R	4908	32.0000	3683.0000	1772.9454	528.3872	
AD04.img	RG_L	6058	88.0000	3041.0000	1591.1863	642.6384	
AD04.img	RG_R	5791	28.0000	2975.0000	1699.0572	589.3148	
AD04.img	PoCG_L	12750	128.0000	3010.0000	1759.4343	594.2504	
AD04.img	PoCG_R	12773	14.0000	3051.0000	1713.7094	635.3172	
AD04.img	PrCG_L	15078	111.0000	2989.0000	1771.6622	582.8213	
AD04.img	PrCG_R	17530	62.0000	3076.0000	1763.6770	598.5363	
AD04.img	SPG_L	8726	205.0000	3111.0000	1924.3843	489.8954	
AD04.img	SPG_R	6689	174.0000	2976.0000	1900.1276	474.9010	
AD04.img	SMG_L	11293	79.0000	3026.0000	1632.2435	587.0410	
AD04.img	SMG_R	11114	48.0000	3049.0000	1544.4879	626.9074	
AD04.img	AG_L	7513	166.0000	3014.0000	1883.0344	437.0143	
AD04.img	AG_R	11612	23.0000	2844.0000	1728.3131	484.6910	
AD04.img	PrCu_L	9339	132.0000	3186.0000	1871.9659	471.0097	
AD04.img	PrCu_R	7528	132.0000	2885.0000	1810.9179	508.7444	
AD04.img	STG_L	15544	25.0000	3113.0000	1488.0923	599.4867	
AD04.img	STG_R	16274	18.0000	2927.0000	1405.7831	621.3973	
AD04.img	STG_L_pole	5280	61.0000	4093.0000	1502.1724	522.7032	
AD04.img	STG_R_pole	5781	50.0000	4780.0000	1437.4025	561.8617	
AD04.img	MTG_L	18853	50.0000	2810.0000	1584.1405	472.6188	
AD04.img	MTG_R	14899	18.0000	2672.0000	1447.2776	530.5625	
AD04.img	MTG_L_pole	1899	286.0000	2580.0000	1615.0922	385.9086	
AD04.img	MTG_R_pole	1836	15.0000	2710.0000	1504.1638	473.0513	
AD04.img	ITG_L	11381	39.0000	2587.0000	1501.1215	411.2894	
AD04.img	ITG_R	10544	0.0000e+00	2629.0000	1407.3072	457.9084	
AD04.img	PHG_L	874	101.0000	2709.0000	1529.7633	473.4038	
AD04.img	PHG_R	1268	86.0000	2815.0000	1618.6181	473.1222	
AD04.img	ENT_L	550	233.0000	2533.0000	1639.7370	449.5760	
AD04.img	ENT_R	525	322.0000	2552.0000	1526.6600	453.9988	
AD04.img	FuG_L	17150	0.0000e+00	2603.0000	1424.4308	435.4277	
AD04.img	FuG_R	15698	20.0000	2470.0000	1351.8682	446.2363	
AD04.img	SOG_L	2283	296.0000	3177.0000	2035.2144	440.3250	
AD04.img	SOG_R	1879	90.0000	3733.0000	1800.8866	578.9162	
AD04.img	MOG_L	21026	0.0000e+00	5529.0000	1809.6455	524.7803	
AD04.img	MOG_R	19044	0.0000e+00	5313.0000	1738.1441	507.3767	
AD04.img	IOG_L	4256	161.0000	2837.0000	1640.7118	445.2108	
AD04.img	IOG_R	6669	79.0000	2769.0000	1607.4194	410.1440	
AD04.img	Cu_L	8111	8.0000	5216.0000	1706.0776	647.4051	
AD04.img	Cu_R	6287	62.0000	5146.0000	1659.2783	639.3515	
AD04.img	LG_L	12995	2.0000	2843.0000	1249.2660	628.9477	
AD04.img	LG_R	10254	0.0000e+00	3033.0000	1291.4460	582.0185	
AD04.img	rostral_ACC_L	3325	140.0000	2933.0000	1591.0644	644.1917	
AD04.img	rostral_ACC_R	3624	5.0000	3094.0000	1430.3198	680.2459	
AD04.img	subcallosal_ACC_L	847	208.0000	3145.0000	1709.0822	649.4004	
AD04.img	subcallosal_ACC_R	927	151.0000	3625.0000	1569.9886	760.2115	
AD04.img	subgenual_ACC_L	2735	6.0000	3285.0000	1647.5904	691.9004	
AD04.img	subgenual_ACC_R	3138	85.0000	4968.0000	1638.1442	749.1124	
AD04.img	dorsal_ACC_L	13979	25.0000	3864.0000	1741.8582	628.7097	
AD04.img	dorsal_ACC_R	13008	49.0000	3188.0000	1710.2722	615.7634	
AD04.img	PCC_L	10882	106.0000	3184.0000	1742.2841	610.7891	
AD04.img	PCC_R	13904	39.0000	3195.0000	1535.9363	689.5481	
AD04.img	Insula_L	9937	1.0000	4724.0000	1445.9671	650.2016	
AD04.img	Insula_R	9806	24.0000	4537.0000	1423.2122	681.0472	
AD04.img	Amyg_L	1475	373.0000	2964.0000	1977.2954	377.7052	
AD04.img	Amyg_R	1559	31.0000	2908.0000	1897.5372	431.4334	
AD04.img	Hippo_L	4079	32.0000	3232.0000	1476.8242	581.9309	
AD04.img	Hippo_R	4348	28.0000	4330.0000	1361.4830	661.0191	
AD04.img	Caud_L	7113	97.0000	3203.0000	1410.2544	916.6768	
AD04.img	Caud_R	8708	36.0000	3226.0000	1153.8170	889.3446	
AD04.img	Put_L	3584	1077.0000	3029.0000	2392.5830	225.7899	
AD04.img	Put_R	3217	1155.0000	3159.0000	2389.4669	239.4186	
AD04.img	GP_L	1502	1740.0000	3415.0000	2731.1201	244.4787	
AD04.img	GP_R	1434	1394.0000	3407.0000	2734.4636	235.9407	
AD04.img	Thalamus_L	5184	495.0000	3334.0000	2475.6724	349.4159	
AD04.img	Thalamus_R	5202	246.0000	3385.0000	2415.3029	374.2668	
AD04.img	HypoThalamus_L	665	688.0000	3097.0000	2273.6127	446.7578	
AD04.img	HypoThalamus_R	619	601.0000	3160.0000	2294.8003	493.5515	
AD04.img	AnteriorBasalForebrain_L	322	1639.0000	3277.0000	2583.6623	280.5182	
AD04.img	AnteriorBasalForebrain_R	265	1147.0000	3306.0000	2573.8884	328.9125	
AD04.img	NucAccumbens_L	658	1122.0000	3304.0000	2290.2022	257.4593	
AD04.img	NucAccumbens_R	662	1155.0000	4831.0000	2388.3429	356.7551	
AD04.img	RedNc_L	319	2430.0000	3113.0000	2769.3510	132.6087	
AD04.img	RedNc_R	381	2410.0000	3123.0000	2756.8283	133.1076	
AD04.img	Snigra_L	284	2485.0000	3306.0000	2961.7546	160.7047	
AD04.img	Snigra_R	178	2575.0000	3434.0000	2951.0298	178.2251	
AD04.img	CerebellumGM_R	61650	0.0000e+00	2667.0000	1407.7441	383.6575	
AD04.img	CerebellumGM_L	61141	24.0000	2828.0000	1461.3934	388.8295	
AD04.img	CP_L	1960	731.0000	3612.0000	2749.6222	344.7234	
AD04.img	CP_R	2120	531.0000	4955.0000	2733.7925	367.8757	
AD04.img	Midbrain_L	2584	588.0000	3353.0000	2527.3531	307.7999	
AD04.img	Midbrain_R	2634	323.0000	3362.0000	2451.5298	403.0519	
AD04.img	CST_L	1423	1934.0000	3005.0000	2520.2128	178.4530	
AD04.img	CST_R	1338	1724.0000	3098.0000	2463.3241	220.3617	
AD04.img	SCP_L	989	472.0000	3108.0000	2163.8591	402.8870	
AD04.img	SCP_R	1018	780.0000	2841.0000	2193.2497	345.2786	
AD04.img	MCP_L	3389	497.0000	3389.0000	2440.2272	278.1869	
AD04.img	MCP_R	3431	550.0000	3275.0000	2394.6351	320.0655	
AD04.img	PCT_L	583	1958.0000	2988.0000	2491.5489	156.4982	
AD04.img	PCT_R	516	1900.0000	3078.0000	2482.7096	207.4972	
AD04.img	ICP_L	730	824.0000	2418.0000	1846.7558	203.9583	
AD04.img	ICP_R	720	733.0000	2739.0000	1879.3123	234.5799	
AD04.img	ML_L	840	1776.0000	2656.0000	2239.8719	173.5388	
AD04.img	ML_R	953	1682.0000	3011.0000	2253.6512	195.3424	
AD04.img	Pons_L	284	1289.0000	2740.0000	2229.3829	205.5962	
AD04.img	Pons_R	513	1013.0000	2663.0000	2103.9424	243.2316	
AD04.img	Medulla_L	1642	189.0000	2386.0000	1583.4068	380.4826	
AD04.img	Medulla_R	1804	428.0000	4270.0000	1703.1673	343.4556	
AD04.img	ACR_L	9932	1706.0000	3488.0000	2922.6760	186.1763	
AD04.img	ACR_R	10986	1120.0000	3597.0000	2912.1882	231.1504	
AD04.img	SCR_L	13540	1290.0000	3575.0000	2905.0805	173.0652	
AD04.img	SCR_R	13190	97.0000	3430.0000	2888.1312	237.6880	
AD04.img	PCR_L	6272	581.0000	3552.0000	2885.8473	231.2269	
AD04.img	PCR_R	4331	1193.0000	3469.0000	2858.1220	201.5728	
AD04.img	GCC_L	2889	329.0000	3682.0000	2907.5027	461.4587	
AD04.img	GCC_R	2636	641.0000	3944.0000	2925.9036	484.3114	
AD04.img	BCC_L	7048	28.0000	3845.0000	2334.3701	993.3730	
AD04.img	BCC_R	5745	21.0000	3777.0000	2454.9111	889.6687	
