Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
AD03_MNI.img	Medulla_L	1899	62.1210	151.0237	125.2447	16.7578	
AD03_MNI.img	Medulla_R	2343	55.8535	151.0114	125.9744	13.0737	
AD03_MNI.img	AnteriorWM_L	76488	40.5210	155.2009	130.4237	9.7471	
AD03_MNI.img	AnteriorWM_R	80573	25.1256	157.4141	130.8537	10.0139	
AD03_MNI.img	PosteriorWM_L	67321	22.7250	152.3892	129.4412	9.9730	
AD03_MNI.img	PosteriorWM_R	67846	14.6978	150.4016	129.7952	10.5577	
AD03_MNI.img	CorpusCallosum_L	13206	59.1195	151.6709	127.5101	11.8523	
AD03_MNI.img	CorpusCallosum_R	13811	15.6051	154.4188	127.2147	17.3095	
AD03_MNI.img	InferiorWM_L	55146	56.2385	155.3971	129.6175	10.0604	
AD03_MNI.img	InferiorWM_R	52996	22.1947	159.5411	129.3860	10.2084	
AD03_MNI.img	LimbicWM_L	11727	30.8632	162.2369	126.2778	13.6677	
AD03_MNI.img	LimbicWM_R	10936	39.6031	159.8916	124.8483	15.3983	
AD03_MNI.img	LateralVentricle_L	44529	12.7343	114.7876	31.9154	15.3456	
AD03_MNI.img	LateralVentricle_R	41614	12.0839	118.4047	31.7965	14.9579	
AD03_MNI.img	III_ventricle	3558	14.1349	115.7753	43.3812	20.2806	
AD03_MNI.img	FrontSul_L	13520	9.6731	105.2408	35.9792	12.5606	
AD03_MNI.img	FrontSul_R	10577	9.6834	98.0899	35.3336	11.6990	
AD03_MNI.img	CentralSul_L	1829	15.2966	120.5783	37.8083	17.0436	
AD03_MNI.img	CentralSul_R	1886	15.4991	119.3627	43.6328	22.0013	
AD03_MNI.img	SylvianFissureExt_L	7566	14.9983	73.4387	31.8427	8.0254	
AD03_MNI.img	SylvianFissureExt_R	3767	11.2281	87.1409	38.0772	11.7865	
AD03_MNI.img	ParietSul_L	4898	16.0506	99.4787	44.0231	16.1975	
AD03_MNI.img	ParietSul_R	4838	13.4040	106.9516	50.6306	17.3393	
AD03_MNI.img	CinguSul_L	2969	17.0149	102.4482	48.2969	13.9233	
AD03_MNI.img	CinguSul_R	3020	17.0359	88.4032	38.8864	12.0777	
AD03_MNI.img	OcciptSul_L	995	18.3945	95.5744	51.5115	14.1287	
AD03_MNI.img	OcciptSul_R	1219	18.0004	95.2600	50.4254	14.9415	
AD03_MNI.img	TempSul_L	445	20.3755	85.5394	40.2127	9.9974	
AD03_MNI.img	TempSul_R	407	19.8203	84.7787	48.4708	12.2853	
AD03_MNI.img	IV_ventricle	3536	16.2273	128.0973	47.1498	23.3851	



Type1-L4 Statistics

AD03_MNI.img	SFG_L	21971	15.0561	138.2514	91.1014	20.1502	
AD03_MNI.img	SFG_R	19486	21.5255	139.5949	91.7959	19.7640	
AD03_MNI.img	MFG_L	19080	17.7878	129.8803	83.7163	21.8287	
AD03_MNI.img	MFG_R	19604	16.3564	131.0451	87.2913	20.1824	
AD03_MNI.img	IFG_L	10418	15.9253	135.0496	85.9436	25.0419	
AD03_MNI.img	IFG_R	9359	16.6760	132.8695	88.8853	21.3578	
AD03_MNI.img	OG_L	8157	20.6636	183.6428	86.7809	19.9457	
AD03_MNI.img	OG_R	8189	25.6895	133.1128	86.0128	18.2052	
AD03_MNI.img	RG_L	5354	15.0545	136.1918	82.3456	22.8970	
AD03_MNI.img	RG_R	5697	19.2470	134.2285	82.0914	23.3367	
AD03_MNI.img	PoCG_L	10174	15.7684	136.9661	92.6305	24.2450	
AD03_MNI.img	PoCG_R	10352	20.1259	136.5069	93.8910	22.3240	
AD03_MNI.img	PrCG_L	12312	21.2769	138.5856	92.7194	23.5708	
AD03_MNI.img	PrCG_R	14288	21.6198	136.0053	94.6552	20.9374	
AD03_MNI.img	SPG_L	7012	30.5446	131.8248	94.6496	16.2516	
AD03_MNI.img	SPG_R	5134	36.9812	132.3817	96.8220	15.0407	
AD03_MNI.img	SMG_L	7697	18.3750	133.7211	86.5868	23.7306	
AD03_MNI.img	SMG_R	8242	19.6684	133.6538	87.8950	21.3256	
AD03_MNI.img	AG_L	5249	35.6346	129.5663	91.8829	17.3939	
AD03_MNI.img	AG_R	10374	25.6923	129.6506	86.4659	19.1217	
AD03_MNI.img	PrCu_L	5315	24.2106	128.7921	92.2268	16.6949	
AD03_MNI.img	PrCu_R	4696	27.8689	126.0290	93.4473	15.4846	
AD03_MNI.img	STG_L	19236	18.7903	132.9409	83.2924	23.6641	
AD03_MNI.img	STG_R	16348	18.6016	130.8010	86.7976	21.2731	
AD03_MNI.img	MTG_L	17799	19.0923	127.9113	84.7688	18.5684	
AD03_MNI.img	MTG_R	15644	21.3319	127.8821	84.4195	16.4721	
AD03_MNI.img	ITG_L	11059	25.5715	131.3605	85.2573	16.0943	
AD03_MNI.img	ITG_R	11417	25.3021	129.6581	83.1325	15.7242	
AD03_MNI.img	Limbic_L	1657	47.5444	131.7517	92.6521	14.6521	
AD03_MNI.img	Limbic_R	1760	42.4252	136.2653	94.9026	14.4096	
AD03_MNI.img	FuG_L	11440	19.4143	130.9098	84.5007	19.9448	
AD03_MNI.img	FuG_R	12987	19.4269	131.0650	86.8644	17.3250	
AD03_MNI.img	SOG_L	2198	33.0654	129.8147	98.1520	16.5289	
AD03_MNI.img	SOG_R	1886	39.3646	131.0900	100.2611	16.1060	
AD03_MNI.img	MOG_L	14634	24.2631	132.4556	91.3499	18.9243	
AD03_MNI.img	MOG_R	13795	20.2067	132.9504	91.8456	19.7342	
AD03_MNI.img	IOG_L	3457	24.8614	127.7938	90.9867	18.2369	
AD03_MNI.img	IOG_R	3884	32.9655	130.5976	93.3514	17.4514	
AD03_MNI.img	Cu_L	7172	23.6956	139.5843	95.8708	19.1611	
AD03_MNI.img	Cu_R	5650	23.3803	136.0352	93.1895	20.8488	
AD03_MNI.img	LG_L	8595	25.0881	137.1504	88.4913	20.6027	
AD03_MNI.img	LG_R	8181	19.6446	135.7309	86.2062	22.2827	
AD03_MNI.img	Cingulate_L	22471	16.1660	135.6361	89.3686	20.2914	
AD03_MNI.img	Cingulate_R	23426	13.3095	140.6953	85.0586	21.8554	
AD03_MNI.img	Insula_L	6959	15.9775	130.6865	82.0605	23.6570	
AD03_MNI.img	Insula_R	6863	20.2165	129.6772	90.0977	19.9142	
AD03_MNI.img	Amyg_L	1413	18.5236	126.0888	96.8590	16.7128	
AD03_MNI.img	Amyg_R	1691	48.6860	125.7099	101.3016	9.5447	
AD03_MNI.img	Hippo_L	3821	16.3627	124.2094	88.1135	20.2434	
AD03_MNI.img	Hippo_R	3773	18.3165	126.1014	89.7617	18.0059	
AD03_MNI.img	Caud_L	4044	60.8280	146.7381	110.6159	13.1842	
AD03_MNI.img	Caud_R	5149	17.3420	143.9334	90.5898	32.5939	
AD03_MNI.img	Put_L	3626	62.7809	142.8533	119.5319	7.4122	
AD03_MNI.img	Put_R	3600	78.8212	138.4931	119.2626	7.7995	
AD03_MNI.img	GP_L	1308	113.4336	155.5755	136.6863	5.3019	
AD03_MNI.img	GP_R	1348	119.7857	155.5797	136.5170	4.8720	
AD03_MNI.img	Thalamus_L	4693	57.9879	145.0079	123.1700	10.5788	
AD03_MNI.img	Thalamus_R	4673	63.4414	150.7189	122.2200	10.9254	
AD03_MNI.img	BasalForebrain_L	3066	42.4463	159.2117	118.5323	17.8955	
AD03_MNI.img	BasalForebrain_R	3052	44.3200	156.0907	117.4477	16.4023	
AD03_MNI.img	midbrain_L	4706	75.3460	156.3292	133.7194	9.7747	
AD03_MNI.img	midbrain_R	4940	60.4117	160.8043	132.1961	12.3336	
AD03_MNI.img	Cerebellum_R	51135	17.5541	140.8701	94.0012	17.4146	
AD03_MNI.img	Cerebellum_L	53690	18.8035	139.4018	92.6211	19.7799	
AD03_MNI.img	Pons_L	7597	56.7300	156.0230	130.8006	9.8754	
AD03_MNI.img	Pons_R	8376	65.8512	155.6483	129.6823	8.8346	
AD03_MNI.img	Medulla_L	1899	62.1210	151.0237	125.2447	16.7578	
AD03_MNI.img	Medulla_R	2343	55.8535	151.0114	125.9744	13.0737	
AD03_MNI.img	ant_DPWM_L	26177	96.3168	152.5145	134.4590	4.6482	
AD03_MNI.img	ant_DPWM_R	27138	62.0761	149.5827	134.9063	4.4922	
AD03_MNI.img	post_DPWM_L	6222	104.0537	146.3978	133.1420	3.9957	
AD03_MNI.img	post_DPWM_R	4594	104.3091	146.6443	133.3432	4.1951	
AD03_MNI.img	GCC_L	2566	76.8862	147.6118	131.0113	10.4785	
AD03_MNI.img	GCC_R	2776	81.5831	149.2178	131.0212	10.0003	
AD03_MNI.img	BCC_L	4469	59.1195	146.0006	123.8717	13.4188	
AD03_MNI.img	BCC_R	4417	15.6051	150.6756	122.4610	21.4291	
AD03_MNI.img	SCC_L	6171	62.8512	151.6709	128.6891	10.4159	
AD03_MNI.img	SCC_R	6618	19.8404	154.4188	128.7907	15.9121	
AD03_MNI.img	PVA_posterior_L	1965	22.7250	145.2288	100.0699	24.0388	
AD03_MNI.img	PVA_posterior_R	1945	14.6978	139.5215	93.5641	27.1247	
AD03_MNI.img	ALIC_L	1973	112.7800	155.3971	138.1355	6.0264	
AD03_MNI.img	ALIC_R	2240	82.0189	159.5411	137.5367	6.4835	
AD03_MNI.img	PLIC_L	3257	113.9640	153.4320	136.7335	5.9965	
AD03_MNI.img	PLIC_R	3162	117.8687	151.3175	136.0851	5.4395	
AD03_MNI.img	inf_DPWM_L	20155	65.8017	152.4821	131.1512	8.8749	
AD03_MNI.img	inf_DPWM_R	17739	82.1889	148.8245	131.9806	7.8066	
AD03_MNI.img	CGC_L	2970	98.9555	148.8901	130.3261	7.8920	
AD03_MNI.img	CGC_R	2654	101.7524	148.2190	130.8914	8.7138	
AD03_MNI.img	CGH_L	1522	83.2386	150.2126	127.4168	9.9281	
AD03_MNI.img	CGH_R	1543	101.6035	150.1387	128.1024	9.4836	
AD03_MNI.img	Fx/ST_L	1098	49.1568	154.6465	123.9088	14.5308	
AD03_MNI.img	Fx/ST_R	1373	65.3103	147.1368	124.2135	13.0307	
AD03_MNI.img	Fx_L	620	30.8632	162.2369	87.8703	22.5249	
AD03_MNI.img	Fx_R	874	39.6031	159.8916	91.9708	26.6752	
AD03_MNI.img	PeripheralParietalWM_L	32462	90.8027	149.3532	130.1880	7.8315	
AD03_MNI.img	PeripheralParietalWM_R	33602	89.7929	149.3841	130.4554	8.2002	
AD03_MNI.img	AnteriorLateralVentricle_L	28965	12.7343	114.7876	30.9415	14.2377	
AD03_MNI.img	PosteriorLateralVentricle_L	12781	14.7753	113.3291	31.1916	14.3352	
AD03_MNI.img	InferiorLateralVentricle_L	2783	13.3923	113.6807	45.3759	22.8228	
AD03_MNI.img	AnteriorLateralVentricle_R	29221	12.0839	115.7031	30.6519	13.2937	
AD03_MNI.img	PosteriorLateralVentricle_R	10268	13.6723	114.4365	31.1457	15.0458	
AD03_MNI.img	InferiorLateralVentricle_R	2125	15.3781	118.4047	50.6801	21.9292	
AD03_MNI.img	III_ventricle	3558	14.1349	115.7753	43.3812	20.2806	
AD03_MNI.img	PVA_anterior_L	1905	40.5210	141.0473	100.7026	18.1666	
AD03_MNI.img	PVA_anterior_R	2019	25.1256	138.4487	96.8944	21.3655	
AD03_MNI.img	PeripheralFrontalWM_L	48406	68.4237	155.2009	129.4111	8.9919	
AD03_MNI.img	PeripheralFrontalWM_R	51416	69.5625	157.4141	130.0482	8.6002	
AD03_MNI.img	PeripheralTemporalWM_L	28956	60.3498	151.6607	127.7447	9.7911	
AD03_MNI.img	PeripheralTemporalWM_R	29122	68.4141	151.8654	127.1101	9.8758	
AD03_MNI.img	PeripheralOccipitalWM_L	27477	58.7571	152.3892	129.2201	9.0219	
AD03_MNI.img	PeripheralOccipitalWM_R	28438	73.4037	150.4016	130.2346	8.4458	
AD03_MNI.img	PeripheralCingulateWM_L	5517	98.0247	145.8759	128.5720	7.4819	
AD03_MNI.img	PeripheralCingulateWM_R	4492	96.3942	145.4072	126.7511	8.4777	
AD03_MNI.img	CerebellumWM_R	11417	91.3261	155.3385	131.1079	7.7824	
AD03_MNI.img	CerebellumWM_L	11164	89.5187	154.5566	132.5150	7.1431	
AD03_MNI.img	FrontSul_L	13520	9.6731	105.2408	35.9792	12.5606	
AD03_MNI.img	FrontSul_R	10577	9.6834	98.0899	35.3336	11.6990	
AD03_MNI.img	CentralSul_L	1829	15.2966	120.5783	37.8083	17.0436	
AD03_MNI.img	CentralSul_R	1886	15.4991	119.3627	43.6328	22.0013	
AD03_MNI.img	SylFrontSul_L	3860	15.7266	73.4387	31.9504	8.8644	
AD03_MNI.img	SylFrontSul_R	2127	11.2281	87.1409	40.2157	13.0297	
AD03_MNI.img	SylTempSul_L	3312	14.9983	62.9141	31.7524	6.9957	
AD03_MNI.img	SylTempSul_R	1577	17.9795	66.1172	35.2284	9.1400	
AD03_MNI.img	SylParieSul_L	394	16.3810	57.3658	31.5469	7.4369	
AD03_MNI.img	SylParieSul_R	63	18.2426	61.7780	37.1883	11.1937	
AD03_MNI.img	ParietSul_L	4898	16.0506	99.4787	44.0231	16.1975	
AD03_MNI.img	ParietSul_R	4838	13.4040	106.9516	50.6306	17.3393	
AD03_MNI.img	CinguSul_L	2969	17.0149	102.4482	48.2969	13.9233	
AD03_MNI.img	CinguSul_R	3020	17.0359	88.4032	38.8864	12.0777	
AD03_MNI.img	OcciptSul_L	995	18.3945	95.5744	51.5115	14.1287	
AD03_MNI.img	OcciptSul_R	1219	18.0004	95.2600	50.4254	14.9415	
AD03_MNI.img	TempSul_L	445	20.3755	85.5394	40.2127	9.9974	
AD03_MNI.img	TempSul_R	407	19.8203	84.7787	48.4708	12.2853	
AD03_MNI.img	Caudate_tail_L	277	21.6041	119.4028	71.3107	23.0714	
AD03_MNI.img	Caudate_tail_R	322	36.3526	124.3879	79.1966	19.6805	
AD03_MNI.img	IV_ventricle	3536	16.2273	128.0973	47.1498	23.3851	



Type1-L5 Statistics

AD03_MNI.img	SFG_L	10775	33.0001	131.0173	94.0907	17.8706	
AD03_MNI.img	SFG_R	7764	33.5013	131.2065	95.0954	17.7205	
AD03_MNI.img	SFG_PFC_L	8758	15.0561	132.4843	87.6004	21.5394	
AD03_MNI.img	SFG_PFC_R	8169	21.5255	135.5386	89.8261	20.6552	
AD03_MNI.img	SFG_pole_L	2438	23.8717	138.2514	90.4668	22.2957	
AD03_MNI.img	SFG_pole_R	3553	24.4981	139.5949	89.1149	20.8636	
AD03_MNI.img	MFG_L	7927	19.8914	129.8803	88.3217	21.6007	
AD03_MNI.img	MFG_R	7847	16.3564	126.3226	88.0371	20.3839	
AD03_MNI.img	MFG_DPFC_L	11153	17.7878	129.2043	80.4430	21.3949	
AD03_MNI.img	MFG_DPFC_R	11757	18.0461	131.0451	86.7936	20.0313	
AD03_MNI.img	IFG_opercularis_L	3848	18.3402	132.8431	84.8465	25.7068	
AD03_MNI.img	IFG_opercularis_R	3478	23.1197	132.8695	89.2240	20.9480	
AD03_MNI.img	IFG_orbitalis_L	3381	15.9253	129.2633	88.3497	22.7166	
AD03_MNI.img	IFG_orbitalis_R	3157	27.1663	130.4061	91.5984	18.9547	
AD03_MNI.img	IFG_triangularis_L	3189	16.8835	135.0496	84.7165	26.3634	
AD03_MNI.img	IFG_triangularis_R	2724	16.6760	130.5055	85.3084	23.8557	
AD03_MNI.img	LFOG_L	4043	26.3962	134.4301	86.2956	19.2915	
AD03_MNI.img	LFOG_R	3989	26.5722	128.4445	85.6205	19.1012	
AD03_MNI.img	MFOG_L	4114	20.6636	183.6428	87.2578	20.5572	
AD03_MNI.img	MFOG_R	4200	25.6895	133.1128	86.3854	17.3030	
AD03_MNI.img	RG_L	5354	15.0545	136.1918	82.3456	22.8970	
AD03_MNI.img	RG_R	5697	19.2470	134.2285	82.0914	23.3367	
AD03_MNI.img	PoCG_L	10174	15.7684	136.9661	92.6305	24.2450	
AD03_MNI.img	PoCG_R	10352	20.1259	136.5069	93.8910	22.3240	
AD03_MNI.img	PrCG_L	12312	21.2769	138.5856	92.7194	23.5708	
AD03_MNI.img	PrCG_R	14288	21.6198	136.0053	94.6552	20.9374	
AD03_MNI.img	SPG_L	7012	30.5446	131.8248	94.6496	16.2516	
AD03_MNI.img	SPG_R	5134	36.9812	132.3817	96.8220	15.0407	
AD03_MNI.img	SMG_L	7697	18.3750	133.7211	86.5868	23.7306	
AD03_MNI.img	SMG_R	8242	19.6684	133.6538	87.8950	21.3256	
AD03_MNI.img	AG_L	5249	35.6346	129.5663	91.8829	17.3939	
AD03_MNI.img	AG_R	10374	25.6923	129.6506	86.4659	19.1217	
AD03_MNI.img	PrCu_L	5315	24.2106	128.7921	92.2268	16.6949	
AD03_MNI.img	PrCu_R	4696	27.8689	126.0290	93.4473	15.4846	
AD03_MNI.img	STG_L	13858	18.7919	132.9409	83.7733	24.6546	
AD03_MNI.img	STG_R	10958	18.6016	130.8010	88.2446	22.0779	
AD03_MNI.img	STG_L_pole	5378	18.7903	123.1020	82.0533	20.8454	
AD03_MNI.img	STG_R_pole	5390	22.4970	129.7721	83.8557	19.2018	
AD03_MNI.img	MTG_L	15314	19.0923	127.9113	85.2245	18.5777	
AD03_MNI.img	MTG_R	13589	21.3319	127.8821	85.3774	16.4986	
AD03_MNI.img	MTG_L_pole	2485	19.7142	122.5906	81.9604	18.2622	
AD03_MNI.img	MTG_R_pole	2055	32.3527	117.3285	78.0856	14.8106	
AD03_MNI.img	ITG_L	11059	25.5715	131.3605	85.2573	16.0943	
AD03_MNI.img	ITG_R	11417	25.3021	129.6581	83.1325	15.7242	
AD03_MNI.img	PHG_L	975	47.5444	131.7517	92.3179	16.2473	
AD03_MNI.img	PHG_R	1005	42.4252	136.2653	96.6264	15.4176	
AD03_MNI.img	ENT_L	682	54.1926	122.2471	93.1300	11.9930	
AD03_MNI.img	ENT_R	755	58.3676	126.0430	92.6080	12.5856	
AD03_MNI.img	FuG_L	11440	19.4143	130.9098	84.5007	19.9448	
AD03_MNI.img	FuG_R	12987	19.4269	131.0650	86.8644	17.3250	
AD03_MNI.img	SOG_L	2198	33.0654	129.8147	98.1520	16.5289	
AD03_MNI.img	SOG_R	1886	39.3646	131.0900	100.2611	16.1060	
AD03_MNI.img	MOG_L	14634	24.2631	132.4556	91.3499	18.9243	
AD03_MNI.img	MOG_R	13795	20.2067	132.9504	91.8456	19.7342	
AD03_MNI.img	IOG_L	3457	24.8614	127.7938	90.9867	18.2369	
AD03_MNI.img	IOG_R	3884	32.9655	130.5976	93.3514	17.4514	
AD03_MNI.img	Cu_L	7172	23.6956	139.5843	95.8708	19.1611	
AD03_MNI.img	Cu_R	5650	23.3803	136.0352	93.1895	20.8488	
AD03_MNI.img	LG_L	8595	25.0881	137.1504	88.4913	20.6027	
AD03_MNI.img	LG_R	8181	19.6446	135.7309	86.2062	22.2827	
AD03_MNI.img	rostral_ACC_L	2731	16.1660	131.1031	82.1147	24.6555	
AD03_MNI.img	rostral_ACC_R	3234	21.3263	140.6953	84.2851	22.7287	
AD03_MNI.img	subcallosal_ACC_L	528	29.2895	130.9663	85.5370	22.4192	
AD03_MNI.img	subcallosal_ACC_R	866	19.5938	130.7188	81.7000	22.1994	
AD03_MNI.img	subgenual_ACC_L	1832	23.5635	135.6361	82.7542	22.7147	
AD03_MNI.img	subgenual_ACC_R	1710	19.2095	127.7177	78.6224	22.9938	
AD03_MNI.img	dorsal_ACC_L	10904	20.0225	131.0180	91.5754	18.6291	
AD03_MNI.img	dorsal_ACC_R	9848	13.3095	134.7109	86.2869	21.5092	
AD03_MNI.img	PCC_L	6476	22.9649	131.1476	90.8957	18.8354	
AD03_MNI.img	PCC_R	7768	18.1134	132.2835	85.6148	21.3238	
AD03_MNI.img	Insula_L	6959	15.9775	130.6865	82.0605	23.6570	
AD03_MNI.img	Insula_R	6863	20.2165	129.6772	90.0977	19.9142	
AD03_MNI.img	Amyg_L	1413	18.5236	126.0888	96.8590	16.7128	
AD03_MNI.img	Amyg_R	1691	48.6860	125.7099	101.3016	9.5447	
AD03_MNI.img	Hippo_L	3821	16.3627	124.2094	88.1135	20.2434	
AD03_MNI.img	Hippo_R	3763	18.3165	126.1014	89.7059	17.9965	
AD03_MNI.img	Caud_L	4044	60.8280	146.7381	110.6159	13.1842	
AD03_MNI.img	Caud_R	5149	17.3420	143.9334	90.5898	32.5939	
AD03_MNI.img	Put_L	3626	62.7809	142.8533	119.5319	7.4122	
AD03_MNI.img	Put_R	3600	78.8212	138.4931	119.2626	7.7995	
AD03_MNI.img	GP_L	1308	113.4336	155.5755	136.6863	5.3019	
AD03_MNI.img	GP_R	1348	119.7857	155.5797	136.5170	4.8720	
AD03_MNI.img	Thalamus_L	4693	57.9879	145.0079	123.1700	10.5788	
AD03_MNI.img	Thalamus_R	4673	63.4414	150.7189	122.2200	10.9254	
AD03_MNI.img	HypoThalamus_L	537	60.6425	142.0765	110.0402	15.5789	
AD03_MNI.img	HypoThalamus_R	618	58.9961	143.5120	113.7792	15.4144	
AD03_MNI.img	AnteriorBasalForebrain_L	219	95.7100	142.1405	124.6138	10.1903	
AD03_MNI.img	AnteriorBasalForebrain_R	253	91.0197	137.0877	120.4809	9.5004	
AD03_MNI.img	NucAccumbens_L	564	80.1354	132.7204	108.3290	7.3645	
AD03_MNI.img	NucAccumbens_R	614	75.8109	135.6660	107.8021	7.0652	
AD03_MNI.img	RedNc_L	230	130.4618	149.3256	139.5229	3.9697	
AD03_MNI.img	RedNc_R	281	127.5514	149.0366	138.8221	3.7058	
AD03_MNI.img	Snigra_L	325	130.4745	152.9661	141.9300	3.7350	
AD03_MNI.img	Snigra_R	234	132.7599	157.6272	143.8230	4.1838	
AD03_MNI.img	CerebellumGM_R	51135	17.5541	140.8701	94.0012	17.4146	
AD03_MNI.img	CerebellumGM_L	53690	18.8035	139.4018	92.6211	19.7799	
AD03_MNI.img	CP_L	1986	95.3088	156.3292	135.4291	8.6495	
AD03_MNI.img	CP_R	2212	83.1844	160.8043	135.1540	9.8974	
AD03_MNI.img	Midbrain_L	2165	75.3460	151.1394	130.3019	10.3549	
AD03_MNI.img	Midbrain_R	2213	60.4117	153.6936	127.1689	13.5709	
AD03_MNI.img	CST_L	1534	103.1902	150.3266	133.0639	5.5261	
AD03_MNI.img	CST_R	1527	116.5242	149.0661	132.0234	4.4760	
AD03_MNI.img	SCP_L	863	56.7300	144.2241	120.9090	14.5204	
AD03_MNI.img	SCP_R	883	75.2281	142.3301	123.1457	10.9627	
AD03_MNI.img	MCP_L	3250	74.1145	153.9395	129.4862	9.5606	
AD03_MNI.img	MCP_R	3472	65.8512	151.9400	128.0409	9.7557	
AD03_MNI.img	PCT_L	837	117.6874	156.0230	138.9847	4.9794	
AD03_MNI.img	PCT_R	824	121.6171	155.6483	137.7208	4.8586	
AD03_MNI.img	ICP_L	555	109.6569	150.4444	132.8788	6.7630	
AD03_MNI.img	ICP_R	672	94.0440	148.6218	129.2169	7.6219	
AD03_MNI.img	ML_L	895	116.0721	147.5988	132.1998	5.0592	
AD03_MNI.img	ML_R	1109	115.4585	149.8774	131.1079	5.1315	
AD03_MNI.img	Pons_L	218	114.0999	151.1714	136.4624	6.2978	
