Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
Normal01_MNI.img	Pons_R	9925	76.5875	191.9283	147.1831	13.0969	
Normal01_MNI.img	Medulla_L	2680	43.2371	188.1580	138.6382	25.2547	
Normal01_MNI.img	Medulla_R	2673	62.4231	181.1636	143.0932	17.3123	
Normal01_MNI.img	AnteriorWM_L	95988	42.5610	178.0861	145.7303	12.2004	
Normal01_MNI.img	AnteriorWM_R	98823	50.0275	183.1626	146.4607	11.5587	
Normal01_MNI.img	PosteriorWM_L	82868	34.6077	187.9665	145.9026	12.5854	
Normal01_MNI.img	PosteriorWM_R	89735	39.2290	189.8894	144.4237	13.2061	
Normal01_MNI.img	CorpusCallosum_L	13784	76.3883	183.3808	147.0010	14.0158	
Normal01_MNI.img	CorpusCallosum_R	14735	45.3552	183.5835	146.6264	14.3089	
Normal01_MNI.img	InferiorWM_L	69293	62.8260	190.6726	145.3859	13.1229	
Normal01_MNI.img	InferiorWM_R	66882	47.0261	187.5686	145.1343	13.4845	
Normal01_MNI.img	LimbicWM_L	15557	40.4094	180.1345	142.0397	15.3048	
Normal01_MNI.img	LimbicWM_R	14129	41.3984	184.7439	141.2935	15.6588	
Normal01_MNI.img	LateralVentricle_L	11209	3.8129	138.6083	45.5517	26.4152	
Normal01_MNI.img	LateralVentricle_R	13276	3.3258	133.8365	42.6508	24.8594	
Normal01_MNI.img	III_ventricle	2270	5.2719	116.4488	57.4021	25.0735	
Normal01_MNI.img	FrontSul_L	13725	2.8138	93.1913	34.2113	14.1261	
Normal01_MNI.img	FrontSul_R	10278	0.5465	93.7559	35.1052	14.9693	
Normal01_MNI.img	CentralSul_L	2054	0.7102	102.1513	39.5364	20.2833	
Normal01_MNI.img	CentralSul_R	2658	0.8566	74.8872	26.5850	13.3175	
Normal01_MNI.img	SylvianFissureExt_L	4128	5.7791	93.8909	38.6542	15.3117	
Normal01_MNI.img	SylvianFissureExt_R	5016	3.9198	91.5272	33.1866	13.1591	
Normal01_MNI.img	ParietSul_L	8218	2.8440	93.6410	34.3478	15.4228	
Normal01_MNI.img	ParietSul_R	7820	4.9334	93.2158	36.8916	15.5087	
Normal01_MNI.img	CinguSul_L	3715	4.4140	88.7440	41.3011	13.5718	
Normal01_MNI.img	CinguSul_R	3490	6.2556	87.9035	40.3572	13.1606	
Normal01_MNI.img	OcciptSul_L	1507	6.5273	91.9503	40.6929	15.9480	
Normal01_MNI.img	OcciptSul_R	2172	2.1295	99.3333	33.0819	15.6375	
Normal01_MNI.img	TempSul_L	440	10.2981	79.3099	41.9584	12.5869	
Normal01_MNI.img	TempSul_R	508	10.6547	84.7666	40.5873	12.6647	
Normal01_MNI.img	IV_ventricle	2531	1.3874	132.4818	54.7001	30.3964	



Type1-L4 Statistics

Normal01_MNI.img	SFG_L	25832	8.8735	148.5066	93.4470	23.5421	
Normal01_MNI.img	SFG_R	24042	11.3960	148.6065	94.5086	23.0551	
Normal01_MNI.img	MFG_L	25486	15.9422	143.6973	92.8474	20.3804	
Normal01_MNI.img	MFG_R	25637	11.2510	144.3217	92.5011	21.1674	
Normal01_MNI.img	IFG_L	13772	14.9877	148.3017	96.2649	22.1648	
Normal01_MNI.img	IFG_R	10993	17.0342	150.4764	96.5252	22.2680	
Normal01_MNI.img	OG_L	10841	22.4659	149.7410	91.5292	21.0411	
Normal01_MNI.img	OG_R	10447	16.3249	149.6500	93.0914	19.6221	
Normal01_MNI.img	RG_L	7742	13.6126	150.7725	88.6407	23.7751	
Normal01_MNI.img	RG_R	6401	19.6800	143.6679	89.9715	21.1070	
Normal01_MNI.img	PoCG_L	12437	21.1749	151.7394	97.6916	24.0576	
Normal01_MNI.img	PoCG_R	12324	5.9390	155.9408	93.4822	27.4093	
Normal01_MNI.img	PrCG_L	12645	17.4640	158.4639	101.4958	23.8951	
Normal01_MNI.img	PrCG_R	18688	8.9705	152.8885	98.2523	25.0763	
Normal01_MNI.img	SPG_L	9584	6.2039	149.5795	92.5331	25.8245	
Normal01_MNI.img	SPG_R	7237	21.4567	149.8184	95.1350	22.7645	
Normal01_MNI.img	SMG_L	11885	13.8079	145.1796	93.6394	22.0415	
Normal01_MNI.img	SMG_R	10315	7.7142	147.6041	91.6666	24.9496	
Normal01_MNI.img	AG_L	9110	10.5293	143.4988	92.2051	21.9522	
Normal01_MNI.img	AG_R	15261	13.3998	140.5617	86.8347	21.7966	
Normal01_MNI.img	PrCu_L	7688	15.7572	147.9142	91.7682	26.1870	
Normal01_MNI.img	PrCu_R	7839	7.2082	145.6053	90.3502	25.0951	
Normal01_MNI.img	STG_L	24419	12.0023	148.3149	93.2055	23.4354	
Normal01_MNI.img	STG_R	20912	7.5804	168.2789	89.6287	24.3958	
Normal01_MNI.img	MTG_L	21559	15.0831	149.5508	92.8727	19.7673	
Normal01_MNI.img	MTG_R	18237	9.6531	142.2171	90.8473	20.7770	
Normal01_MNI.img	ITG_L	14507	16.0253	163.1668	90.2636	19.7722	
Normal01_MNI.img	ITG_R	15054	9.8317	148.7354	89.4204	19.4094	
Normal01_MNI.img	Limbic_L	2603	39.9582	147.8252	101.5593	16.3047	
Normal01_MNI.img	Limbic_R	2693	40.0501	153.8067	104.1834	18.0559	
Normal01_MNI.img	FuG_L	17625	13.8708	149.6173	92.3910	20.2848	
Normal01_MNI.img	FuG_R	17639	7.1998	151.7203	90.4297	20.3201	
Normal01_MNI.img	SOG_L	2481	32.8565	154.4566	102.1787	23.8619	
Normal01_MNI.img	SOG_R	3020	20.0079	147.5377	95.5890	22.8710	
Normal01_MNI.img	MOG_L	15424	8.4589	154.3040	92.3869	22.9124	
Normal01_MNI.img	MOG_R	19373	4.8936	145.1360	89.0151	24.1231	
Normal01_MNI.img	IOG_L	4417	29.7224	150.5900	97.9544	20.7818	
Normal01_MNI.img	IOG_R	5104	14.7120	151.3668	97.0597	23.1795	
Normal01_MNI.img	Cu_L	6977	21.5773	164.9879	96.0464	25.8050	
Normal01_MNI.img	Cu_R	8751	5.4653	163.5523	93.2154	28.5638	
Normal01_MNI.img	LG_L	9616	11.5010	155.5032	93.5442	24.2222	
Normal01_MNI.img	LG_R	8619	9.1172	149.3911	89.9923	22.9669	
Normal01_MNI.img	Cingulate_L	28733	13.3316	155.1155	95.2644	22.0825	
Normal01_MNI.img	Cingulate_R	29173	7.1159	150.2737	90.5330	22.7606	
Normal01_MNI.img	Insula_L	9089	9.9095	148.9892	96.0545	21.5582	
Normal01_MNI.img	Insula_R	9890	14.2458	160.8757	95.2873	23.8566	
Normal01_MNI.img	Amyg_L	2054	52.2447	138.7099	109.2314	12.5965	
Normal01_MNI.img	Amyg_R	2458	63.2049	149.4607	111.7306	12.0883	
Normal01_MNI.img	Hippo_L	5012	22.1424	142.7392	100.8926	15.7458	
Normal01_MNI.img	Hippo_R	5160	26.7546	147.8625	100.8477	17.1214	
Normal01_MNI.img	Caud_L	3996	61.1199	162.6427	116.6503	13.8570	
Normal01_MNI.img	Caud_R	3979	60.4072	149.9676	116.9475	13.2334	
Normal01_MNI.img	Put_L	5013	100.4330	158.7429	132.1857	8.3411	
Normal01_MNI.img	Put_R	4934	85.1424	158.2106	131.8340	8.7836	
Normal01_MNI.img	GP_L	1800	124.3389	176.3597	156.6154	7.8283	
Normal01_MNI.img	GP_R	1777	123.5324	175.7193	154.0014	8.4548	
Normal01_MNI.img	Thalamus_L	5972	72.5523	168.9906	139.5187	13.5273	
Normal01_MNI.img	Thalamus_R	6037	64.2435	165.7836	135.9532	14.4769	
Normal01_MNI.img	BasalForebrain_L	4035	40.8811	181.7980	130.8164	19.5105	
Normal01_MNI.img	BasalForebrain_R	4051	52.7847	180.5486	130.1493	20.3846	
Normal01_MNI.img	midbrain_L	5875	70.0125	191.2226	149.5678	14.3103	
Normal01_MNI.img	midbrain_R	5830	59.0539	188.7352	146.7412	16.8913	
Normal01_MNI.img	Cerebellum_R	63899	13.7328	163.5516	104.8848	22.2048	
Normal01_MNI.img	Cerebellum_L	66176	10.6653	166.4380	103.0003	22.4426	
Normal01_MNI.img	Pons_L	9297	56.4395	188.6324	147.0352	13.9522	
Normal01_MNI.img	Pons_R	9925	76.5875	191.9283	147.1831	13.0969	
Normal01_MNI.img	Medulla_L	2680	43.2371	188.1580	138.6382	25.2547	
Normal01_MNI.img	Medulla_R	2673	62.4231	181.1636	143.0932	17.3123	
Normal01_MNI.img	ant_DPWM_L	34710	103.1935	174.0410	150.5418	6.8483	
Normal01_MNI.img	ant_DPWM_R	34437	110.4865	174.2530	151.4897	6.0485	
Normal01_MNI.img	post_DPWM_L	7511	104.9427	171.8451	147.4065	9.5916	
Normal01_MNI.img	post_DPWM_R	6767	105.1259	169.5121	148.6215	7.9674	
Normal01_MNI.img	GCC_L	2294	77.3298	171.5017	146.9566	13.2079	
Normal01_MNI.img	GCC_R	2669	86.5886	178.2910	148.3061	14.1417	
Normal01_MNI.img	BCC_L	4075	76.3883	170.4534	145.2772	15.3826	
Normal01_MNI.img	BCC_R	4112	45.3552	174.8890	143.1346	15.7674	
Normal01_MNI.img	SCC_L	7415	82.5799	183.3808	147.9620	13.3644	
Normal01_MNI.img	SCC_R	7954	85.4870	183.5835	147.8679	13.2238	
Normal01_MNI.img	PVA_posterior_L	1175	34.6077	155.3375	104.4822	22.3073	
Normal01_MNI.img	PVA_posterior_R	1232	39.2290	151.4764	103.3366	22.3637	
Normal01_MNI.img	ALIC_L	2657	113.4290	180.5618	155.9661	11.1839	
Normal01_MNI.img	ALIC_R	2638	117.0844	184.2974	155.7241	10.2196	
Normal01_MNI.img	PLIC_L	3781	118.0340	190.6726	156.3189	9.0335	
Normal01_MNI.img	PLIC_R	3575	116.7747	182.2729	156.3220	8.6055	
Normal01_MNI.img	inf_DPWM_L	24766	84.3192	189.8754	147.6745	11.4446	
Normal01_MNI.img	inf_DPWM_R	22912	88.0566	187.5686	147.0922	11.6497	
Normal01_MNI.img	CGC_L	3237	107.1144	174.8242	146.9480	12.3601	
Normal01_MNI.img	CGC_R	3964	106.0975	168.6663	146.0867	11.1020	
Normal01_MNI.img	CGH_L	2048	113.9231	171.4734	144.6814	11.3821	
Normal01_MNI.img	CGH_R	1934	102.9437	181.6851	145.4139	12.5301	
Normal01_MNI.img	Fx/ST_L	1762	75.8161	180.1345	141.0651	15.3928	
Normal01_MNI.img	Fx/ST_R	1638	77.6453	172.5360	140.4595	16.0688	
Normal01_MNI.img	Fx_L	749	40.4094	175.6592	106.0935	28.0086	
Normal01_MNI.img	Fx_R	934	41.3984	180.7474	116.3379	28.7677	
Normal01_MNI.img	PeripheralParietalWM_L	44357	93.6984	181.0931	146.4681	11.5384	
Normal01_MNI.img	PeripheralParietalWM_R	44069	99.7158	178.8996	145.4593	11.9386	
Normal01_MNI.img	AnteriorLateralVentricle_L	7120	3.8129	125.3917	41.2519	25.2052	
Normal01_MNI.img	PosteriorLateralVentricle_L	2996	5.9658	138.6083	45.9393	24.3897	
Normal01_MNI.img	InferiorLateralVentricle_L	1093	8.6749	130.9211	72.4982	23.2326	
Normal01_MNI.img	AnteriorLateralVentricle_R	7812	3.7086	121.0814	39.4005	23.7306	
Normal01_MNI.img	PosteriorLateralVentricle_R	4034	3.3258	133.8365	41.6062	23.8269	
Normal01_MNI.img	InferiorLateralVentricle_R	1430	4.0315	129.3364	63.3542	23.8753	
Normal01_MNI.img	III_ventricle	2270	5.2719	116.4488	57.4021	25.0735	
Normal01_MNI.img	PVA_anterior_L	1402	42.5610	158.3346	111.2525	17.9278	
Normal01_MNI.img	PVA_anterior_R	1171	50.0275	148.6949	114.5526	19.1138	
Normal01_MNI.img	PeripheralFrontalWM_L	59876	58.6651	178.0861	143.7484	12.5987	
Normal01_MNI.img	PeripheralFrontalWM_R	63215	83.1146	183.1626	144.3122	12.0379	
Normal01_MNI.img	PeripheralTemporalWM_L	37704	79.1385	185.6339	142.4443	12.7456	
Normal01_MNI.img	PeripheralTemporalWM_R	37345	83.2836	186.0990	142.5529	13.3042	
Normal01_MNI.img	PeripheralOccipitalWM_L	30210	79.6201	187.9665	145.7989	12.3809	
Normal01_MNI.img	PeripheralOccipitalWM_R	38079	85.5280	189.8894	143.3857	13.3966	
Normal01_MNI.img	PeripheralCingulateWM_L	7761	104.3758	174.3947	142.9857	10.2187	
Normal01_MNI.img	PeripheralCingulateWM_R	5659	99.7534	184.7439	140.8880	11.6544	
Normal01_MNI.img	CerebellumWM_R	15028	89.9344	190.7081	149.5475	10.9695	
Normal01_MNI.img	CerebellumWM_L	14480	96.0534	184.7432	150.1466	10.2299	
Normal01_MNI.img	FrontSul_L	13725	2.8138	93.1913	34.2113	14.1261	
Normal01_MNI.img	FrontSul_R	10278	0.5465	93.7559	35.1052	14.9693	
Normal01_MNI.img	CentralSul_L	2054	0.7102	102.1513	39.5364	20.2833	
Normal01_MNI.img	CentralSul_R	2658	0.8566	74.8872	26.5850	13.3175	
Normal01_MNI.img	SylFrontSul_L	1899	5.7791	88.2628	41.0066	15.7903	
Normal01_MNI.img	SylFrontSul_R	2800	4.0117	91.5272	34.2165	13.9032	
Normal01_MNI.img	SylTempSul_L	2130	7.2448	90.6579	35.7008	13.5246	
Normal01_MNI.img	SylTempSul_R	2196	3.9198	76.3888	31.9035	12.0635	
Normal01_MNI.img	SylParieSul_L	99	20.2116	93.8909	57.0751	20.6052	
Normal01_MNI.img	SylParieSul_R	20	19.0306	46.1716	29.8941	6.9405	
Normal01_MNI.img	ParietSul_L	8218	2.8440	93.6410	34.3478	15.4228	
Normal01_MNI.img	ParietSul_R	7820	4.9334	93.2158	36.8916	15.5087	
Normal01_MNI.img	CinguSul_L	3715	4.4140	88.7440	41.3011	13.5718	
Normal01_MNI.img	CinguSul_R	3490	6.2556	87.9035	40.3572	13.1606	
Normal01_MNI.img	OcciptSul_L	1507	6.5273	91.9503	40.6929	15.9480	
Normal01_MNI.img	OcciptSul_R	2172	2.1295	99.3333	33.0819	15.6375	
Normal01_MNI.img	TempSul_L	440	10.2981	79.3099	41.9584	12.5869	
Normal01_MNI.img	TempSul_R	508	10.6547	84.7666	40.5873	12.6647	
Normal01_MNI.img	Caudate_tail_L	649	64.2192	144.8512	108.3841	14.0371	
Normal01_MNI.img	Caudate_tail_R	521	76.7921	147.9365	112.2681	14.0587	
Normal01_MNI.img	IV_ventricle	2531	1.3874	132.4818	54.7001	30.3964	



Type1-L5 Statistics

Normal01_MNI.img	SFG_L	11164	8.8735	148.5066	95.5231	26.0005	
Normal01_MNI.img	SFG_R	9752	11.3960	148.6065	96.9205	24.2948	
Normal01_MNI.img	SFG_PFC_L	11625	23.4989	143.1345	92.7455	21.2602	
Normal01_MNI.img	SFG_PFC_R	10320	21.1801	144.2071	92.4101	22.7095	
Normal01_MNI.img	SFG_pole_L	3043	25.4103	140.8621	88.5106	21.3514	
Normal01_MNI.img	SFG_pole_R	3970	27.1327	139.7237	94.0390	20.0623	
Normal01_MNI.img	MFG_L	10883	15.9422	142.6529	95.0245	21.4986	
Normal01_MNI.img	MFG_R	10739	11.2510	144.3217	94.3385	21.9422	
Normal01_MNI.img	MFG_DPFC_L	14603	21.0733	143.6973	91.2249	19.3467	
Normal01_MNI.img	MFG_DPFC_R	14898	17.3661	141.8607	91.1766	20.4889	
Normal01_MNI.img	IFG_opercularis_L	4365	17.0534	145.0585	94.5503	22.6421	
Normal01_MNI.img	IFG_opercularis_R	3774	17.0342	144.6889	96.5532	22.4663	
Normal01_MNI.img	IFG_orbitalis_L	5046	27.6286	148.3017	99.0391	21.2152	
Normal01_MNI.img	IFG_orbitalis_R	3323	27.0541	150.4764	96.3213	21.6073	
Normal01_MNI.img	IFG_triangularis_L	4361	14.9877	147.1403	94.7711	22.4380	
Normal01_MNI.img	IFG_triangularis_R	3896	25.9168	147.7396	96.6719	22.6261	
Normal01_MNI.img	LFOG_L	4937	27.4712	147.0145	91.5894	21.0817	
Normal01_MNI.img	LFOG_R	5078	16.3249	140.3279	92.3381	19.7084	
Normal01_MNI.img	MFOG_L	5904	22.4659	149.7410	91.4789	21.0069	
Normal01_MNI.img	MFOG_R	5369	27.1909	149.6500	93.8039	19.5134	
Normal01_MNI.img	RG_L	7742	13.6126	150.7725	88.6407	23.7751	
Normal01_MNI.img	RG_R	6401	19.6800	143.6679	89.9715	21.1070	
Normal01_MNI.img	PoCG_L	12437	21.1749	151.7394	97.6916	24.0576	
Normal01_MNI.img	PoCG_R	12324	5.9390	155.9408	93.4822	27.4093	
Normal01_MNI.img	PrCG_L	12645	17.4640	158.4639	101.4958	23.8951	
Normal01_MNI.img	PrCG_R	18688	8.9705	152.8885	98.2523	25.0763	
Normal01_MNI.img	SPG_L	9584	6.2039	149.5795	92.5331	25.8245	
Normal01_MNI.img	SPG_R	7237	21.4567	149.8184	95.1350	22.7645	
Normal01_MNI.img	SMG_L	11885	13.8079	145.1796	93.6394	22.0415	
Normal01_MNI.img	SMG_R	10315	7.7142	147.6041	91.6666	24.9496	
Normal01_MNI.img	AG_L	9110	10.5293	143.4988	92.2051	21.9522	
Normal01_MNI.img	AG_R	15261	13.3998	140.5617	86.8347	21.7966	
Normal01_MNI.img	PrCu_L	7688	15.7572	147.9142	91.7682	26.1870	
Normal01_MNI.img	PrCu_R	7839	7.2082	145.6053	90.3502	25.0951	
Normal01_MNI.img	STG_L	17524	12.0023	146.3992	93.4529	23.9548	
Normal01_MNI.img	STG_R	13380	10.3485	146.8551	90.3798	25.4904	
Normal01_MNI.img	STG_L_pole	6895	16.4853	148.3149	92.5765	22.0480	
Normal01_MNI.img	STG_R_pole	7532	7.5804	168.2789	88.2945	22.2570	
Normal01_MNI.img	MTG_L	18229	15.0831	149.5508	92.6474	19.8694	
Normal01_MNI.img	MTG_R	15905	9.6531	142.2171	90.7103	21.3807	
Normal01_MNI.img	MTG_L_pole	3330	21.3314	140.3124	94.1065	19.1517	
Normal01_MNI.img	MTG_R_pole	2332	32.2615	134.7564	91.7816	16.0342	
Normal01_MNI.img	ITG_L	14507	16.0253	163.1668	90.2636	19.7722	
Normal01_MNI.img	ITG_R	15054	9.8317	148.7354	89.4204	19.4094	
Normal01_MNI.img	PHG_L	1419	39.9582	147.8252	100.5558	19.0366	
Normal01_MNI.img	PHG_R	1507	40.0501	149.1854	101.5964	19.9076	
Normal01_MNI.img	ENT_L	1184	67.8144	137.5690	102.7619	12.1442	
Normal01_MNI.img	ENT_R	1186	50.9642	153.8067	107.4705	14.7440	
Normal01_MNI.img	FuG_L	17625	13.8708	149.6173	92.3910	20.2848	
Normal01_MNI.img	FuG_R	17639	7.1998	151.7203	90.4297	20.3201	
Normal01_MNI.img	SOG_L	2481	32.8565	154.4566	102.1787	23.8619	
Normal01_MNI.img	SOG_R	3020	20.0079	147.5377	95.5890	22.8710	
Normal01_MNI.img	MOG_L	15424	8.4589	154.3040	92.3869	22.9124	
Normal01_MNI.img	MOG_R	19373	4.8936	145.1360	89.0151	24.1231	
Normal01_MNI.img	IOG_L	4417	29.7224	150.5900	97.9544	20.7818	
Normal01_MNI.img	IOG_R	5104	14.7120	151.3668	97.0597	23.1795	
Normal01_MNI.img	Cu_L	6977	21.5773	164.9879	96.0464	25.8050	
Normal01_MNI.img	Cu_R	8751	5.4653	163.5523	93.2154	28.5638	
Normal01_MNI.img	LG_L	9616	11.5010	155.5032	93.5442	24.2222	
Normal01_MNI.img	LG_R	8619	9.1172	149.3911	89.9923	22.9669	
Normal01_MNI.img	rostral_ACC_L	2968	27.1636	134.7309	88.6715	19.9921	
Normal01_MNI.img	rostral_ACC_R	3024	17.4715	142.2458	86.3248	20.3000	
Normal01_MNI.img	subcallosal_ACC_L	529	32.2516	141.3818	96.7337	19.7597	
Normal01_MNI.img	subcallosal_ACC_R	803	32.2604	147.4075	98.5846	19.9875	
Normal01_MNI.img	subgenual_ACC_L	2221	22.5050	143.8074	90.3946	22.5848	
Normal01_MNI.img	subgenual_ACC_R	2173	23.7128	150.2737	88.5318	24.3985	
Normal01_MNI.img	dorsal_ACC_L	13038	16.4756	150.4449	95.2902	22.6223	
Normal01_MNI.img	dorsal_ACC_R	12856	7.1159	141.9165	90.1884	22.7790	
Normal01_MNI.img	PCC_L	9977	13.3316	155.1155	98.1983	21.3421	
Normal01_MNI.img	PCC_R	10317	12.9590	148.1083	91.9906	22.9710	
Normal01_MNI.img	Insula_L	9089	9.9095	148.9892	96.0545	21.5582	
Normal01_MNI.img	Insula_R	9890	14.2458	160.8757	95.2873	23.8566	
Normal01_MNI.img	Amyg_L	2054	52.2447	138.7099	109.2314	12.5965	
Normal01_MNI.img	Amyg_R	2458	63.2049	149.4607	111.7306	12.0883	
Normal01_MNI.img	Hippo_L	4986	22.1424	142.7392	100.7571	15.6679	
Normal01_MNI.img	Hippo_R	5127	26.7546	147.7913	100.6229	16.9340	
Normal01_MNI.img	Caud_L	3996	61.1199	162.6427	116.6503	13.8570	
Normal01_MNI.img	Caud_R	3979	60.4072	149.9676	116.9475	13.2334	
Normal01_MNI.img	Put_L	5013	100.4330	158.7429	132.1857	8.3411	
Normal01_MNI.img	Put_R	4934	85.1424	158.2106	131.8340	8.7836	
Normal01_MNI.img	GP_L	1800	124.3389	176.3597	156.6154	7.8283	
Normal01_MNI.img	GP_R	1777	123.5324	175.7193	154.0014	8.4548	
Normal01_MNI.img	Thalamus_L	5972	72.5523	168.9906	139.5187	13.5273	
Normal01_MNI.img	Thalamus_R	6037	64.2435	165.7836	135.9532	14.4769	
Normal01_MNI.img	HypoThalamus_L	720	77.0089	166.5535	121.5330	16.5445	
Normal01_MNI.img	HypoThalamus_R	811	69.4398	164.0513	124.1312	18.2769	
Normal01_MNI.img	AnteriorBasalForebrain_L	296	104.7947	157.7185	135.6683	12.3813	
Normal01_MNI.img	AnteriorBasalForebrain_R	339	102.9413	167.7909	140.9439	12.0246	
Normal01_MNI.img	NucAccumbens_L	836	92.5981	150.6818	121.8689	9.4121	
Normal01_MNI.img	NucAccumbens_R	877	85.1799	152.8657	120.5004	10.3108	
Normal01_MNI.img	RedNc_L	283	144.1011	170.6855	157.5836	4.4519	
Normal01_MNI.img	RedNc_R	229	138.4841	175.0666	156.4364	6.5728	
Normal01_MNI.img	Snigra_L	381	149.6933	180.1921	164.0334	6.4210	
Normal01_MNI.img	Snigra_R	329	147.8810	185.2380	161.8829	7.1570	
Normal01_MNI.img	CerebellumGM_R	63899	13.7328	163.5516	104.8848	22.2048	
Normal01_MNI.img	CerebellumGM_L	66176	10.6653	166.4380	103.0003	22.4426	
Normal01_MNI.img	CP_L	2307	98.0171	191.2226	153.5393	13.4928	
Normal01_MNI.img	CP_R	2491	79.2908	188.7352	152.5934	14.9037	
Normal01_MNI.img	Midbrain_L	2904	70.0125	180.7034	143.7337	13.4924	
Normal01_MNI.img	Midbrain_R	2781	59.0539	175.2631	138.9095	16.2073	
Normal01_MNI.img	CST_L	2048	111.8430	188.6324	150.0628	9.3847	
Normal01_MNI.img	CST_R	1685	123.4493	175.7127	152.5295	7.7124	
Normal01_MNI.img	SCP_L	1059	56.4395	166.8493	133.3623	19.1918	
Normal01_MNI.img	SCP_R	1186	76.5875	179.4451	140.3922	16.1502	
