Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
Normal03.img	PosteriorWM_L	65042	124.0000	1367.0000	676.9557	80.1005	
Normal03.img	PosteriorWM_R	63320	103.0000	999.0000	684.3592	77.9592	
Normal03.img	CorpusCallosum_L	9303	176.0000	836.0000	673.0811	81.8069	
Normal03.img	CorpusCallosum_R	10124	147.0000	874.0000	671.4232	83.4032	
Normal03.img	InferiorWM_L	45889	104.0000	829.0000	635.0198	75.7999	
Normal03.img	InferiorWM_R	44862	112.0000	839.0000	645.6132	76.6972	
Normal03.img	LimbicWM_L	9808	117.0000	810.0000	613.0764	100.4311	
Normal03.img	LimbicWM_R	9631	108.0000	812.0000	611.5485	101.6283	
Normal03.img	LateralVentricle_L	12316	27.0000	701.0000	177.6450	105.4229	
Normal03.img	LateralVentricle_R	12551	29.0000	724.0000	176.0292	108.6054	
Normal03.img	III_ventricle	2131	30.0000	558.0000	191.0005	102.0419	
Normal03.img	FrontSul_L	11600	35.0000	1015.0000	192.0551	104.7899	
Normal03.img	FrontSul_R	8856	31.0000	1102.0000	176.4524	89.9162	
Normal03.img	CentralSul_L	1943	32.0000	631.0000	170.3583	71.0395	
Normal03.img	CentralSul_R	1789	45.0000	456.0000	154.0271	63.8417	
Normal03.img	SylvianFissureExt_L	4827	20.0000	493.0000	156.1753	56.0115	
Normal03.img	SylvianFissureExt_R	4047	34.0000	533.0000	155.0453	60.7204	
Normal03.img	ParietSul_L	7236	20.0000	840.0000	175.8805	80.0941	
Normal03.img	ParietSul_R	6849	29.0000	566.0000	174.7758	71.2374	
Normal03.img	CinguSul_L	3275	42.0000	844.0000	208.4680	81.6099	
Normal03.img	CinguSul_R	3269	42.0000	512.0000	186.6944	71.4436	
Normal03.img	OcciptSul_L	1335	49.0000	512.0000	179.7605	69.8923	
Normal03.img	OcciptSul_R	1330	54.0000	474.0000	211.7343	82.6276	
Normal03.img	TempSul_L	434	64.0000	435.0000	189.5693	66.7767	
Normal03.img	TempSul_R	479	42.0000	439.0000	178.5925	74.0029	
Normal03.img	IV_ventricle	2230	29.0000	500.0000	172.2394	94.6121	



Type1-L4 Statistics

Normal03.img	SFG_L	23403	58.0000	1401.0000	467.3196	177.1476	
Normal03.img	SFG_R	18460	52.0000	1409.0000	479.5087	165.3715	
Normal03.img	MFG_L	21553	57.0000	1432.0000	495.5243	194.9915	
Normal03.img	MFG_R	22105	34.0000	1376.0000	508.9755	177.7880	
Normal03.img	IFG_L	9327	41.0000	949.0000	446.6636	131.9786	
Normal03.img	IFG_R	7645	58.0000	983.0000	479.5087	135.6774	
Normal03.img	OG_L	7547	79.0000	813.0000	460.5704	118.8105	
Normal03.img	OG_R	6915	67.0000	847.0000	484.5157	120.4590	
Normal03.img	RG_L	3997	36.0000	731.0000	452.8240	119.0517	
Normal03.img	RG_R	4190	80.0000	766.0000	460.5038	110.4437	
Normal03.img	PoCG_L	11235	66.0000	865.0000	417.1033	141.3804	
Normal03.img	PoCG_R	10730	48.0000	922.0000	433.3747	149.6180	
Normal03.img	PrCG_L	13143	49.0000	880.0000	438.6808	138.9754	
Normal03.img	PrCG_R	13976	69.0000	736.0000	457.5668	127.9129	
Normal03.img	SPG_L	7826	49.0000	756.0000	427.3349	141.1409	
Normal03.img	SPG_R	5996	67.0000	732.0000	436.2580	128.8047	
Normal03.img	SMG_L	8531	67.0000	1121.0000	431.9677	152.2144	
Normal03.img	SMG_R	8151	59.0000	1145.0000	432.5202	150.4033	
Normal03.img	AG_L	7303	73.0000	875.0000	423.4500	143.1278	
Normal03.img	AG_R	10345	49.0000	868.0000	422.3276	155.5432	
Normal03.img	PrCu_L	5799	69.0000	725.0000	433.6846	132.3537	
Normal03.img	PrCu_R	4958	59.0000	730.0000	425.1783	138.9398	
Normal03.img	STG_L	17659	37.0000	781.0000	426.9814	126.6520	
Normal03.img	STG_R	16661	42.0000	741.0000	432.7774	132.7843	
Normal03.img	MTG_L	14563	51.0000	725.0000	448.8523	107.2631	
Normal03.img	MTG_R	14031	68.0000	765.0000	457.1271	114.6630	
Normal03.img	ITG_L	9545	81.0000	704.0000	407.2629	91.4632	
Normal03.img	ITG_R	10968	66.0000	707.0000	423.0739	101.7316	
Normal03.img	Limbic_L	1822	122.0000	572.0000	397.1922	66.0267	
Normal03.img	Limbic_R	2011	93.0000	644.0000	399.0446	77.2566	
Normal03.img	FuG_L	12790	57.0000	723.0000	400.8450	91.4037	
Normal03.img	FuG_R	11417	57.0000	730.0000	391.1159	96.8928	
Normal03.img	SOG_L	2146	99.0000	872.0000	504.9779	146.4806	
Normal03.img	SOG_R	2023	101.0000	792.0000	488.4984	150.1517	
Normal03.img	MOG_L	14175	60.0000	837.0000	484.5048	155.1973	
Normal03.img	MOG_R	11946	72.0000	831.0000	482.1516	155.1787	
Normal03.img	IOG_L	3709	81.0000	802.0000	471.8842	119.7271	
Normal03.img	IOG_R	3679	63.0000	800.0000	468.0109	132.4430	
Normal03.img	Cu_L	5408	58.0000	784.0000	439.0041	151.8695	
Normal03.img	Cu_R	4173	54.0000	786.0000	451.6059	140.9570	
Normal03.img	LG_L	6960	52.0000	674.0000	397.7781	114.9728	
Normal03.img	LG_R	7112	59.0000	701.0000	391.9220	120.5693	
Normal03.img	Cingulate_L	20238	25.0000	734.0000	435.5064	114.7716	
Normal03.img	Cingulate_R	21244	37.0000	747.0000	419.7119	120.0499	
Normal03.img	Insula_L	5916	43.0000	631.0000	404.1530	109.2844	
Normal03.img	Insula_R	5757	42.0000	698.0000	420.1843	99.1484	
Normal03.img	Amyg_L	1330	185.0000	566.0000	432.2443	46.7625	
Normal03.img	Amyg_R	1429	166.0000	617.0000	438.9417	59.6108	
Normal03.img	Hippo_L	3254	105.0000	611.0000	410.8363	76.5121	
Normal03.img	Hippo_R	3666	77.0000	654.0000	393.1243	89.5414	
Normal03.img	Caud_L	2723	146.0000	731.0000	538.0953	61.9591	
Normal03.img	Caud_R	2870	190.0000	757.0000	541.0908	67.3659	
Normal03.img	Put_L	3146	178.0000	712.0000	554.0282	41.9886	
Normal03.img	Put_R	3092	209.0000	714.0000	555.3142	45.3761	
Normal03.img	GP_L	1115	397.0000	722.0000	631.3756	40.6567	
Normal03.img	GP_R	1229	445.0000	734.0000	635.7124	37.4999	
Normal03.img	Thalamus_L	4520	183.0000	713.0000	534.2413	56.8914	
Normal03.img	Thalamus_R	4605	179.0000	706.0000	526.6929	64.3371	
Normal03.img	BasalForebrain_L	2663	123.0000	748.0000	528.7544	94.0201	
Normal03.img	BasalForebrain_R	2661	156.0000	745.0000	531.4570	93.8031	
Normal03.img	midbrain_L	4371	150.0000	727.0000	571.0417	67.3337	
Normal03.img	midbrain_R	4138	166.0000	746.0000	565.0097	75.1068	
Normal03.img	Cerebellum_R	50034	27.0000	653.0000	392.3243	96.8091	
Normal03.img	Cerebellum_L	50104	49.0000	859.0000	395.9951	92.7246	
Normal03.img	Pons_L	6644	126.0000	646.0000	504.2719	52.1287	
Normal03.img	Pons_R	7305	163.0000	638.0000	506.6917	52.1428	
Normal03.img	Medulla_L	1805	89.0000	568.0000	405.5494	77.9855	
Normal03.img	Medulla_R	2151	91.0000	536.0000	415.0108	61.2847	
Normal03.img	ant_DPWM_L	23373	432.0000	887.0000	713.6137	46.5441	
Normal03.img	ant_DPWM_R	22523	488.0000	951.0000	721.1083	56.3164	
Normal03.img	post_DPWM_L	4679	493.0000	815.0000	704.7872	31.7026	
Normal03.img	post_DPWM_R	4080	542.0000	808.0000	705.1016	30.4368	
Normal03.img	GCC_L	1390	242.0000	836.0000	705.8740	84.9916	
Normal03.img	GCC_R	1645	211.0000	874.0000	715.5350	77.7264	
Normal03.img	BCC_L	2860	190.0000	817.0000	659.6747	89.5825	
Normal03.img	BCC_R	2950	147.0000	861.0000	649.9049	94.8626	
Normal03.img	SCC_L	5055	176.0000	790.0000	671.6530	73.4382	
Normal03.img	SCC_R	5530	222.0000	802.0000	669.7860	72.8696	
Normal03.img	PVA_posterior_L	891	104.0000	761.0000	479.5450	142.9293	
Normal03.img	PVA_posterior_R	775	103.0000	763.0000	473.0286	145.7749	
Normal03.img	ALIC_L	1790	395.0000	769.0000	650.7896	41.3830	
Normal03.img	ALIC_R	1637	397.0000	785.0000	655.7281	43.5449	
Normal03.img	PLIC_L	2301	482.0000	737.0000	629.1403	35.3151	
Normal03.img	PLIC_R	2295	508.0000	739.0000	629.1108	36.3500	
Normal03.img	inf_DPWM_L	15493	184.0000	829.0000	653.7401	74.0457	
Normal03.img	inf_DPWM_R	14584	204.0000	829.0000	661.4583	73.3956	
Normal03.img	CGC_L	2249	407.0000	810.0000	665.1731	63.3491	
Normal03.img	CGC_R	2382	390.0000	812.0000	666.5735	63.1228	
Normal03.img	CGH_L	1343	381.0000	713.0000	558.7533	65.2121	
Normal03.img	CGH_R	1267	146.0000	749.0000	552.5279	81.7568	
Normal03.img	Fx/ST_L	1089	170.0000	739.0000	562.8750	86.7789	
Normal03.img	Fx/ST_R	1037	241.0000	729.0000	565.5453	88.7468	
Normal03.img	Fx_L	671	117.0000	742.0000	409.3915	127.3688	
Normal03.img	Fx_R	719	108.0000	736.0000	432.3407	135.5102	
Normal03.img	PeripheralParietalWM_L	35075	155.0000	1367.0000	668.0653	75.4644	
Normal03.img	PeripheralParietalWM_R	34349	301.0000	999.0000	677.6176	70.5577	
Normal03.img	AnteriorLateralVentricle_L	6937	27.0000	665.0000	168.7765	98.3060	
Normal03.img	PosteriorLateralVentricle_L	4133	38.0000	659.0000	168.4178	98.3190	
Normal03.img	InferiorLateralVentricle_L	1247	50.0000	701.0000	257.5778	129.8855	
Normal03.img	AnteriorLateralVentricle_R	7552	34.0000	691.0000	166.7806	100.9988	
Normal03.img	PosteriorLateralVentricle_R	3594	40.0000	724.0000	174.3281	110.2396	
Normal03.img	InferiorLateralVentricle_R	1406	29.0000	685.0000	230.0540	126.7263	
Normal03.img	III_ventricle	2131	30.0000	558.0000	191.0005	102.0419	
Normal03.img	PVA_anterior_L	709	97.0000	792.0000	559.8065	125.7544	
Normal03.img	PVA_anterior_R	620	144.0000	793.0000	580.8450	115.8511	
Normal03.img	PeripheralFrontalWM_L	46970	157.0000	1107.0000	665.0609	78.8116	
Normal03.img	PeripheralFrontalWM_R	46724	223.0000	1313.0000	676.0387	80.9219	
Normal03.img	PeripheralTemporalWM_L	25942	311.0000	816.0000	624.7787	76.7901	
Normal03.img	PeripheralTemporalWM_R	26047	163.0000	839.0000	638.8918	79.1612	
Normal03.img	PeripheralOccipitalWM_L	24764	125.0000	910.0000	689.1908	81.6146	
Normal03.img	PeripheralOccipitalWM_R	24418	155.0000	905.0000	695.1815	82.5373	
Normal03.img	PeripheralCingulateWM_L	4458	213.0000	797.0000	646.0708	66.3501	
Normal03.img	PeripheralCingulateWM_R	4228	324.0000	791.0000	639.9663	68.5387	
Normal03.img	CerebellumWM_R	10724	186.0000	645.0000	523.3717	43.6926	
Normal03.img	CerebellumWM_L	10901	142.0000	645.0000	519.5458	42.0165	
Normal03.img	FrontSul_L	11600	35.0000	1015.0000	192.0551	104.7899	
Normal03.img	FrontSul_R	8856	31.0000	1102.0000	176.4524	89.9162	
Normal03.img	CentralSul_L	1943	32.0000	631.0000	170.3583	71.0395	
Normal03.img	CentralSul_R	1789	45.0000	456.0000	154.0271	63.8417	
Normal03.img	SylFrontSul_L	2534	20.0000	493.0000	162.3818	61.8290	
Normal03.img	SylFrontSul_R	2185	34.0000	533.0000	159.1931	60.3977	
Normal03.img	SylTempSul_L	2181	40.0000	454.0000	148.6275	46.8861	
Normal03.img	SylTempSul_R	1713	36.0000	391.0000	145.6441	56.9876	
Normal03.img	SylParieSul_L	113	42.0000	329.0000	162.6542	62.2874	
Normal03.img	SylParieSul_R	150	66.0000	375.0000	202.0704	76.2157	
Normal03.img	ParietSul_L	7236	20.0000	840.0000	175.8805	80.0941	
Normal03.img	ParietSul_R	6849	29.0000	566.0000	174.7758	71.2374	
Normal03.img	CinguSul_L	3275	42.0000	844.0000	208.4680	81.6099	
Normal03.img	CinguSul_R	3269	42.0000	512.0000	186.6944	71.4436	
Normal03.img	OcciptSul_L	1335	49.0000	512.0000	179.7605	69.8923	
Normal03.img	OcciptSul_R	1330	54.0000	474.0000	211.7343	82.6276	
Normal03.img	TempSul_L	434	64.0000	435.0000	189.5693	66.7767	
Normal03.img	TempSul_R	479	42.0000	439.0000	178.5925	74.0029	
Normal03.img	Caudate_tail_L	296	130.0000	638.0000	407.3750	102.8317	
Normal03.img	Caudate_tail_R	327	100.0000	677.0000	377.5097	125.8626	
Normal03.img	IV_ventricle	2230	29.0000	500.0000	172.2394	94.6121	



Type1-L5 Statistics

Normal03.img	SFG_L	10679	58.0000	689.0000	432.6442	126.7365	
Normal03.img	SFG_R	8382	56.0000	687.0000	430.0336	125.0177	
Normal03.img	SFG_PFC_L	9956	58.0000	1401.0000	458.8628	173.3129	
Normal03.img	SFG_PFC_R	7200	52.0000	1248.0000	476.7020	149.1422	
Normal03.img	SFG_pole_L	2769	79.0000	1387.0000	631.4766	251.9117	
Normal03.img	SFG_pole_R	2879	80.0000	1409.0000	630.6032	210.3858	
Normal03.img	MFG_L	6572	68.0000	694.0000	435.3187	130.0304	
Normal03.img	MFG_R	8317	53.0000	882.0000	451.8554	132.0480	
Normal03.img	MFG_DPFC_L	14981	57.0000	1432.0000	521.9352	212.1231	
Normal03.img	MFG_DPFC_R	13788	34.0000	1376.0000	543.4275	192.3578	
Normal03.img	IFG_opercularis_L	3985	41.0000	683.0000	426.8579	136.2066	
Normal03.img	IFG_opercularis_R	3205	58.0000	946.0000	467.5049	134.1269	
Normal03.img	IFG_orbitalis_L	2740	71.0000	750.0000	456.1779	117.9914	
Normal03.img	IFG_orbitalis_R	2167	103.0000	777.0000	492.6110	118.4665	
Normal03.img	IFG_triangularis_L	2603	62.0000	949.0000	466.9704	135.1059	
Normal03.img	IFG_triangularis_R	2274	65.0000	983.0000	483.9406	150.9262	
Normal03.img	LFOG_L	4193	87.0000	802.0000	459.2606	118.5673	
Normal03.img	LFOG_R	3862	83.0000	763.0000	477.4384	121.0005	
Normal03.img	MFOG_L	3354	79.0000	813.0000	462.2075	119.0936	
Normal03.img	MFOG_R	3054	67.0000	847.0000	493.4656	119.1705	
Normal03.img	RG_L	3997	36.0000	731.0000	452.8240	119.0517	
Normal03.img	RG_R	4190	80.0000	766.0000	460.5038	110.4437	
Normal03.img	PoCG_L	11235	66.0000	865.0000	417.1033	141.3804	
Normal03.img	PoCG_R	10730	48.0000	922.0000	433.3747	149.6180	
Normal03.img	PrCG_L	13143	49.0000	880.0000	438.6808	138.9754	
Normal03.img	PrCG_R	13976	69.0000	736.0000	457.5668	127.9129	
Normal03.img	SPG_L	7826	49.0000	756.0000	427.3349	141.1409	
Normal03.img	SPG_R	5996	67.0000	732.0000	436.2580	128.8047	
Normal03.img	SMG_L	8531	67.0000	1121.0000	431.9677	152.2144	
Normal03.img	SMG_R	8151	59.0000	1145.0000	432.5202	150.4033	
Normal03.img	AG_L	7303	73.0000	875.0000	423.4500	143.1278	
Normal03.img	AG_R	10345	49.0000	868.0000	422.3276	155.5432	
Normal03.img	PrCu_L	5799	69.0000	725.0000	433.6846	132.3537	
Normal03.img	PrCu_R	4958	59.0000	730.0000	425.1783	138.9398	
Normal03.img	STG_L	12434	74.0000	781.0000	437.8331	130.5943	
Normal03.img	STG_R	10650	58.0000	741.0000	442.2921	138.5805	
Normal03.img	STG_L_pole	5225	37.0000	683.0000	401.1577	112.6068	
Normal03.img	STG_R_pole	6012	42.0000	683.0000	415.9232	120.0043	
Normal03.img	MTG_L	12430	51.0000	725.0000	451.0199	112.0446	
Normal03.img	MTG_R	11937	68.0000	765.0000	459.6193	118.8399	
Normal03.img	MTG_L_pole	2133	136.0000	658.0000	436.2191	72.1566	
Normal03.img	MTG_R_pole	2094	83.0000	729.0000	442.9174	85.7275	
Normal03.img	ITG_L	9545	81.0000	704.0000	407.2629	91.4632	
Normal03.img	ITG_R	10968	66.0000	707.0000	423.0739	101.7316	
Normal03.img	PHG_L	1075	122.0000	572.0000	391.1963	75.7480	
Normal03.img	PHG_R	1206	93.0000	644.0000	402.8066	82.2791	
Normal03.img	ENT_L	747	184.0000	545.0000	405.8220	47.4305	
Normal03.img	ENT_R	805	144.0000	596.0000	393.4089	68.6680	
Normal03.img	FuG_L	12790	57.0000	723.0000	400.8450	91.4037	
Normal03.img	FuG_R	11417	57.0000	730.0000	391.1159	96.8928	
Normal03.img	SOG_L	2146	99.0000	872.0000	504.9779	146.4806	
Normal03.img	SOG_R	2023	101.0000	792.0000	488.4984	150.1517	
Normal03.img	MOG_L	14175	60.0000	837.0000	484.5048	155.1973	
Normal03.img	MOG_R	11946	72.0000	831.0000	482.1516	155.1787	
Normal03.img	IOG_L	3709	81.0000	802.0000	471.8842	119.7271	
Normal03.img	IOG_R	3679	63.0000	800.0000	468.0109	132.4430	
Normal03.img	Cu_L	5408	58.0000	784.0000	439.0041	151.8695	
Normal03.img	Cu_R	4173	54.0000	786.0000	451.6059	140.9570	
Normal03.img	LG_L	6960	52.0000	674.0000	397.7781	114.9728	
Normal03.img	LG_R	7112	59.0000	701.0000	391.9220	120.5693	
Normal03.img	rostral_ACC_L	2196	25.0000	734.0000	463.4741	118.2405	
Normal03.img	rostral_ACC_R	1956	64.0000	747.0000	450.6025	110.9691	
Normal03.img	subcallosal_ACC_L	336	104.0000	687.0000	431.1132	125.7102	
Normal03.img	subcallosal_ACC_R	390	161.0000	661.0000	452.0515	94.4930	
Normal03.img	subgenual_ACC_L	1328	49.0000	668.0000	401.5925	117.6859	
Normal03.img	subgenual_ACC_R	1386	37.0000	679.0000	380.5342	129.0387	
Normal03.img	dorsal_ACC_L	10112	52.0000	734.0000	431.7126	115.3404	
Normal03.img	dorsal_ACC_R	9184	50.0000	701.0000	419.0020	119.1027	
Normal03.img	PCC_L	6267	71.0000	692.0000	439.2486	108.8016	
Normal03.img	PCC_R	8330	70.0000	699.0000	418.2503	120.4445	
Normal03.img	Insula_L	5916	43.0000	631.0000	404.1530	109.2844	
Normal03.img	Insula_R	5757	42.0000	698.0000	420.1843	99.1484	
Normal03.img	Amyg_L	1330	185.0000	566.0000	432.2443	46.7625	
Normal03.img	Amyg_R	1429	166.0000	617.0000	438.9417	59.6108	
Normal03.img	Hippo_L	3249	105.0000	608.0000	410.5575	76.2558	
Normal03.img	Hippo_R	3654	77.0000	654.0000	392.6264	89.2262	
Normal03.img	Caud_L	2723	146.0000	731.0000	538.0953	61.9591	
Normal03.img	Caud_R	2870	190.0000	757.0000	541.0908	67.3659	
Normal03.img	Put_L	3146	178.0000	712.0000	554.0282	41.9886	
Normal03.img	Put_R	3092	209.0000	714.0000	555.3142	45.3761	
Normal03.img	GP_L	1115	397.0000	722.0000	631.3756	40.6567	
Normal03.img	GP_R	1229	445.0000	734.0000	635.7124	37.4999	
Normal03.img	Thalamus_L	4520	183.0000	713.0000	534.2413	56.8914	
Normal03.img	Thalamus_R	4605	179.0000	706.0000	526.6929	64.3371	
Normal03.img	HypoThalamus_L	467	205.0000	639.0000	479.3982	76.4015	
Normal03.img	HypoThalamus_R	555	221.0000	656.0000	508.0989	75.3054	
Normal03.img	AnteriorBasalForebrain_L	192	395.0000	748.0000	590.4011	72.4041	
Normal03.img	AnteriorBasalForebrain_R	173	408.0000	718.0000	596.7439	70.0663	
Normal03.img	NucAccumbens_L	464	312.0000	679.0000	513.7175	51.4523	
Normal03.img	NucAccumbens_R	535	259.0000	714.0000	513.4852	54.9403	
Normal03.img	RedNc_L	285	504.0000	651.0000	582.4444	20.7576	
Normal03.img	RedNc_R	263	530.0000	636.0000	584.3293	17.8142	
Normal03.img	Snigra_L	341	555.0000	691.0000	622.0248	24.2490	
Normal03.img	Snigra_R	208	553.0000	721.0000	632.7259	28.3093	
Normal03.img	CerebellumGM_R	50034	27.0000	653.0000	392.3243	96.8091	
Normal03.img	CerebellumGM_L	50104	49.0000	859.0000	395.9951	92.7246	
Normal03.img	CP_L	1711	217.0000	727.0000	601.9735	62.8269	
Normal03.img	CP_R	1622	166.0000	746.0000	597.8380	68.1548	
Normal03.img	Midbrain_L	2035	150.0000	677.0000	534.8999	60.8104	
Normal03.img	Midbrain_R	2047	194.0000	680.0000	529.6448	70.6173	
Normal03.img	CST_L	1431	429.0000	644.0000	525.1991	36.0248	
Normal03.img	CST_R	1263	425.0000	634.0000	527.9908	33.4728	
Normal03.img	SCP_L	731	126.0000	618.0000	475.3463	74.0753	
Normal03.img	SCP_R	779	163.0000	596.0000	490.3970	61.2359	
Normal03.img	MCP_L	2868	180.0000	646.0000	505.8757	56.0653	
Normal03.img	MCP_R	3151	168.0000	638.0000	510.1470	59.2074	
Normal03.img	PCT_L	663	429.0000	614.0000	515.0478	26.7108	
Normal03.img	PCT_R	704	439.0000	612.0000	525.2219	28.5878	
Normal03.img	ICP_L	513	268.0000	561.0000	448.1626	41.0469	
Normal03.img	ICP_R	576	238.0000	522.0000	447.0678	36.1080	
Normal03.img	ML_L	696	406.0000	566.0000	481.0531	30.4012	
Normal03.img	ML_R	927	372.0000	581.0000	486.8588	31.8081	
Normal03.img	Pons_L	258	370.0000	568.0000	487.2295	33.3233	
Normal03.img	Pons_R	485	245.0000	552.0000	465.8715	39.1672	
Normal03.img	Medulla_L	1292	89.0000	568.0000	388.6433	82.5827	
Normal03.img	Medulla_R	1575	91.0000	536.0000	403.2873	64.3373	
Normal03.img	ACR_L	9249	432.0000	887.0000	744.0628	47.9830	
Normal03.img	ACR_R	9187	488.0000	951.0000	765.0313	53.7727	
Normal03.img	SCR_L	13896	477.0000	804.0000	694.0828	32.2660	
Normal03.img	SCR_R	13182	520.0000	798.0000	691.0979	33.1857	
Normal03.img	PCR_L	4679	493.0000	815.0000	704.7872	31.7026	
Normal03.img	PCR_R	4080	542.0000	808.0000	705.1016	30.4368	
Normal03.img	GCC_L	1390	242.0000	836.0000	705.8740	84.9916	
Normal03.img	GCC_R	1645	211.0000	874.0000	715.5350	77.7264	
Normal03.img	BCC_L	2860	190.0000	817.0000	659.6747	89.5825	
Normal03.img	BCC_R	2950	147.0000	861.0000	649.9049	94.8626	
Normal03.img	SCC_L	5055	176.0000	790.0000	671.6530	73.4382	
Normal03.img	SCC_R	5530	222.0000	802.0000	669.7860	72.8696	
Normal03.img	PVWl_L	365	104.0000	761.0000	527.9855	138.1055	
Normal03.img	PVWl_R	300	112.0000	763.0000	529.8099	145.3852	
Normal03.img	ALIC_L	1790	395.0000	769.0000	650.7896	41.3830	
Normal03.img	ALIC_R	1637	397.0000	785.0000	655.7281	43.5449	
Normal03.img	PLIC_L	2301	482.0000	737.0000	629.1403	35.3151	
Normal03.img	PLIC_R	2295	508.0000	739.0000	629.1108	36.3500	
Normal03.img	RLIC_L	2224	467.0000	739.0000	648.6414	41.3192	
Normal03.img	RLIC_R	2424	449.0000	763.0000	666.3547	40.4312	
Normal03.img	EC_L	2207	385.0000	746.0000	588.0287	54.5188	
Normal03.img	EC_R	2194	389.0000	752.0000	607.9615	51.7490	
