Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
Normal05_MNI.img	Pons_R	7249	82.5787	177.6870	141.5656	11.8265	
Normal05_MNI.img	Medulla_L	2262	53.4599	165.3425	128.0465	20.8947	
Normal05_MNI.img	Medulla_R	2603	63.0662	175.7471	130.1935	17.9591	
Normal05_MNI.img	AnteriorWM_L	69061	49.0224	181.1119	140.7364	10.9546	
Normal05_MNI.img	AnteriorWM_R	70635	42.4231	177.0380	140.4546	11.1998	
Normal05_MNI.img	PosteriorWM_L	59436	47.4920	167.3242	139.4540	11.3696	
Normal05_MNI.img	PosteriorWM_R	60836	53.1379	168.6983	139.5336	11.4369	
Normal05_MNI.img	CorpusCallosum_L	11043	67.9466	169.7750	141.2106	12.1346	
Normal05_MNI.img	CorpusCallosum_R	11479	72.9526	173.2988	141.6892	12.9571	
Normal05_MNI.img	InferiorWM_L	48450	56.1447	173.0491	137.7403	12.2999	
Normal05_MNI.img	InferiorWM_R	47423	64.7340	180.3054	136.9088	12.9366	
Normal05_MNI.img	LimbicWM_L	10265	34.4445	169.3887	132.9748	16.1295	
Normal05_MNI.img	LimbicWM_R	9450	36.7022	173.5519	130.9820	16.0630	
Normal05_MNI.img	LateralVentricle_L	11400	9.6383	124.6592	41.4207	22.3043	
Normal05_MNI.img	LateralVentricle_R	11619	9.8630	133.0580	42.4989	22.3045	
Normal05_MNI.img	III_ventricle	1912	14.6638	118.4549	53.1117	22.1193	
Normal05_MNI.img	FrontSul_L	14545	6.1554	86.5241	32.5660	11.6307	
Normal05_MNI.img	FrontSul_R	10613	5.9334	99.3535	32.2870	12.1562	
Normal05_MNI.img	CentralSul_L	2326	9.9168	93.8063	34.9297	14.3835	
Normal05_MNI.img	CentralSul_R	2082	10.2992	82.0652	31.9760	11.6901	
Normal05_MNI.img	SylvianFissureExt_L	6240	12.7288	78.1038	32.5614	10.6321	
Normal05_MNI.img	SylvianFissureExt_R	4342	10.1861	90.9835	36.9665	12.5297	
Normal05_MNI.img	ParietSul_L	9295	8.8146	83.4658	33.5544	10.6117	
Normal05_MNI.img	ParietSul_R	11221	9.8901	94.1054	32.9339	10.8216	
Normal05_MNI.img	CinguSul_L	4029	10.1976	77.8148	37.7712	11.9465	
Normal05_MNI.img	CinguSul_R	3393	9.8763	82.6743	37.0278	12.6171	
Normal05_MNI.img	OcciptSul_L	1261	17.3616	81.6184	37.5546	9.7993	
Normal05_MNI.img	OcciptSul_R	1546	17.3283	77.7502	34.8446	9.2675	
Normal05_MNI.img	TempSul_L	285	14.8364	77.8956	46.6989	11.8216	
Normal05_MNI.img	TempSul_R	446	14.4335	69.8435	39.0215	11.2520	
Normal05_MNI.img	IV_ventricle	2931	16.6876	134.5278	54.5571	23.0143	



Type1-L4 Statistics

Normal05_MNI.img	SFG_L	19304	20.6654	155.6768	95.2504	22.1931	
Normal05_MNI.img	SFG_R	19392	14.9267	148.1978	94.3542	21.9541	
Normal05_MNI.img	MFG_L	16064	15.9136	147.3988	90.3452	22.5006	
Normal05_MNI.img	MFG_R	15590	16.4147	142.0585	89.5060	19.8310	
Normal05_MNI.img	IFG_L	8492	19.5370	150.2251	94.9760	23.2011	
Normal05_MNI.img	IFG_R	7437	16.5784	165.0782	93.7644	23.9335	
Normal05_MNI.img	OG_L	7064	15.8124	158.8382	96.3566	21.1617	
Normal05_MNI.img	OG_R	6883	13.4613	155.5014	97.2795	20.9454	
Normal05_MNI.img	RG_L	4415	28.1150	142.5820	90.6976	18.9783	
Normal05_MNI.img	RG_R	3996	23.2775	145.5504	92.4318	18.3104	
Normal05_MNI.img	PoCG_L	8986	19.9067	148.6062	96.5715	24.5859	
Normal05_MNI.img	PoCG_R	9482	14.4882	146.6134	96.7831	24.8841	
Normal05_MNI.img	PrCG_L	10476	20.6726	152.4572	98.3764	23.4962	
Normal05_MNI.img	PrCG_R	11914	21.6139	155.1308	96.0976	23.7209	
Normal05_MNI.img	SPG_L	6552	22.8435	145.2266	95.4736	24.9886	
Normal05_MNI.img	SPG_R	4901	27.5869	143.1531	96.2876	23.5639	
Normal05_MNI.img	SMG_L	7666	22.1569	135.3094	93.5592	21.7690	
Normal05_MNI.img	SMG_R	7567	23.3831	141.4815	94.5413	21.6212	
Normal05_MNI.img	AG_L	5566	25.8805	142.2301	94.3614	21.7267	
Normal05_MNI.img	AG_R	8786	25.6311	137.4021	93.2292	21.5719	
Normal05_MNI.img	PrCu_L	6140	17.5164	139.8074	89.5382	25.2100	
Normal05_MNI.img	PrCu_R	5454	17.5828	141.6711	92.2748	23.4205	
Normal05_MNI.img	STG_L	17800	13.7789	141.6889	88.3111	22.2893	
Normal05_MNI.img	STG_R	17055	20.7834	134.8053	86.7465	21.5827	
Normal05_MNI.img	MTG_L	14396	19.0294	142.4696	88.2278	18.1994	
Normal05_MNI.img	MTG_R	13631	21.1775	132.4770	83.5049	16.6441	
Normal05_MNI.img	ITG_L	8631	22.1175	144.6209	86.9196	16.6918	
Normal05_MNI.img	ITG_R	8207	13.1182	133.6164	84.0691	15.9422	
Normal05_MNI.img	Limbic_L	1548	45.5978	155.3983	100.7364	17.2474	
Normal05_MNI.img	Limbic_R	1651	42.2033	148.1522	100.1234	18.1752	
Normal05_MNI.img	FuG_L	11774	26.9699	144.5809	94.7852	16.3701	
Normal05_MNI.img	FuG_R	10991	22.3124	151.8865	91.5385	16.9978	
Normal05_MNI.img	SOG_L	2417	31.9527	141.9449	97.0781	24.4582	
Normal05_MNI.img	SOG_R	1799	26.4484	141.0930	91.7817	26.8998	
Normal05_MNI.img	MOG_L	11576	21.5683	144.1432	93.6011	22.3741	
Normal05_MNI.img	MOG_R	12556	24.5156	140.6510	92.8989	21.7985	
Normal05_MNI.img	IOG_L	3647	21.4436	140.5880	94.9701	20.0256	
Normal05_MNI.img	IOG_R	4941	19.9960	131.3590	94.6705	19.7197	
Normal05_MNI.img	Cu_L	4853	20.4455	146.9583	90.5539	25.5795	
Normal05_MNI.img	Cu_R	4596	19.0203	142.0129	88.5136	25.7359	
Normal05_MNI.img	LG_L	6266	27.9680	140.2597	90.7999	20.6760	
Normal05_MNI.img	LG_R	6163	25.0839	135.3703	88.7215	21.6803	
Normal05_MNI.img	Cingulate_L	19041	17.5993	146.1532	92.0253	20.6215	
Normal05_MNI.img	Cingulate_R	19361	19.1690	140.0108	88.8888	21.0091	
Normal05_MNI.img	Insula_L	6407	15.6576	144.1748	89.7530	20.9536	
Normal05_MNI.img	Insula_R	6767	25.8515	156.4357	96.7314	19.8893	
Normal05_MNI.img	Amyg_L	1475	65.4433	144.6965	105.0925	11.8140	
Normal05_MNI.img	Amyg_R	1692	59.9276	146.6815	105.7826	13.3633	
Normal05_MNI.img	Hippo_L	3120	35.4897	141.3327	102.7916	13.6363	
Normal05_MNI.img	Hippo_R	3359	43.8449	149.8008	101.2816	13.9977	
Normal05_MNI.img	Caud_L	3182	42.7056	148.3767	111.9249	14.2412	
Normal05_MNI.img	Caud_R	3190	51.3124	150.3109	115.9721	13.1010	
Normal05_MNI.img	Put_L	3158	76.3387	155.4699	124.3881	10.1186	
Normal05_MNI.img	Put_R	3312	63.2256	161.8529	125.7801	10.5457	
Normal05_MNI.img	GP_L	1201	104.0259	168.3651	145.4504	9.3087	
Normal05_MNI.img	GP_R	1349	98.9698	166.3467	143.3636	10.2707	
Normal05_MNI.img	Thalamus_L	4901	59.1915	162.8367	130.2393	12.1797	
Normal05_MNI.img	Thalamus_R	4994	61.7187	156.4215	128.0727	12.6745	
Normal05_MNI.img	BasalForebrain_L	3299	58.7207	166.6093	125.1259	17.7756	
Normal05_MNI.img	BasalForebrain_R	3314	47.7317	172.7479	126.8281	18.1262	
Normal05_MNI.img	midbrain_L	4418	81.3125	180.5701	143.0567	11.9635	
Normal05_MNI.img	midbrain_R	4452	65.2144	179.2005	141.3609	14.6783	
Normal05_MNI.img	Cerebellum_R	47899	24.3573	166.7556	97.1741	18.6137	
Normal05_MNI.img	Cerebellum_L	48206	20.8494	153.4246	97.4490	19.1403	
Normal05_MNI.img	Pons_L	6837	58.6791	173.3473	141.0639	12.2616	
Normal05_MNI.img	Pons_R	7249	82.5787	177.6870	141.5656	11.8265	
Normal05_MNI.img	Medulla_L	2262	53.4599	165.3425	128.0465	20.8947	
Normal05_MNI.img	Medulla_R	2603	63.0662	175.7471	130.1935	17.9591	
Normal05_MNI.img	ant_DPWM_L	24384	66.7843	170.4116	145.1564	7.4726	
Normal05_MNI.img	ant_DPWM_R	24776	68.7255	173.4802	146.0236	6.6950	
Normal05_MNI.img	post_DPWM_L	5169	101.5056	162.3232	143.8459	8.1665	
Normal05_MNI.img	post_DPWM_R	4294	106.9453	164.1575	144.2835	7.4153	
Normal05_MNI.img	GCC_L	2088	67.9466	169.7750	140.1561	12.6426	
Normal05_MNI.img	GCC_R	2478	72.9526	171.7469	141.2776	13.1554	
Normal05_MNI.img	BCC_L	3155	82.1419	168.1573	140.7818	13.8688	
Normal05_MNI.img	BCC_R	3347	81.7834	173.2988	141.4015	15.5942	
Normal05_MNI.img	SCC_L	5800	79.5925	166.6091	141.8235	10.8311	
Normal05_MNI.img	SCC_R	5654	82.1564	165.1311	142.0400	10.9908	
Normal05_MNI.img	PVA_posterior_L	863	47.4920	154.8528	104.8159	21.3703	
Normal05_MNI.img	PVA_posterior_R	902	53.1379	153.4503	103.1145	20.1156	
Normal05_MNI.img	ALIC_L	1883	110.9117	162.9398	144.2819	7.9832	
Normal05_MNI.img	ALIC_R	1991	109.9384	172.1634	146.4384	7.6698	
Normal05_MNI.img	PLIC_L	2699	97.9947	171.3065	144.5555	7.3536	
Normal05_MNI.img	PLIC_R	2692	125.3042	169.0357	145.0010	7.1965	
Normal05_MNI.img	inf_DPWM_L	17884	71.1789	169.6140	140.4099	11.6837	
Normal05_MNI.img	inf_DPWM_R	16075	71.7496	170.2837	141.1657	10.2472	
Normal05_MNI.img	CGC_L	2358	98.7440	165.1113	136.1388	10.7169	
Normal05_MNI.img	CGC_R	2643	103.0587	161.7956	136.9944	10.5110	
Normal05_MNI.img	CGH_L	1269	101.8055	169.3887	137.8077	11.1702	
Normal05_MNI.img	CGH_R	1248	103.6674	163.0628	133.8405	10.5171	
Normal05_MNI.img	Fx/ST_L	1072	66.2816	167.0441	132.6432	15.6249	
Normal05_MNI.img	Fx/ST_R	1154	67.0856	163.0778	132.2892	14.7805	
Normal05_MNI.img	Fx_L	618	34.4445	166.3010	89.4758	23.1692	
Normal05_MNI.img	Fx_R	749	36.7022	173.5519	99.2180	26.3952	
Normal05_MNI.img	PeripheralParietalWM_L	30737	95.0892	167.3242	141.1120	10.1036	
Normal05_MNI.img	PeripheralParietalWM_R	31170	96.7579	168.6983	141.4086	10.2962	
Normal05_MNI.img	AnteriorLateralVentricle_L	8678	9.6383	124.6592	37.5181	19.6828	
Normal05_MNI.img	PosteriorLateralVentricle_L	1978	15.6296	122.9176	46.2521	22.1366	
Normal05_MNI.img	InferiorLateralVentricle_L	744	18.8300	124.4546	74.0962	22.2196	
Normal05_MNI.img	AnteriorLateralVentricle_R	8617	9.8630	121.4595	39.3411	20.3221	
Normal05_MNI.img	PosteriorLateralVentricle_R	2092	14.5933	127.9318	43.6955	21.1708	
Normal05_MNI.img	InferiorLateralVentricle_R	910	17.5342	133.0580	69.6498	24.0020	
Normal05_MNI.img	III_ventricle	1912	14.6638	118.4549	53.1117	22.1193	
Normal05_MNI.img	PVA_anterior_L	738	49.0224	158.0854	115.5151	20.9673	
Normal05_MNI.img	PVA_anterior_R	734	42.4231	153.0202	111.6243	22.0556	
Normal05_MNI.img	PeripheralFrontalWM_L	43939	73.3410	181.1119	138.7071	11.1623	
Normal05_MNI.img	PeripheralFrontalWM_R	45125	87.3263	177.0380	137.8658	11.2505	
Normal05_MNI.img	PeripheralTemporalWM_L	25675	92.8178	173.0491	135.0588	12.0168	
Normal05_MNI.img	PeripheralTemporalWM_R	26316	86.1427	180.3054	133.2356	12.9834	
Normal05_MNI.img	PeripheralOccipitalWM_L	22976	81.9539	165.7088	137.1077	11.2179	
Normal05_MNI.img	PeripheralOccipitalWM_R	24819	81.2480	163.4956	137.1392	11.2257	
Normal05_MNI.img	PeripheralCingulateWM_L	4948	102.7876	159.2877	135.7323	8.8506	
Normal05_MNI.img	PeripheralCingulateWM_R	3656	87.3910	155.4511	131.7546	10.0424	
Normal05_MNI.img	CerebellumWM_R	10624	99.7443	174.8874	139.4625	10.0076	
Normal05_MNI.img	CerebellumWM_L	10289	94.3207	178.2206	139.5740	9.8559	
Normal05_MNI.img	FrontSul_L	14545	6.1554	86.5241	32.5660	11.6307	
Normal05_MNI.img	FrontSul_R	10613	5.9334	99.3535	32.2870	12.1562	
Normal05_MNI.img	CentralSul_L	2326	9.9168	93.8063	34.9297	14.3835	
Normal05_MNI.img	CentralSul_R	2082	10.2992	82.0652	31.9760	11.6901	
Normal05_MNI.img	SylFrontSul_L	3805	12.7288	78.1038	32.1189	10.6874	
Normal05_MNI.img	SylFrontSul_R	2445	10.6627	88.3806	37.7548	12.3005	
Normal05_MNI.img	SylTempSul_L	2291	13.7820	69.7829	32.4158	9.8059	
Normal05_MNI.img	SylTempSul_R	1749	10.1861	90.9835	34.5254	11.7530	
Normal05_MNI.img	SylParieSul_L	144	15.0062	77.2662	46.5709	12.1959	
Normal05_MNI.img	SylParieSul_R	148	26.9931	76.8729	52.7908	11.9493	
Normal05_MNI.img	ParietSul_L	9295	8.8146	83.4658	33.5544	10.6117	
Normal05_MNI.img	ParietSul_R	11221	9.8901	94.1054	32.9339	10.8216	
Normal05_MNI.img	CinguSul_L	4029	10.1976	77.8148	37.7712	11.9465	
Normal05_MNI.img	CinguSul_R	3393	9.8763	82.6743	37.0278	12.6171	
Normal05_MNI.img	OcciptSul_L	1261	17.3616	81.6184	37.5546	9.7993	
Normal05_MNI.img	OcciptSul_R	1546	17.3283	77.7502	34.8446	9.2675	
Normal05_MNI.img	TempSul_L	285	14.8364	77.8956	46.6989	11.8216	
Normal05_MNI.img	TempSul_R	446	14.4335	69.8435	39.0215	11.2520	
Normal05_MNI.img	Caudate_tail_L	405	76.3419	135.9192	110.8085	11.1856	
Normal05_MNI.img	Caudate_tail_R	360	74.8036	142.3524	115.4710	11.4795	
Normal05_MNI.img	IV_ventricle	2931	16.6876	134.5278	54.5571	23.0143	



Type1-L5 Statistics

Normal05_MNI.img	SFG_L	9005	21.7496	155.6768	96.8598	23.0305	
Normal05_MNI.img	SFG_R	7694	14.9267	144.4384	95.0747	22.8520	
Normal05_MNI.img	SFG_PFC_L	8411	20.9038	139.7649	93.8136	20.9177	
Normal05_MNI.img	SFG_PFC_R	8410	25.1861	148.1978	94.1558	20.7135	
Normal05_MNI.img	SFG_pole_L	1888	20.6654	144.7428	93.9752	23.1015	
Normal05_MNI.img	SFG_pole_R	3288	21.2128	145.8415	93.1758	22.8149	
Normal05_MNI.img	MFG_L	6661	24.1539	138.3348	91.7791	21.9776	
Normal05_MNI.img	MFG_R	6399	21.6090	133.1124	90.2901	19.5822	
Normal05_MNI.img	MFG_DPFC_L	9403	15.9136	147.3988	89.3295	22.8094	
Normal05_MNI.img	MFG_DPFC_R	9191	16.4147	142.0585	88.9602	19.9842	
Normal05_MNI.img	IFG_opercularis_L	2766	19.5370	140.2883	90.1726	22.4376	
Normal05_MNI.img	IFG_opercularis_R	2698	16.5784	137.8293	92.1683	23.3786	
Normal05_MNI.img	IFG_orbitalis_L	3040	25.4713	150.2251	98.7052	23.8965	
Normal05_MNI.img	IFG_orbitalis_R	1969	27.5689	165.0782	101.2388	21.4521	
Normal05_MNI.img	IFG_triangularis_L	2686	27.3896	132.4739	95.7018	22.2954	
Normal05_MNI.img	IFG_triangularis_R	2770	17.6911	138.3360	90.0060	24.9422	
Normal05_MNI.img	LFOG_L	3304	29.7752	148.2653	97.1698	20.8390	
Normal05_MNI.img	LFOG_R	3253	19.5938	155.5014	98.2287	21.7927	
Normal05_MNI.img	MFOG_L	3760	15.8124	158.8382	95.6422	21.4158	
Normal05_MNI.img	MFOG_R	3630	13.4613	144.0915	96.4289	20.1179	
Normal05_MNI.img	RG_L	4415	28.1150	142.5820	90.6976	18.9783	
Normal05_MNI.img	RG_R	3996	23.2775	145.5504	92.4318	18.3104	
Normal05_MNI.img	PoCG_L	8986	19.9067	148.6062	96.5715	24.5859	
Normal05_MNI.img	PoCG_R	9482	14.4882	146.6134	96.7831	24.8841	
Normal05_MNI.img	PrCG_L	10476	20.6726	152.4572	98.3764	23.4962	
Normal05_MNI.img	PrCG_R	11914	21.6139	155.1308	96.0976	23.7209	
Normal05_MNI.img	SPG_L	6552	22.8435	145.2266	95.4736	24.9886	
Normal05_MNI.img	SPG_R	4901	27.5869	143.1531	96.2876	23.5639	
Normal05_MNI.img	SMG_L	7666	22.1569	135.3094	93.5592	21.7690	
Normal05_MNI.img	SMG_R	7567	23.3831	141.4815	94.5413	21.6212	
Normal05_MNI.img	AG_L	5566	25.8805	142.2301	94.3614	21.7267	
Normal05_MNI.img	AG_R	8786	25.6311	137.4021	93.2292	21.5719	
Normal05_MNI.img	PrCu_L	6140	17.5164	139.8074	89.5382	25.2100	
Normal05_MNI.img	PrCu_R	5454	17.5828	141.6711	92.2748	23.4205	
Normal05_MNI.img	STG_L	12191	13.7789	141.6889	88.5340	23.3528	
Normal05_MNI.img	STG_R	11155	20.7834	134.8053	88.1504	22.3682	
Normal05_MNI.img	STG_L_pole	5609	21.4042	136.0411	87.8267	19.7729	
Normal05_MNI.img	STG_R_pole	5900	21.5367	132.9403	84.0922	19.7425	
Normal05_MNI.img	MTG_L	12326	19.0294	136.3520	87.7919	18.3358	
Normal05_MNI.img	MTG_R	12018	21.1775	124.0302	83.0881	16.6490	
Normal05_MNI.img	MTG_L_pole	2070	33.0356	142.4696	90.8231	17.1368	
Normal05_MNI.img	MTG_R_pole	1613	28.3223	132.4770	86.6102	16.2755	
Normal05_MNI.img	ITG_L	8631	22.1175	144.6209	86.9196	16.6918	
Normal05_MNI.img	ITG_R	8207	13.1182	133.6164	84.0691	15.9422	
Normal05_MNI.img	PHG_L	894	45.5978	138.6651	99.1294	17.7141	
Normal05_MNI.img	PHG_R	1003	42.2033	141.0644	98.1939	19.0317	
Normal05_MNI.img	ENT_L	654	60.9294	155.3983	102.9331	16.3343	
Normal05_MNI.img	ENT_R	648	60.8605	148.1522	103.1099	16.3197	
Normal05_MNI.img	FuG_L	11774	26.9699	144.5809	94.7852	16.3701	
Normal05_MNI.img	FuG_R	10991	22.3124	151.8865	91.5385	16.9978	
Normal05_MNI.img	SOG_L	2417	31.9527	141.9449	97.0781	24.4582	
Normal05_MNI.img	SOG_R	1799	26.4484	141.0930	91.7817	26.8998	
Normal05_MNI.img	MOG_L	11576	21.5683	144.1432	93.6011	22.3741	
Normal05_MNI.img	MOG_R	12556	24.5156	140.6510	92.8989	21.7985	
Normal05_MNI.img	IOG_L	3647	21.4436	140.5880	94.9701	20.0256	
Normal05_MNI.img	IOG_R	4941	19.9960	131.3590	94.6705	19.7197	
Normal05_MNI.img	Cu_L	4853	20.4455	146.9583	90.5539	25.5795	
Normal05_MNI.img	Cu_R	4596	19.0203	142.0129	88.5136	25.7359	
Normal05_MNI.img	LG_L	6266	27.9680	140.2597	90.7999	20.6760	
Normal05_MNI.img	LG_R	6163	25.0839	135.3703	88.7215	21.6803	
Normal05_MNI.img	rostral_ACC_L	1711	28.2344	131.5204	86.4471	18.2682	
Normal05_MNI.img	rostral_ACC_R	1524	24.0208	129.6423	86.4268	17.2747	
Normal05_MNI.img	subcallosal_ACC_L	306	41.7627	129.6885	90.4909	20.3141	
Normal05_MNI.img	subcallosal_ACC_R	532	35.6839	125.8875	84.8395	20.4481	
Normal05_MNI.img	subgenual_ACC_L	1430	19.9920	136.8544	89.2377	20.8680	
Normal05_MNI.img	subgenual_ACC_R	1531	23.2091	134.4303	85.6798	23.5470	
Normal05_MNI.img	dorsal_ACC_L	9716	19.3199	146.1532	92.1909	21.4102	
Normal05_MNI.img	dorsal_ACC_R	9061	19.1690	140.0108	90.1239	21.6423	
Normal05_MNI.img	PCC_L	5878	17.5993	137.3279	94.1335	19.4856	
Normal05_MNI.img	PCC_R	6713	23.8131	135.4920	88.8335	20.1583	
Normal05_MNI.img	Insula_L	6407	15.6576	144.1748	89.7530	20.9536	
Normal05_MNI.img	Insula_R	6767	25.8515	156.4357	96.7314	19.8893	
Normal05_MNI.img	Amyg_L	1475	65.4433	144.6965	105.0925	11.8140	
Normal05_MNI.img	Amyg_R	1692	59.9276	146.6815	105.7826	13.3633	
Normal05_MNI.img	Hippo_L	3110	35.4897	141.3327	102.7348	13.6193	
Normal05_MNI.img	Hippo_R	3329	43.8449	149.8008	101.1076	13.9308	
Normal05_MNI.img	Caud_L	3182	42.7056	148.3767	111.9249	14.2412	
Normal05_MNI.img	Caud_R	3190	51.3124	150.3109	115.9721	13.1010	
Normal05_MNI.img	Put_L	3158	76.3387	155.4699	124.3881	10.1186	
Normal05_MNI.img	Put_R	3312	63.2256	161.8529	125.7801	10.5457	
Normal05_MNI.img	GP_L	1201	104.0259	168.3651	145.4504	9.3087	
Normal05_MNI.img	GP_R	1349	98.9698	166.3467	143.3636	10.2707	
Normal05_MNI.img	Thalamus_L	4901	59.1915	162.8367	130.2393	12.1797	
Normal05_MNI.img	Thalamus_R	4994	61.7187	156.4215	128.0727	12.6745	
Normal05_MNI.img	HypoThalamus_L	465	81.5938	151.0670	116.8795	14.0850	
Normal05_MNI.img	HypoThalamus_R	609	63.8938	157.0585	122.7862	18.0087	
Normal05_MNI.img	AnteriorBasalForebrain_L	251	94.3517	158.1578	131.3817	12.2416	
Normal05_MNI.img	AnteriorBasalForebrain_R	299	100.5374	163.3347	135.9106	11.5118	
Normal05_MNI.img	NucAccumbens_L	740	59.5028	138.5167	115.1584	10.2441	
Normal05_MNI.img	NucAccumbens_R	796	82.1936	148.0108	119.6308	9.3944	
Normal05_MNI.img	RedNc_L	227	137.0130	163.2224	151.1883	5.6494	
Normal05_MNI.img	RedNc_R	283	136.3233	171.4656	151.3156	5.9881	
Normal05_MNI.img	Snigra_L	409	140.1016	178.7796	153.2485	6.1168	
Normal05_MNI.img	Snigra_R	264	143.4647	179.2005	155.6491	6.7763	
Normal05_MNI.img	CerebellumGM_R	47899	24.3573	166.7556	97.1741	18.6137	
Normal05_MNI.img	CerebellumGM_L	48206	20.8494	153.4246	97.4490	19.1403	
Normal05_MNI.img	CP_L	1722	99.7944	180.5701	143.8307	12.2945	
Normal05_MNI.img	CP_R	1687	96.6360	175.9185	145.0708	12.0731	
Normal05_MNI.img	Midbrain_L	2060	81.3125	170.4272	139.4901	11.3370	
Normal05_MNI.img	Midbrain_R	2218	65.2144	169.4297	135.5684	15.1851	
Normal05_MNI.img	CST_L	1536	122.0214	165.2329	144.3175	6.8154	
Normal05_MNI.img	CST_R	1364	120.5728	170.1006	145.1112	7.1432	
Normal05_MNI.img	SCP_L	775	58.6791	161.0413	128.4473	17.7772	
Normal05_MNI.img	SCP_R	871	82.5787	158.7919	131.6246	13.9493	
Normal05_MNI.img	MCP_L	2970	77.9991	169.0895	139.9533	11.9688	
