Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
Normal03_MNI.img	Pons_R	7119	74.3971	169.9613	145.4074	11.5932	
Normal03_MNI.img	Medulla_L	1773	53.4398	179.8742	135.7628	22.7083	
Normal03_MNI.img	Medulla_R	2117	61.4234	166.7391	134.4929	18.9100	
Normal03_MNI.img	AnteriorWM_L	69536	41.3708	173.4598	142.3853	14.0995	
Normal03_MNI.img	AnteriorWM_R	68373	50.7912	189.5710	143.8423	13.5611	
Normal03_MNI.img	PosteriorWM_L	63174	43.2514	229.7151	141.4026	14.0528	
Normal03_MNI.img	PosteriorWM_R	62046	36.0418	178.7793	142.0518	13.8369	
Normal03_MNI.img	CorpusCallosum_L	9085	72.9602	174.6629	146.7521	14.4994	
Normal03_MNI.img	CorpusCallosum_R	9890	74.0147	180.6913	146.5234	14.8060	
Normal03_MNI.img	InferiorWM_L	44787	64.9934	178.6034	141.1895	13.9365	
Normal03_MNI.img	InferiorWM_R	43749	56.8761	176.4819	140.7674	13.8281	
Normal03_MNI.img	LimbicWM_L	9610	24.9931	169.0118	134.1200	17.0690	
Normal03_MNI.img	LimbicWM_R	9389	44.3084	171.2722	133.7831	17.4883	
Normal03_MNI.img	LateralVentricle_L	12055	10.3416	136.6700	40.9980	20.9770	
Normal03_MNI.img	LateralVentricle_R	12220	12.0867	135.4866	40.3308	21.0186	
Normal03_MNI.img	III_ventricle	2056	11.7337	130.9597	49.5567	22.3310	
Normal03_MNI.img	FrontSul_L	11378	12.1887	153.0540	39.3090	15.4273	
Normal03_MNI.img	FrontSul_R	8650	10.0956	146.3839	37.3946	14.2864	
Normal03_MNI.img	CentralSul_L	2012	12.9189	114.2278	40.3123	13.2441	
Normal03_MNI.img	CentralSul_R	1729	14.7006	79.7809	34.8152	10.1348	
Normal03_MNI.img	SylvianFissureExt_L	4656	13.2898	80.4238	36.5298	9.8915	
Normal03_MNI.img	SylvianFissureExt_R	3934	9.6486	77.0726	35.2836	9.9253	
Normal03_MNI.img	ParietSul_L	7056	13.7760	122.0540	37.4311	13.1859	
Normal03_MNI.img	ParietSul_R	6677	12.9850	103.5067	38.0814	12.0658	
Normal03_MNI.img	CinguSul_L	3199	13.0523	141.7452	44.2554	13.5890	
Normal03_MNI.img	CinguSul_R	3177	15.9412	97.7248	40.1577	11.7404	
Normal03_MNI.img	OcciptSul_L	1293	17.0764	74.5519	37.3944	9.9609	
Normal03_MNI.img	OcciptSul_R	1265	17.6123	87.6964	44.2345	13.1230	
Normal03_MNI.img	TempSul_L	424	19.2295	81.4100	40.6804	11.1497	
Normal03_MNI.img	TempSul_R	476	12.9738	73.0501	38.4727	11.4952	
Normal03_MNI.img	IV_ventricle	2183	16.8794	142.1966	55.3417	25.0849	



Type1-L4 Statistics

Normal03_MNI.img	SFG_L	22866	15.2657	202.8732	91.8143	26.9792	
Normal03_MNI.img	SFG_R	17998	16.0331	198.2890	94.8843	25.2504	
Normal03_MNI.img	MFG_L	20953	15.5425	188.5800	88.9697	26.8421	
Normal03_MNI.img	MFG_R	21588	11.2565	185.7489	92.8401	24.6089	
Normal03_MNI.img	IFG_L	9108	16.5860	145.4605	92.6097	24.3439	
Normal03_MNI.img	IFG_R	7480	20.2709	158.1105	96.1110	22.8787	
Normal03_MNI.img	OG_L	7440	23.4112	145.4459	92.0752	19.6637	
Normal03_MNI.img	OG_R	6710	28.0931	144.4548	94.9198	19.3008	
Normal03_MNI.img	RG_L	3907	13.7603	136.5170	86.8898	20.6120	
Normal03_MNI.img	RG_R	4056	24.9922	136.8617	87.6604	18.6527	
Normal03_MNI.img	PoCG_L	11099	23.2213	163.3478	88.1919	25.5656	
Normal03_MNI.img	PoCG_R	10529	15.5577	160.0418	90.0293	26.8900	
Normal03_MNI.img	PrCG_L	12740	16.9840	172.5753	94.1120	26.5167	
Normal03_MNI.img	PrCG_R	13738	23.1206	147.1407	96.9724	24.1356	
Normal03_MNI.img	SPG_L	7588	19.1061	143.3854	87.0676	25.6310	
Normal03_MNI.img	SPG_R	5914	22.6686	146.5127	91.8939	23.8783	
Normal03_MNI.img	SMG_L	8324	19.9643	163.7329	88.9876	26.0921	
Normal03_MNI.img	SMG_R	7994	15.0504	166.4875	87.7616	26.2017	
Normal03_MNI.img	AG_L	7186	20.0067	152.1820	85.6593	25.5892	
Normal03_MNI.img	AG_R	10045	15.2735	145.2100	83.8520	27.5137	
Normal03_MNI.img	PrCu_L	5599	23.4072	139.1314	88.4291	24.0430	
Normal03_MNI.img	PrCu_R	4819	21.0135	137.4930	87.8050	25.3909	
Normal03_MNI.img	STG_L	17403	21.4363	141.7911	91.3034	24.1202	
Normal03_MNI.img	STG_R	16363	19.0011	140.7097	88.5494	24.0221	
Normal03_MNI.img	MTG_L	14250	21.1662	140.3194	91.3794	19.9477	
Normal03_MNI.img	MTG_R	13710	19.4745	143.6564	89.4194	20.3939	
Normal03_MNI.img	ITG_L	9353	23.8822	146.1992	88.1090	17.7341	
Normal03_MNI.img	ITG_R	10640	18.1682	137.1771	85.7855	18.5688	
Normal03_MNI.img	Limbic_L	1787	42.5096	131.0317	94.0996	13.8850	
Normal03_MNI.img	Limbic_R	1978	41.8835	145.2901	96.8037	15.8885	
Normal03_MNI.img	FuG_L	12494	18.8520	144.5955	89.8292	17.6724	
Normal03_MNI.img	FuG_R	11256	19.8828	138.1837	87.5949	18.8430	
Normal03_MNI.img	SOG_L	2100	28.4654	154.1103	99.6213	24.7991	
Normal03_MNI.img	SOG_R	1950	23.1533	144.6805	95.9552	25.4251	
Normal03_MNI.img	MOG_L	13874	19.2355	149.1184	91.7977	25.4127	
Normal03_MNI.img	MOG_R	11591	21.4694	150.2596	90.0491	25.1214	
Normal03_MNI.img	IOG_L	3600	17.6356	141.8460	92.2144	20.8199	
Normal03_MNI.img	IOG_R	3585	20.4526	138.7065	90.6612	22.4774	
Normal03_MNI.img	Cu_L	5336	22.7508	146.4834	90.0779	26.5274	
Normal03_MNI.img	Cu_R	4035	17.3110	149.6417	92.5568	24.9044	
Normal03_MNI.img	LG_L	6838	19.6109	143.2448	89.1496	21.5906	
Normal03_MNI.img	LG_R	6913	22.7393	143.3907	87.2395	22.2962	
Normal03_MNI.img	Cingulate_L	19864	18.2839	143.7918	91.9966	21.6196	
Normal03_MNI.img	Cingulate_R	20801	13.7626	140.2584	88.7922	22.7417	
Normal03_MNI.img	Insula_L	5858	18.9130	145.8047	93.5992	23.0374	
Normal03_MNI.img	Insula_R	5639	24.5703	139.5826	96.0909	20.5291	
Normal03_MNI.img	Amyg_L	1290	62.5597	129.3540	102.3844	9.9746	
Normal03_MNI.img	Amyg_R	1378	47.5770	135.9161	107.6249	12.2030	
Normal03_MNI.img	Hippo_L	3202	41.9258	139.4221	97.3622	14.8080	
Normal03_MNI.img	Hippo_R	3557	26.6196	141.0769	94.3995	17.8781	
Normal03_MNI.img	Caud_L	2667	69.4907	151.9525	119.4736	12.1779	
Normal03_MNI.img	Caud_R	2792	65.8601	153.7634	117.4181	12.7342	
Normal03_MNI.img	Put_L	3086	87.0829	156.6503	130.2983	8.6236	
Normal03_MNI.img	Put_R	3066	64.5812	153.3166	129.0004	8.8256	
Normal03_MNI.img	GP_L	1112	105.0634	174.3728	152.6787	8.4813	
Normal03_MNI.img	GP_R	1191	118.0949	173.0444	152.0813	7.1770	
Normal03_MNI.img	Thalamus_L	4459	73.3341	165.1230	132.7367	12.5509	
Normal03_MNI.img	Thalamus_R	4514	66.7342	170.9168	130.4903	13.4915	
Normal03_MNI.img	BasalForebrain_L	2619	43.2763	178.6403	124.8933	21.2201	
Normal03_MNI.img	BasalForebrain_R	2640	57.0224	179.0971	126.2178	20.3146	
Normal03_MNI.img	midbrain_L	4250	81.1340	179.5294	150.3769	13.6430	
Normal03_MNI.img	midbrain_R	4034	64.9469	182.9178	147.8363	15.6920	
Normal03_MNI.img	Cerebellum_R	48815	8.2658	150.9030	96.9454	22.6058	
Normal03_MNI.img	Cerebellum_L	48924	14.3838	230.1559	99.3806	22.1961	
Normal03_MNI.img	Pons_L	6442	71.9380	175.2796	146.1527	11.7960	
Normal03_MNI.img	Pons_R	7119	74.3971	169.9613	145.4074	11.5932	
Normal03_MNI.img	Medulla_L	1773	53.4398	179.8742	135.7628	22.7083	
Normal03_MNI.img	Medulla_R	2117	61.4234	166.7391	134.4929	18.9100	
Normal03_MNI.img	ant_DPWM_L	22936	116.2468	169.7247	151.1945	5.4634	
Normal03_MNI.img	ant_DPWM_R	21982	104.8271	175.5777	151.7267	5.6893	
Normal03_MNI.img	post_DPWM_L	4586	127.2697	168.8681	151.1159	4.1367	
Normal03_MNI.img	post_DPWM_R	3955	123.2574	167.1730	151.3100	4.1987	
Normal03_MNI.img	GCC_L	1381	72.9602	165.2395	144.1264	14.1659	
Normal03_MNI.img	GCC_R	1603	85.7770	164.9528	143.4840	12.9345	
Normal03_MNI.img	BCC_L	2774	73.8511	171.7904	143.9844	15.8656	
Normal03_MNI.img	BCC_R	2884	74.0147	171.7860	142.2421	16.4417	
Normal03_MNI.img	SCC_L	4930	82.3330	174.6629	149.0450	13.3443	
Normal03_MNI.img	SCC_R	5403	89.6434	180.6913	149.7104	13.5888	
Normal03_MNI.img	PVA_posterior_L	882	43.2514	156.2226	104.8429	24.2383	
Normal03_MNI.img	PVA_posterior_R	798	36.0418	153.3447	104.3498	23.9789	
Normal03_MNI.img	ALIC_L	1749	110.2884	172.0029	149.5524	8.1870	
Normal03_MNI.img	ALIC_R	1607	102.7222	170.9746	148.1994	8.6989	
Normal03_MNI.img	PLIC_L	2241	118.1899	178.6034	151.2511	8.2862	
Normal03_MNI.img	PLIC_R	2225	128.5061	176.4819	150.3422	7.9316	
Normal03_MNI.img	inf_DPWM_L	15142	85.4144	172.4735	145.2453	11.8238	
Normal03_MNI.img	inf_DPWM_R	14218	56.8761	173.4778	145.4730	11.0829	
Normal03_MNI.img	CGC_L	2194	107.8170	163.8302	140.6718	11.8309	
Normal03_MNI.img	CGC_R	2346	100.1420	167.5351	141.2275	12.2024	
Normal03_MNI.img	CGH_L	1314	99.8266	165.0174	132.4526	12.9714	
Normal03_MNI.img	CGH_R	1220	45.4906	163.6617	132.0854	16.3688	
Normal03_MNI.img	Fx/ST_L	1057	62.4306	169.0118	134.2464	17.5538	
Normal03_MNI.img	Fx/ST_R	1020	67.0530	171.2722	133.4948	18.2188	
Normal03_MNI.img	Fx_L	661	24.9931	165.8781	97.7460	24.0977	
Normal03_MNI.img	Fx_R	700	44.3084	168.6982	102.6007	26.1417	
Normal03_MNI.img	PeripheralParietalWM_L	34068	52.1872	229.7151	141.2117	14.1357	
Normal03_MNI.img	PeripheralParietalWM_R	33565	86.7849	178.7793	142.6718	13.5058	
Normal03_MNI.img	AnteriorLateralVentricle_L	6777	10.3416	121.9427	39.4623	20.0096	
Normal03_MNI.img	PosteriorLateralVentricle_L	4057	11.3291	128.1844	37.7718	18.5116	
Normal03_MNI.img	InferiorLateralVentricle_L	1221	17.0099	136.6700	60.2418	23.7822	
Normal03_MNI.img	AnteriorLateralVentricle_R	7307	12.0867	117.5117	38.1534	19.5679	
Normal03_MNI.img	PosteriorLateralVentricle_R	3518	14.3774	135.4866	38.9497	20.8305	
Normal03_MNI.img	InferiorLateralVentricle_R	1395	15.7019	129.1448	55.2186	22.7759	
Normal03_MNI.img	III_ventricle	2056	11.7337	130.9597	49.5567	22.3310	
Normal03_MNI.img	PVA_anterior_L	681	55.7766	151.1946	118.7178	21.3226	
Normal03_MNI.img	PVA_anterior_R	638	61.8327	151.6644	121.1319	20.2549	
Normal03_MNI.img	PeripheralFrontalWM_L	45919	41.3708	173.4598	138.3362	14.6944	
Normal03_MNI.img	PeripheralFrontalWM_R	45753	50.7912	189.5710	140.3710	14.2984	
Normal03_MNI.img	PeripheralTemporalWM_L	25299	88.5779	175.3439	137.7265	13.9595	
Normal03_MNI.img	PeripheralTemporalWM_R	25407	77.4116	173.2148	137.1555	14.0755	
Normal03_MNI.img	PeripheralOccipitalWM_L	23994	65.4023	169.6555	140.7005	12.7997	
Normal03_MNI.img	PeripheralOccipitalWM_R	24020	71.9930	171.3131	140.5490	13.0566	
Normal03_MNI.img	PeripheralCingulateWM_L	4384	91.9259	161.5783	136.7946	11.2858	
Normal03_MNI.img	PeripheralCingulateWM_R	4103	95.3371	161.9849	135.4230	11.6106	
Normal03_MNI.img	CerebellumWM_R	10487	80.2464	175.0783	145.4819	9.4523	
Normal03_MNI.img	CerebellumWM_L	10670	83.4803	178.8111	145.9471	9.9355	
Normal03_MNI.img	FrontSul_L	11378	12.1887	153.0540	39.3090	15.4273	
Normal03_MNI.img	FrontSul_R	8650	10.0956	146.3839	37.3946	14.2864	
Normal03_MNI.img	CentralSul_L	2012	12.9189	114.2278	40.3123	13.2441	
Normal03_MNI.img	CentralSul_R	1729	14.7006	79.7809	34.8152	10.1348	
Normal03_MNI.img	SylFrontSul_L	2431	14.0426	80.4238	38.4938	10.9168	
Normal03_MNI.img	SylFrontSul_R	2131	12.3861	77.0726	36.5056	10.0170	
Normal03_MNI.img	SylTempSul_L	2116	15.7290	71.9542	34.3647	8.0101	
Normal03_MNI.img	SylTempSul_R	1657	9.6486	68.3092	33.1648	9.1251	
Normal03_MNI.img	SylParieSul_L	109	13.2898	54.6776	34.7598	9.7813	
Normal03_MNI.img	SylParieSul_R	146	18.4121	75.1115	41.4946	11.5535	
Normal03_MNI.img	ParietSul_L	7056	13.7760	122.0540	37.4311	13.1859	
Normal03_MNI.img	ParietSul_R	6677	12.9850	103.5067	38.0814	12.0658	
Normal03_MNI.img	CinguSul_L	3199	13.0523	141.7452	44.2554	13.5890	
Normal03_MNI.img	CinguSul_R	3177	15.9412	97.7248	40.1577	11.7404	
Normal03_MNI.img	OcciptSul_L	1293	17.0764	74.5519	37.3944	9.9609	
Normal03_MNI.img	OcciptSul_R	1265	17.6123	87.6964	44.2345	13.1230	
Normal03_MNI.img	TempSul_L	424	19.2295	81.4100	40.6804	11.1497	
Normal03_MNI.img	TempSul_R	476	12.9738	73.0501	38.4727	11.4952	
Normal03_MNI.img	Caudate_tail_L	290	51.7710	141.4453	95.6177	18.8037	
Normal03_MNI.img	Caudate_tail_R	313	35.7141	142.1114	87.8439	23.0475	
Normal03_MNI.img	IV_ventricle	2183	16.8794	142.1966	55.3417	25.0849	



Type1-L5 Statistics

Normal03_MNI.img	SFG_L	10512	20.0324	142.0816	94.1577	24.6080	
Normal03_MNI.img	SFG_R	8144	18.2064	145.3743	94.5106	24.5933	
Normal03_MNI.img	SFG_PFC_L	9650	15.2657	202.8732	87.2074	27.5124	
Normal03_MNI.img	SFG_PFC_R	7050	16.0331	181.8401	91.4196	24.4512	
Normal03_MNI.img	SFG_pole_L	2704	18.2199	191.6771	99.1448	30.8043	
Normal03_MNI.img	SFG_pole_R	2804	22.0925	198.2890	104.6811	26.5711	
Normal03_MNI.img	MFG_L	6394	20.3973	136.1364	89.5287	23.7774	
Normal03_MNI.img	MFG_R	8042	15.1958	147.8328	92.3477	23.6090	
Normal03_MNI.img	MFG_DPFC_L	14559	15.5425	188.5800	88.7242	28.0791	
Normal03_MNI.img	MFG_DPFC_R	13546	11.2565	185.7489	93.1325	25.1792	
Normal03_MNI.img	IFG_opercularis_L	3873	16.5860	135.3497	89.6715	26.1828	
Normal03_MNI.img	IFG_opercularis_R	3063	22.9539	158.1105	96.4520	23.9894	
Normal03_MNI.img	IFG_orbitalis_L	2699	22.7386	145.4605	96.5249	21.9373	
Normal03_MNI.img	IFG_orbitalis_R	2173	21.0009	144.5111	97.4166	20.2873	
Normal03_MNI.img	IFG_triangularis_L	2536	20.8118	142.7756	92.9300	23.2306	
Normal03_MNI.img	IFG_triangularis_R	2244	20.2709	157.5827	94.3814	23.5777	
Normal03_MNI.img	LFOG_L	4177	25.3599	138.8214	94.1868	19.5990	
Normal03_MNI.img	LFOG_R	3729	28.0931	135.4745	95.5671	19.6588	
Normal03_MNI.img	MFOG_L	3263	23.4112	145.4459	89.3722	19.4139	
Normal03_MNI.img	MFOG_R	2981	34.1829	144.4548	94.1102	18.8121	
Normal03_MNI.img	RG_L	3907	13.7603	136.5170	86.8898	20.6120	
Normal03_MNI.img	RG_R	4056	24.9922	136.8617	87.6604	18.6527	
Normal03_MNI.img	PoCG_L	11099	23.2213	163.3478	88.1919	25.5656	
Normal03_MNI.img	PoCG_R	10529	15.5577	160.0418	90.0293	26.8900	
Normal03_MNI.img	PrCG_L	12740	16.9840	172.5753	94.1120	26.5167	
Normal03_MNI.img	PrCG_R	13738	23.1206	147.1407	96.9724	24.1356	
Normal03_MNI.img	SPG_L	7588	19.1061	143.3854	87.0676	25.6310	
Normal03_MNI.img	SPG_R	5914	22.6686	146.5127	91.8939	23.8783	
Normal03_MNI.img	SMG_L	8324	19.9643	163.7329	88.9876	26.0921	
Normal03_MNI.img	SMG_R	7994	15.0504	166.4875	87.7616	26.2017	
Normal03_MNI.img	AG_L	7186	20.0067	152.1820	85.6593	25.5892	
Normal03_MNI.img	AG_R	10045	15.2735	145.2100	83.8520	27.5137	
Normal03_MNI.img	PrCu_L	5599	23.4072	139.1314	88.4291	24.0430	
Normal03_MNI.img	PrCu_R	4819	21.0135	137.4930	87.8050	25.3909	
Normal03_MNI.img	STG_L	12266	21.4363	138.8423	91.6917	24.2210	
Normal03_MNI.img	STG_R	10457	20.0552	140.7097	89.3993	24.7491	
Normal03_MNI.img	STG_L_pole	5137	24.5405	141.7911	90.3764	23.8522	
Normal03_MNI.img	STG_R_pole	5906	19.0011	139.0244	87.0445	22.5996	
Normal03_MNI.img	MTG_L	12169	21.1662	140.3194	91.1390	20.4712	
Normal03_MNI.img	MTG_R	11687	19.4745	138.9422	89.5342	20.8899	
Normal03_MNI.img	MTG_L_pole	2081	41.7379	138.9699	92.7850	16.4882	
Normal03_MNI.img	MTG_R_pole	2023	27.5984	143.6564	88.7561	17.2363	
Normal03_MNI.img	ITG_L	9353	23.8822	146.1992	88.1090	17.7341	
Normal03_MNI.img	ITG_R	10640	18.1682	137.1771	85.7855	18.5688	
Normal03_MNI.img	PHG_L	1061	42.5096	131.0317	94.4002	16.0487	
Normal03_MNI.img	PHG_R	1177	41.8835	145.2901	98.8422	16.5571	
Normal03_MNI.img	ENT_L	726	55.5483	121.6746	93.6602	9.8902	
Normal03_MNI.img	ENT_R	801	43.1116	133.6862	93.8082	14.3350	
Normal03_MNI.img	FuG_L	12494	18.8520	144.5955	89.8292	17.6724	
Normal03_MNI.img	FuG_R	11256	19.8828	138.1837	87.5949	18.8430	
Normal03_MNI.img	SOG_L	2100	28.4654	154.1103	99.6213	24.7991	
Normal03_MNI.img	SOG_R	1950	23.1533	144.6805	95.9552	25.4251	
Normal03_MNI.img	MOG_L	13874	19.2355	149.1184	91.7977	25.4127	
Normal03_MNI.img	MOG_R	11591	21.4694	150.2596	90.0491	25.1214	
Normal03_MNI.img	IOG_L	3600	17.6356	141.8460	92.2144	20.8199	
Normal03_MNI.img	IOG_R	3585	20.4526	138.7065	90.6612	22.4774	
Normal03_MNI.img	Cu_L	5336	22.7508	146.4834	90.0779	26.5274	
Normal03_MNI.img	Cu_R	4035	17.3110	149.6417	92.5568	24.9044	
Normal03_MNI.img	LG_L	6838	19.6109	143.2448	89.1496	21.5906	
Normal03_MNI.img	LG_R	6913	22.7393	143.3907	87.2395	22.2962	
Normal03_MNI.img	rostral_ACC_L	2144	18.2839	137.6275	91.0574	21.0034	
Normal03_MNI.img	rostral_ACC_R	1900	33.3785	130.5196	88.1219	18.7101	
Normal03_MNI.img	subcallosal_ACC_L	317	29.7558	131.0751	87.1192	22.1430	
Normal03_MNI.img	subcallosal_ACC_R	381	33.3383	123.0992	87.6996	17.9064	
Normal03_MNI.img	subgenual_ACC_L	1285	24.0101	132.5247	87.5513	22.0574	
Normal03_MNI.img	subgenual_ACC_R	1379	13.7626	133.1890	82.1518	24.5518	
Normal03_MNI.img	dorsal_ACC_L	9976	22.0983	143.7918	91.8991	22.1925	
Normal03_MNI.img	dorsal_ACC_R	8988	19.8064	140.2584	90.0688	23.2409	
Normal03_MNI.img	PCC_L	6142	24.0105	142.3886	93.6645	20.5463	
Normal03_MNI.img	PCC_R	8153	19.2043	136.1542	88.7152	22.7180	
Normal03_MNI.img	Insula_L	5858	18.9130	145.8047	93.5992	23.0374	
Normal03_MNI.img	Insula_R	5639	24.5703	139.5826	96.0909	20.5291	
Normal03_MNI.img	Amyg_L	1290	62.5597	129.3540	102.3844	9.9746	
Normal03_MNI.img	Amyg_R	1378	47.5770	135.9161	107.6249	12.2030	
Normal03_MNI.img	Hippo_L	3195	41.9258	138.7821	97.2822	14.7244	
Normal03_MNI.img	Hippo_R	3548	26.6196	141.0769	94.3255	17.8390	
Normal03_MNI.img	Caud_L	2667	69.4907	151.9525	119.4736	12.1779	
Normal03_MNI.img	Caud_R	2792	65.8601	153.7634	117.4181	12.7342	
Normal03_MNI.img	Put_L	3086	87.0829	156.6503	130.2983	8.6236	
Normal03_MNI.img	Put_R	3066	64.5812	153.3166	129.0004	8.8256	
Normal03_MNI.img	GP_L	1112	105.0634	174.3728	152.6787	8.4813	
Normal03_MNI.img	GP_R	1191	118.0949	173.0444	152.0813	7.1770	
Normal03_MNI.img	Thalamus_L	4459	73.3341	165.1230	132.7367	12.5509	
Normal03_MNI.img	Thalamus_R	4514	66.7342	170.9168	130.4903	13.4915	
Normal03_MNI.img	HypoThalamus_L	456	68.2701	150.0486	116.0853	17.4453	
Normal03_MNI.img	HypoThalamus_R	562	57.0224	159.9975	122.7097	18.6674	
Normal03_MNI.img	AnteriorBasalForebrain_L	186	89.7573	151.5798	126.6970	13.4470	
Normal03_MNI.img	AnteriorBasalForebrain_R	159	92.5457	154.0310	128.4519	11.8880	
Normal03_MNI.img	NucAccumbens_L	436	85.8990	144.4202	115.0686	9.9320	
Normal03_MNI.img	NucAccumbens_R	533	79.9310	145.0477	116.1946	10.2758	
Normal03_MNI.img	RedNc_L	278	148.6710	171.7281	158.1587	3.6254	
Normal03_MNI.img	RedNc_R	257	147.3395	165.8406	156.7279	3.2288	
Normal03_MNI.img	Snigra_L	323	149.9019	173.7126	161.0955	4.1936	
Normal03_MNI.img	Snigra_R	205	145.5847	173.8260	161.2506	4.9217	
Normal03_MNI.img	CerebellumGM_R	48815	8.2658	150.9030	96.9454	22.6058	
Normal03_MNI.img	CerebellumGM_L	48924	14.3838	230.1559	99.3806	22.1961	
Normal03_MNI.img	CP_L	1667	90.5358	179.5294	154.1359	13.1525	
Normal03_MNI.img	CP_R	1585	84.4021	182.9178	152.6579	13.1531	
Normal03_MNI.img	Midbrain_L	1982	81.1340	172.4376	144.3771	13.1839	
Normal03_MNI.img	Midbrain_R	1987	64.9469	173.9280	141.4561	16.4323	
Normal03_MNI.img	CST_L	1390	130.1833	170.6888	151.7087	5.5793	
Normal03_MNI.img	CST_R	1255	124.2410	169.4429	151.2182	4.8617	
Normal03_MNI.img	SCP_L	687	71.9380	163.3554	137.6129	15.8601	
Normal03_MNI.img	SCP_R	775	74.3971	160.3944	137.1228	14.4926	
