Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
Normal02_MNI.img	Pons_R	9989	93.2460	201.1129	169.6528	10.9998	
Normal02_MNI.img	Medulla_L	2185	75.3235	194.1438	162.3597	18.1369	
Normal02_MNI.img	Medulla_R	2663	93.8254	191.3924	164.9527	14.4604	
Normal02_MNI.img	AnteriorWM_L	84093	86.5943	199.4019	170.5543	10.1860	
Normal02_MNI.img	AnteriorWM_R	83937	54.8265	200.0325	170.7193	10.1945	
Normal02_MNI.img	PosteriorWM_L	72519	57.6795	201.3874	171.4558	10.6850	
Normal02_MNI.img	PosteriorWM_R	74193	70.7375	199.7490	171.5785	10.6239	
Normal02_MNI.img	CorpusCallosum_L	15066	110.0339	198.0836	169.9370	11.6123	
Normal02_MNI.img	CorpusCallosum_R	15284	97.4395	198.8652	171.5356	11.0585	
Normal02_MNI.img	InferiorWM_L	58095	86.0707	202.0849	169.6559	11.4919	
Normal02_MNI.img	InferiorWM_R	57838	87.4728	202.7665	169.6642	11.5997	
Normal02_MNI.img	LimbicWM_L	12488	41.6852	207.4871	165.8844	14.9492	
Normal02_MNI.img	LimbicWM_R	11419	65.5396	203.5558	165.3952	15.4497	
Normal02_MNI.img	LateralVentricle_L	15143	13.6072	151.9198	54.1849	29.6173	
Normal02_MNI.img	LateralVentricle_R	13512	14.8438	157.3410	57.4309	30.2846	
Normal02_MNI.img	III_ventricle	2092	20.1669	144.0258	70.8223	27.8493	
Normal02_MNI.img	FrontSul_L	13216	16.6629	110.3078	56.2922	16.7402	
Normal02_MNI.img	FrontSul_R	11012	15.9229	112.0319	56.3115	18.3819	
Normal02_MNI.img	CentralSul_L	1846	23.8648	134.6806	80.7506	22.8841	
Normal02_MNI.img	CentralSul_R	1941	21.4923	135.2513	70.3374	20.1891	
Normal02_MNI.img	SylvianFissureExt_L	4987	17.2848	141.9689	55.7502	16.9886	
Normal02_MNI.img	SylvianFissureExt_R	4169	19.0748	138.3561	55.1699	17.4516	
Normal02_MNI.img	ParietSul_L	8124	20.1881	143.5715	69.4380	19.6047	
Normal02_MNI.img	ParietSul_R	8334	19.3248	133.8785	69.0474	19.7741	
Normal02_MNI.img	CinguSul_L	3901	13.3697	117.4889	64.9668	18.1173	
Normal02_MNI.img	CinguSul_R	3926	15.0387	116.0960	62.2950	18.7593	
Normal02_MNI.img	OcciptSul_L	1285	32.8816	121.0649	82.3007	17.1374	
Normal02_MNI.img	OcciptSul_R	1167	30.9017	125.2717	79.1155	15.2020	
Normal02_MNI.img	TempSul_L	393	36.5156	108.8688	74.9244	14.4865	
Normal02_MNI.img	TempSul_R	676	24.4910	102.3282	62.8179	15.7003	
Normal02_MNI.img	IV_ventricle	2260	18.5255	173.6646	73.5061	33.7335	



Type1-L4 Statistics

Normal02_MNI.img	SFG_L	24837	40.2407	175.6134	119.0510	20.8580	
Normal02_MNI.img	SFG_R	23816	29.6065	174.4418	119.7561	20.6839	
Normal02_MNI.img	MFG_L	22424	38.1824	171.4969	115.4176	21.1835	
Normal02_MNI.img	MFG_R	21231	37.8836	179.4577	114.7966	20.9548	
Normal02_MNI.img	IFG_L	12110	32.3472	179.5630	119.8266	23.2427	
Normal02_MNI.img	IFG_R	8577	28.9083	169.0544	117.8161	21.4929	
Normal02_MNI.img	OG_L	9442	23.7615	209.3502	112.4505	20.6087	
Normal02_MNI.img	OG_R	8226	38.0300	168.8602	115.8943	18.6732	
Normal02_MNI.img	RG_L	5172	21.0272	165.9836	108.7280	22.7604	
Normal02_MNI.img	RG_R	5029	39.0735	167.1348	111.6329	21.1817	
Normal02_MNI.img	PoCG_L	10857	34.9263	177.2563	129.0937	22.1788	
Normal02_MNI.img	PoCG_R	11485	35.5193	188.0862	127.6216	23.9568	
Normal02_MNI.img	PrCG_L	12748	45.2495	178.5562	129.8379	22.5532	
Normal02_MNI.img	PrCG_R	17312	29.7732	179.0891	125.9576	23.2320	
Normal02_MNI.img	SPG_L	9462	55.2193	188.6846	130.2126	20.0845	
Normal02_MNI.img	SPG_R	7152	49.2708	183.9113	132.1472	19.8680	
Normal02_MNI.img	SMG_L	9486	36.2962	174.9306	123.1308	21.0488	
Normal02_MNI.img	SMG_R	8909	43.7187	176.3449	122.6788	20.6761	
Normal02_MNI.img	AG_L	7693	46.9692	173.0350	122.8520	19.9918	
Normal02_MNI.img	AG_R	13065	43.2978	171.1832	118.9118	19.8535	
Normal02_MNI.img	PrCu_L	6234	57.8443	173.8489	123.7042	19.5520	
Normal02_MNI.img	PrCu_R	6403	54.0936	172.3869	124.8538	19.0764	
Normal02_MNI.img	STG_L	18294	31.3915	196.9759	117.6825	22.8677	
Normal02_MNI.img	STG_R	17889	19.1714	169.8416	114.1550	23.4422	
Normal02_MNI.img	MTG_L	17614	37.4669	176.8900	115.9621	18.6506	
Normal02_MNI.img	MTG_R	17119	30.7218	167.2495	112.4173	19.0784	
Normal02_MNI.img	ITG_L	12148	47.6992	178.0241	114.2519	18.1765	
Normal02_MNI.img	ITG_R	13126	50.8744	172.8120	111.9330	17.8828	
Normal02_MNI.img	Limbic_L	2107	67.9015	173.6555	122.3121	15.5797	
Normal02_MNI.img	Limbic_R	2143	48.7097	199.9840	127.8594	18.3443	
Normal02_MNI.img	FuG_L	14345	42.8026	175.6584	119.6368	18.0227	
Normal02_MNI.img	FuG_R	14183	36.6100	169.9613	116.7293	18.7671	
Normal02_MNI.img	SOG_L	2248	69.7190	171.2347	133.5556	17.5274	
Normal02_MNI.img	SOG_R	2304	62.2127	174.2412	131.8258	20.5184	
Normal02_MNI.img	MOG_L	17481	48.7884	180.2849	124.2967	19.5858	
Normal02_MNI.img	MOG_R	15195	45.4706	181.5225	123.7850	19.3959	
Normal02_MNI.img	IOG_L	3482	52.8425	173.3851	128.0058	18.2591	
Normal02_MNI.img	IOG_R	4745	56.9399	174.7300	126.7034	19.2391	
Normal02_MNI.img	Cu_L	6884	33.6032	180.5437	128.1260	23.0071	
Normal02_MNI.img	Cu_R	6782	50.3367	176.1895	125.9138	20.8881	
Normal02_MNI.img	LG_L	8995	39.0495	171.6207	122.9166	20.8426	
Normal02_MNI.img	LG_R	7702	34.9738	184.9786	122.3207	21.8903	
Normal02_MNI.img	Cingulate_L	23580	25.0375	173.1286	116.0621	21.1380	
Normal02_MNI.img	Cingulate_R	24323	23.8290	173.0369	113.3743	21.2241	
Normal02_MNI.img	Insula_L	7160	38.7007	171.0270	115.8440	21.6219	
Normal02_MNI.img	Insula_R	7544	25.6330	176.8387	118.7980	23.0789	
Normal02_MNI.img	Amyg_L	1767	83.0563	168.3624	130.2005	10.5334	
Normal02_MNI.img	Amyg_R	2100	36.7489	164.9464	129.6639	12.0967	
Normal02_MNI.img	Hippo_L	4137	49.7679	170.6645	125.0775	15.6357	
Normal02_MNI.img	Hippo_R	4513	48.8369	182.1087	122.5746	16.3232	
Normal02_MNI.img	Caud_L	4680	82.3737	178.0471	135.2068	14.0463	
Normal02_MNI.img	Caud_R	4652	84.7222	181.1549	136.8607	13.0257	
Normal02_MNI.img	Put_L	4197	108.0204	174.5907	149.5557	9.7403	
Normal02_MNI.img	Put_R	4118	107.9385	176.6236	148.8384	8.8777	
Normal02_MNI.img	GP_L	1682	145.9354	191.7992	174.7297	6.7029	
Normal02_MNI.img	GP_R	1703	120.8909	196.1386	173.9815	7.4898	
Normal02_MNI.img	Thalamus_L	5899	94.6253	187.9511	157.7554	13.2422	
Normal02_MNI.img	Thalamus_R	5814	72.1512	191.3185	157.8647	14.5861	
Normal02_MNI.img	BasalForebrain_L	3608	88.2856	202.9528	150.5603	21.4024	
Normal02_MNI.img	BasalForebrain_R	3645	68.5554	210.6484	151.0112	21.1924	
Normal02_MNI.img	midbrain_L	5530	118.5583	215.4053	172.6387	12.1645	
Normal02_MNI.img	midbrain_R	5770	85.0207	218.2699	170.9250	15.0275	
Normal02_MNI.img	Cerebellum_R	57214	24.8646	175.6526	122.7316	18.4795	
Normal02_MNI.img	Cerebellum_L	59080	38.3474	184.6722	124.6165	18.7570	
Normal02_MNI.img	Pons_L	9174	92.8143	208.6698	170.8311	11.7541	
Normal02_MNI.img	Pons_R	9989	93.2460	201.1129	169.6528	10.9998	
Normal02_MNI.img	Medulla_L	2185	75.3235	194.1438	162.3597	18.1369	
Normal02_MNI.img	Medulla_R	2663	93.8254	191.3924	164.9527	14.4604	
Normal02_MNI.img	ant_DPWM_L	31147	116.2692	199.4019	173.7717	5.0223	
Normal02_MNI.img	ant_DPWM_R	30748	85.6137	200.0325	174.1406	5.5572	
Normal02_MNI.img	post_DPWM_L	7368	119.3277	191.6883	170.9964	8.6038	
Normal02_MNI.img	post_DPWM_R	6534	119.0846	189.9999	172.9229	7.1637	
Normal02_MNI.img	GCC_L	2722	112.7210	191.1252	168.8518	9.7167	
Normal02_MNI.img	GCC_R	3269	113.7258	188.5688	170.5001	10.5495	
Normal02_MNI.img	BCC_L	4179	110.0339	194.6655	168.2751	12.2404	
Normal02_MNI.img	BCC_R	4251	97.4395	195.2370	170.1323	12.5434	
Normal02_MNI.img	SCC_L	8165	112.9660	198.0836	171.1494	11.7210	
Normal02_MNI.img	SCC_R	7764	109.3499	198.8652	172.7400	10.2349	
Normal02_MNI.img	PVA_posterior_L	1007	57.6795	184.2667	136.4384	22.8075	
Normal02_MNI.img	PVA_posterior_R	958	70.7375	199.3459	139.4442	21.9431	
Normal02_MNI.img	ALIC_L	2356	111.0733	198.4499	176.9891	9.5467	
Normal02_MNI.img	ALIC_R	2578	123.6800	197.8052	178.0888	10.8189	
Normal02_MNI.img	PLIC_L	3263	135.1476	199.4421	177.0866	8.3806	
Normal02_MNI.img	PLIC_R	3363	144.6601	202.7665	176.8800	8.9214	
Normal02_MNI.img	inf_DPWM_L	22323	116.6696	197.7568	170.0371	10.6352	
Normal02_MNI.img	inf_DPWM_R	20424	114.1654	197.1489	170.7576	10.2833	
Normal02_MNI.img	CGC_L	2995	132.9152	193.4946	170.2239	10.1364	
Normal02_MNI.img	CGC_R	3144	135.1297	191.5252	170.5545	10.2117	
Normal02_MNI.img	CGH_L	1673	129.7703	199.5279	168.2330	12.6765	
Normal02_MNI.img	CGH_R	1751	131.8953	203.5558	170.0287	12.2131	
Normal02_MNI.img	Fx/ST_L	1381	71.9146	194.4760	164.6587	16.3548	
Normal02_MNI.img	Fx/ST_R	1383	102.2081	198.8639	166.6198	13.9788	
Normal02_MNI.img	Fx_L	685	41.6852	207.4871	138.2001	30.1115	
Normal02_MNI.img	Fx_R	744	65.5396	196.1499	136.9313	28.5510	
Normal02_MNI.img	PeripheralParietalWM_L	36362	131.0404	199.1390	171.9862	9.2947	
Normal02_MNI.img	PeripheralParietalWM_R	38136	111.9447	199.7490	172.0110	9.6221	
Normal02_MNI.img	AnteriorLateralVentricle_L	11359	13.6072	149.4264	50.5513	28.3757	
Normal02_MNI.img	PosteriorLateralVentricle_L	2694	16.9233	145.5116	55.3415	26.1180	
Normal02_MNI.img	InferiorLateralVentricle_L	1090	15.5485	151.9198	89.1929	27.2608	
Normal02_MNI.img	AnteriorLateralVentricle_R	10214	16.0697	157.3410	53.6285	29.0983	
Normal02_MNI.img	PosteriorLateralVentricle_R	2217	14.8438	155.6352	62.1700	29.7148	
Normal02_MNI.img	InferiorLateralVentricle_R	1081	15.3816	153.6836	83.6393	27.9883	
Normal02_MNI.img	III_ventricle	2092	20.1669	144.0258	70.8223	27.8493	
Normal02_MNI.img	PVA_anterior_L	1392	86.5943	177.3049	143.7499	17.5858	
Normal02_MNI.img	PVA_anterior_R	1297	93.3586	177.6375	144.5415	17.3565	
Normal02_MNI.img	PeripheralFrontalWM_L	51554	89.9807	199.3203	169.3342	10.8863	
Normal02_MNI.img	PeripheralFrontalWM_R	51892	54.8265	196.3419	169.3464	10.7856	
Normal02_MNI.img	PeripheralTemporalWM_L	29816	113.8588	202.0849	168.3506	11.3516	
Normal02_MNI.img	PeripheralTemporalWM_R	31147	119.9178	202.6256	167.7485	11.6004	
Normal02_MNI.img	PeripheralOccipitalWM_L	28119	104.9346	201.3874	171.7275	10.9341	
Normal02_MNI.img	PeripheralOccipitalWM_R	28891	111.8734	197.5765	171.4480	10.9072	
Normal02_MNI.img	PeripheralCingulateWM_L	5754	127.5794	193.9840	166.5328	10.4524	
Normal02_MNI.img	PeripheralCingulateWM_R	4397	126.5152	188.7588	164.2919	10.9624	
Normal02_MNI.img	CerebellumWM_R	13981	121.5039	199.7517	170.2244	9.7202	
Normal02_MNI.img	CerebellumWM_L	13618	123.3920	198.1288	171.4699	9.7682	
Normal02_MNI.img	FrontSul_L	13216	16.6629	110.3078	56.2922	16.7402	
Normal02_MNI.img	FrontSul_R	11012	15.9229	112.0319	56.3115	18.3819	
Normal02_MNI.img	CentralSul_L	1846	23.8648	134.6806	80.7506	22.8841	
Normal02_MNI.img	CentralSul_R	1941	21.4923	135.2513	70.3374	20.1891	
Normal02_MNI.img	SylFrontSul_L	2481	17.2848	141.9689	57.5336	18.0193	
Normal02_MNI.img	SylFrontSul_R	2231	19.0748	138.3561	58.3378	19.4030	
Normal02_MNI.img	SylTempSul_L	2392	19.7078	103.5392	53.1102	14.8582	
Normal02_MNI.img	SylTempSul_R	1875	20.2149	107.2898	50.9514	13.6366	
Normal02_MNI.img	SylParieSul_L	114	28.2351	108.1508	72.3307	20.8925	
Normal02_MNI.img	SylParieSul_R	63	42.4910	100.8284	68.5329	14.9652	
Normal02_MNI.img	ParietSul_L	8124	20.1881	143.5715	69.4380	19.6047	
Normal02_MNI.img	ParietSul_R	8334	19.3248	133.8785	69.0474	19.7741	
Normal02_MNI.img	CinguSul_L	3901	13.3697	117.4889	64.9668	18.1173	
Normal02_MNI.img	CinguSul_R	3926	15.0387	116.0960	62.2950	18.7593	
Normal02_MNI.img	OcciptSul_L	1285	32.8816	121.0649	82.3007	17.1374	
Normal02_MNI.img	OcciptSul_R	1167	30.9017	125.2717	79.1155	15.2020	
Normal02_MNI.img	TempSul_L	393	36.5156	108.8688	74.9244	14.4865	
Normal02_MNI.img	TempSul_R	676	24.4910	102.3282	62.8179	15.7003	
Normal02_MNI.img	Caudate_tail_L	306	93.2552	163.0177	129.4736	15.8607	
Normal02_MNI.img	Caudate_tail_R	368	95.3104	171.7891	135.4375	14.9716	
Normal02_MNI.img	IV_ventricle	2260	18.5255	173.6646	73.5061	33.7335	



Type1-L5 Statistics

Normal02_MNI.img	SFG_L	11283	51.4780	171.9056	124.0543	19.5169	
Normal02_MNI.img	SFG_R	9697	48.5332	174.2661	124.7988	19.2358	
Normal02_MNI.img	SFG_PFC_L	10876	43.3781	175.6134	115.4122	21.1687	
Normal02_MNI.img	SFG_PFC_R	9690	29.6065	174.0820	116.5026	20.7956	
Normal02_MNI.img	SFG_pole_L	2678	40.2407	161.5614	112.7486	20.2779	
Normal02_MNI.img	SFG_pole_R	4429	43.9877	174.4418	115.8337	21.2138	
Normal02_MNI.img	MFG_L	9194	38.1824	171.4969	120.5083	21.1640	
Normal02_MNI.img	MFG_R	7970	37.8836	179.4577	118.9040	20.7551	
Normal02_MNI.img	MFG_DPFC_L	13230	38.6490	161.5006	111.8798	20.4643	
Normal02_MNI.img	MFG_DPFC_R	13261	41.5589	166.5596	112.3280	20.6853	
Normal02_MNI.img	IFG_opercularis_L	5613	32.3472	167.8561	118.4329	24.3667	
Normal02_MNI.img	IFG_opercularis_R	3111	28.9083	169.0544	120.7053	20.8825	
Normal02_MNI.img	IFG_orbitalis_L	3209	40.0471	179.5630	121.5547	20.7077	
Normal02_MNI.img	IFG_orbitalis_R	2332	42.8711	165.3221	116.2802	20.8424	
Normal02_MNI.img	IFG_triangularis_L	3288	40.0489	170.2898	120.5191	23.4713	
Normal02_MNI.img	IFG_triangularis_R	3134	39.5716	167.1135	116.0910	22.2507	
Normal02_MNI.img	LFOG_L	4881	23.7615	209.3502	112.0028	22.0177	
Normal02_MNI.img	LFOG_R	4635	38.0300	168.8602	114.8830	20.1216	
Normal02_MNI.img	MFOG_L	4561	41.5378	170.3044	112.9295	18.9737	
Normal02_MNI.img	MFOG_R	3591	54.9283	163.6721	117.1996	16.5269	
Normal02_MNI.img	RG_L	5172	21.0272	165.9836	108.7280	22.7604	
Normal02_MNI.img	RG_R	5029	39.0735	167.1348	111.6329	21.1817	
Normal02_MNI.img	PoCG_L	10857	34.9263	177.2563	129.0937	22.1788	
Normal02_MNI.img	PoCG_R	11485	35.5193	188.0862	127.6216	23.9568	
Normal02_MNI.img	PrCG_L	12748	45.2495	178.5562	129.8379	22.5532	
Normal02_MNI.img	PrCG_R	17312	29.7732	179.0891	125.9576	23.2320	
Normal02_MNI.img	SPG_L	9462	55.2193	188.6846	130.2126	20.0845	
Normal02_MNI.img	SPG_R	7152	49.2708	183.9113	132.1472	19.8680	
Normal02_MNI.img	SMG_L	9486	36.2962	174.9306	123.1308	21.0488	
Normal02_MNI.img	SMG_R	8909	43.7187	176.3449	122.6788	20.6761	
Normal02_MNI.img	AG_L	7693	46.9692	173.0350	122.8520	19.9918	
Normal02_MNI.img	AG_R	13065	43.2978	171.1832	118.9118	19.8535	
Normal02_MNI.img	PrCu_L	6234	57.8443	173.8489	123.7042	19.5520	
Normal02_MNI.img	PrCu_R	6403	54.0936	172.3869	124.8538	19.0764	
Normal02_MNI.img	STG_L	12438	31.5289	196.9759	119.5957	23.5500	
Normal02_MNI.img	STG_R	12386	30.0312	169.8416	116.0770	23.6880	
Normal02_MNI.img	STG_L_pole	5856	31.3915	161.0450	113.6188	20.7694	
Normal02_MNI.img	STG_R_pole	5503	19.1714	162.8904	109.8290	22.2809	
Normal02_MNI.img	MTG_L	14940	37.4669	176.8900	117.5882	18.3950	
Normal02_MNI.img	MTG_R	14746	30.7218	167.2495	112.9050	19.1577	
Normal02_MNI.img	MTG_L_pole	2674	46.7299	162.6897	106.8768	17.4196	
Normal02_MNI.img	MTG_R_pole	2373	40.4305	166.1226	109.3872	18.2888	
Normal02_MNI.img	ITG_L	12148	47.6992	178.0241	114.2519	18.1765	
Normal02_MNI.img	ITG_R	13126	50.8744	172.8120	111.9330	17.8828	
Normal02_MNI.img	PHG_L	1216	67.9015	173.6555	122.9167	16.2886	
Normal02_MNI.img	PHG_R	1374	48.7097	176.8396	128.5981	19.8039	
Normal02_MNI.img	ENT_L	891	79.1147	163.0692	121.4870	14.5160	
Normal02_MNI.img	ENT_R	769	83.2527	199.9840	126.5395	15.3070	
Normal02_MNI.img	FuG_L	14345	42.8026	175.6584	119.6368	18.0227	
Normal02_MNI.img	FuG_R	14183	36.6100	169.9613	116.7293	18.7671	
Normal02_MNI.img	SOG_L	2248	69.7190	171.2347	133.5556	17.5274	
Normal02_MNI.img	SOG_R	2304	62.2127	174.2412	131.8258	20.5184	
Normal02_MNI.img	MOG_L	17481	48.7884	180.2849	124.2967	19.5858	
Normal02_MNI.img	MOG_R	15195	45.4706	181.5225	123.7850	19.3959	
Normal02_MNI.img	IOG_L	3482	52.8425	173.3851	128.0058	18.2591	
Normal02_MNI.img	IOG_R	4745	56.9399	174.7300	126.7034	19.2391	
Normal02_MNI.img	Cu_L	6884	33.6032	180.5437	128.1260	23.0071	
Normal02_MNI.img	Cu_R	6782	50.3367	176.1895	125.9138	20.8881	
Normal02_MNI.img	LG_L	8995	39.0495	171.6207	122.9166	20.8426	
Normal02_MNI.img	LG_R	7702	34.9738	184.9786	122.3207	21.8903	
Normal02_MNI.img	rostral_ACC_L	2533	46.0280	160.2375	111.6351	17.7511	
Normal02_MNI.img	rostral_ACC_R	2670	26.5937	169.9354	109.9522	20.2857	
Normal02_MNI.img	subcallosal_ACC_L	342	47.6820	158.6199	111.5707	20.1635	
Normal02_MNI.img	subcallosal_ACC_R	440	23.8290	157.3678	105.1148	23.3451	
Normal02_MNI.img	subgenual_ACC_L	1691	32.1125	170.6108	111.2502	22.6818	
Normal02_MNI.img	subgenual_ACC_R	1611	37.1414	165.3261	107.5549	23.8378	
Normal02_MNI.img	dorsal_ACC_L	11364	28.6899	173.1286	116.9392	21.4364	
Normal02_MNI.img	dorsal_ACC_R	11093	29.7417	169.6144	114.3957	21.4061	
Normal02_MNI.img	PCC_L	7650	25.0375	169.7990	117.4894	21.0407	
Normal02_MNI.img	PCC_R	8509	32.2578	173.0369	114.6454	20.2188	
Normal02_MNI.img	Insula_L	7160	38.7007	171.0270	115.8440	21.6219	
Normal02_MNI.img	Insula_R	7544	25.6330	176.8387	118.7980	23.0789	
Normal02_MNI.img	Amyg_L	1767	83.0563	168.3624	130.2005	10.5334	
Normal02_MNI.img	Amyg_R	2100	36.7489	164.9464	129.6639	12.0967	
Normal02_MNI.img	Hippo_L	4131	49.7679	170.6645	125.0337	15.6002	
Normal02_MNI.img	Hippo_R	4492	48.8369	182.1087	122.4579	16.2662	
Normal02_MNI.img	Caud_L	4680	82.3737	178.0471	135.2068	14.0463	
Normal02_MNI.img	Caud_R	4652	84.7222	181.1549	136.8607	13.0257	
Normal02_MNI.img	Put_L	4197	108.0204	174.5907	149.5557	9.7403	
Normal02_MNI.img	Put_R	4118	107.9385	176.6236	148.8384	8.8777	
Normal02_MNI.img	GP_L	1682	145.9354	191.7992	174.7297	6.7029	
Normal02_MNI.img	GP_R	1703	120.8909	196.1386	173.9815	7.4898	
Normal02_MNI.img	Thalamus_L	5899	94.6253	187.9511	157.7554	13.2422	
Normal02_MNI.img	Thalamus_R	5814	72.1512	191.3185	157.8647	14.5861	
Normal02_MNI.img	HypoThalamus_L	593	90.1371	175.1796	135.1823	17.6313	
Normal02_MNI.img	HypoThalamus_R	687	91.8478	185.0819	144.4055	18.8888	
Normal02_MNI.img	AnteriorBasalForebrain_L	254	128.6517	186.3596	161.1688	12.4105	
Normal02_MNI.img	AnteriorBasalForebrain_R	275	129.7961	192.6058	165.1928	12.6976	
Normal02_MNI.img	NucAccumbens_L	709	99.4494	166.2399	134.8490	9.5368	
Normal02_MNI.img	NucAccumbens_R	833	74.3850	170.1143	138.0098	11.6869	
Normal02_MNI.img	RedNc_L	283	167.2281	188.2806	179.4233	3.9820	
Normal02_MNI.img	RedNc_R	309	168.0090	189.4371	178.4654	4.0289	
Normal02_MNI.img	Snigra_L	329	168.6673	203.9847	183.4059	6.5721	
Normal02_MNI.img	Snigra_R	291	170.9554	199.3853	185.4519	6.0871	
Normal02_MNI.img	CerebellumGM_R	57214	24.8646	175.6526	122.7316	18.4795	
Normal02_MNI.img	CerebellumGM_L	59080	38.3474	184.6722	124.6165	18.7570	
Normal02_MNI.img	CP_L	2338	124.6839	215.4053	175.7455	11.8976	
Normal02_MNI.img	CP_R	2502	124.0952	218.2699	175.9763	12.1314	
Normal02_MNI.img	Midbrain_L	2580	118.5583	203.4376	167.7061	11.3462	
Normal02_MNI.img	Midbrain_R	2668	85.0207	204.6217	163.7302	15.4646	
Normal02_MNI.img	CST_L	2031	148.3203	193.3258	173.9355	5.9966	
Normal02_MNI.img	CST_R	1647	153.7829	190.2866	173.1375	6.1083	
Normal02_MNI.img	SCP_L	903	92.8143	189.0409	159.5184	15.0039	
Normal02_MNI.img	SCP_R	1048	93.2460	188.3779	160.0022	13.3948	
