Gray Images
Image	Object	Pixels	Min	Max	Mean	Std	
Normal04_MNI.img	Pons_R	8358	85.2955	195.7607	166.1545	11.8712	
Normal04_MNI.img	Medulla_L	2042	53.0482	195.0968	139.0539	29.5540	
Normal04_MNI.img	Medulla_R	2698	59.5561	185.5140	140.8290	25.1216	
Normal04_MNI.img	AnteriorWM_L	74766	74.8647	209.8433	168.4393	11.3029	
Normal04_MNI.img	AnteriorWM_R	77844	83.8151	196.7432	169.4562	11.0385	
Normal04_MNI.img	PosteriorWM_L	66545	36.5370	200.5033	168.4897	12.5988	
Normal04_MNI.img	PosteriorWM_R	69686	45.8128	196.8728	167.5626	12.4738	
Normal04_MNI.img	CorpusCallosum_L	12283	98.7569	195.7349	167.2324	12.9486	
Normal04_MNI.img	CorpusCallosum_R	12734	83.1229	200.3630	168.1287	12.8218	
Normal04_MNI.img	InferiorWM_L	50857	62.7181	201.1133	165.7848	13.2515	
Normal04_MNI.img	InferiorWM_R	48692	79.0489	212.1301	165.7580	12.5249	
Normal04_MNI.img	LimbicWM_L	10934	39.9297	205.7406	162.1869	18.5438	
Normal04_MNI.img	LimbicWM_R	11365	37.6510	206.6331	161.5252	17.8592	
Normal04_MNI.img	LateralVentricle_L	11233	20.0751	155.7465	54.9487	26.9765	
Normal04_MNI.img	LateralVentricle_R	8594	15.0033	154.3313	59.0085	28.4048	
Normal04_MNI.img	III_ventricle	2643	20.3879	144.4077	60.6650	26.4148	
Normal04_MNI.img	FrontSul_L	15642	16.8368	111.4298	44.1356	13.5862	
Normal04_MNI.img	FrontSul_R	10357	14.5584	107.5059	44.7136	13.6214	
Normal04_MNI.img	CentralSul_L	2204	23.2059	104.6822	49.9636	13.7485	
Normal04_MNI.img	CentralSul_R	1661	19.1965	113.7748	55.1083	16.8073	
Normal04_MNI.img	SylvianFissureExt_L	8323	21.4861	99.8048	41.6859	10.7930	
Normal04_MNI.img	SylvianFissureExt_R	4743	18.5828	94.4465	45.3307	13.2303	
Normal04_MNI.img	ParietSul_L	8140	17.1168	104.6927	45.6224	13.2303	
Normal04_MNI.img	ParietSul_R	8048	17.3310	111.1242	46.7865	14.9554	
Normal04_MNI.img	CinguSul_L	4861	19.8300	117.2307	49.6560	16.3765	
Normal04_MNI.img	CinguSul_R	4889	17.8663	104.5635	43.5340	13.3255	
Normal04_MNI.img	OcciptSul_L	1300	23.0951	101.6642	55.1277	15.4147	
Normal04_MNI.img	OcciptSul_R	1824	22.0704	129.2335	50.6390	16.1997	
Normal04_MNI.img	TempSul_L	452	22.4338	78.3829	43.4720	11.8054	
Normal04_MNI.img	TempSul_R	410	19.6287	90.7193	50.5511	13.5129	
Normal04_MNI.img	IV_ventricle	2001	20.7376	169.2937	79.0867	30.6708	



Type1-L4 Statistics

Normal04_MNI.img	SFG_L	21415	25.6466	183.8191	116.4379	27.7893	
Normal04_MNI.img	SFG_R	21162	26.2334	181.4532	118.9057	25.5648	
Normal04_MNI.img	MFG_L	19751	23.4267	174.6344	105.3343	29.0421	
Normal04_MNI.img	MFG_R	18277	19.9657	174.9350	108.7079	24.9216	
Normal04_MNI.img	IFG_L	9350	21.5897	169.0993	110.1357	28.1767	
Normal04_MNI.img	IFG_R	8132	28.7276	167.0171	115.9859	23.7883	
Normal04_MNI.img	OG_L	7430	15.9700	180.9906	108.7762	27.4228	
Normal04_MNI.img	OG_R	7530	28.4296	173.9383	110.1354	24.6750	
Normal04_MNI.img	RG_L	4925	24.4111	170.0186	102.1789	31.1611	
Normal04_MNI.img	RG_R	4825	25.4398	178.4928	108.7768	27.5107	
Normal04_MNI.img	PoCG_L	10841	29.8867	173.5172	115.5588	29.5866	
Normal04_MNI.img	PoCG_R	9795	27.9572	215.0352	120.1007	28.8706	
Normal04_MNI.img	PrCG_L	12565	24.7573	185.2750	118.8166	30.3593	
Normal04_MNI.img	PrCG_R	15066	29.2122	177.1458	122.5567	27.9461	
Normal04_MNI.img	SPG_L	7704	34.5938	183.0158	121.5223	27.0891	
Normal04_MNI.img	SPG_R	4606	38.8292	174.3216	123.6173	24.4263	
Normal04_MNI.img	SMG_L	9901	25.3183	171.0810	111.4000	29.6207	
Normal04_MNI.img	SMG_R	7887	28.5720	171.5020	116.5816	25.9348	
Normal04_MNI.img	AG_L	5591	30.2956	168.5532	111.5057	28.4515	
Normal04_MNI.img	AG_R	11725	23.9479	171.1758	109.8665	27.5972	
Normal04_MNI.img	PrCu_L	6072	30.6596	182.1442	114.1609	28.2819	
Normal04_MNI.img	PrCu_R	6093	30.7287	173.4502	115.6377	26.9055	
Normal04_MNI.img	STG_L	19256	21.9070	165.1766	103.1689	29.7408	
Normal04_MNI.img	STG_R	17751	20.2041	165.1642	106.3352	26.5183	
Normal04_MNI.img	MTG_L	14709	21.1581	162.6900	103.4839	26.3492	
Normal04_MNI.img	MTG_R	13839	19.8932	158.2719	104.4999	21.9775	
Normal04_MNI.img	ITG_L	9643	21.2737	162.5246	100.9191	22.1091	
Normal04_MNI.img	ITG_R	10672	25.5524	171.6059	104.9317	21.0791	
Normal04_MNI.img	Limbic_L	1655	39.7495	160.5112	116.4114	18.1832	
Normal04_MNI.img	Limbic_R	2071	59.9266	175.3770	126.5228	18.7266	
Normal04_MNI.img	FuG_L	12221	34.5542	162.9360	110.3940	22.3206	
Normal04_MNI.img	FuG_R	12218	26.7172	162.3359	112.0394	21.4217	
Normal04_MNI.img	SOG_L	2122	45.0763	172.8245	123.3908	23.4144	
Normal04_MNI.img	SOG_R	1692	51.1185	175.0561	124.0710	23.2875	
Normal04_MNI.img	MOG_L	15869	32.5743	176.5822	115.9373	23.9172	
Normal04_MNI.img	MOG_R	17456	27.1947	167.7427	110.3929	22.0775	
Normal04_MNI.img	IOG_L	4581	33.6208	169.6833	115.3396	22.2915	
Normal04_MNI.img	IOG_R	5681	27.6434	160.6873	113.1443	21.2839	
Normal04_MNI.img	Cu_L	6807	28.3708	174.2130	123.6517	25.3334	
Normal04_MNI.img	Cu_R	6186	20.1445	178.8736	115.7586	29.1119	
Normal04_MNI.img	LG_L	9514	30.8199	172.6613	117.8807	23.5108	
Normal04_MNI.img	LG_R	8268	30.6876	171.5986	112.9000	26.8748	
Normal04_MNI.img	Cingulate_L	21223	26.5072	188.2933	113.5802	26.8076	
Normal04_MNI.img	Cingulate_R	22985	21.1530	178.3835	107.9017	28.4814	
Normal04_MNI.img	Insula_L	6584	21.9650	165.8454	109.5569	29.4172	
Normal04_MNI.img	Insula_R	6938	37.0266	176.5399	117.8057	26.2254	
Normal04_MNI.img	Amyg_L	1500	72.3123	172.7138	130.1144	14.1257	
Normal04_MNI.img	Amyg_R	1847	72.9289	167.2226	135.7282	12.4920	
Normal04_MNI.img	Hippo_L	3329	38.0446	165.8457	120.5878	17.6877	
Normal04_MNI.img	Hippo_R	3744	26.4470	166.4125	119.3118	19.7893	
Normal04_MNI.img	Caud_L	3366	76.7947	179.3799	139.1294	14.4134	
Normal04_MNI.img	Caud_R	3569	72.0726	177.2825	137.6280	14.1659	
Normal04_MNI.img	Put_L	3944	96.1976	182.8499	153.3350	9.9135	
Normal04_MNI.img	Put_R	3857	97.0221	181.6983	154.1292	9.0086	
Normal04_MNI.img	GP_L	1372	121.9352	195.6873	170.5147	9.2469	
Normal04_MNI.img	GP_R	1508	141.4395	199.9774	171.6023	7.2709	
Normal04_MNI.img	Thalamus_L	5012	91.0790	188.7507	154.6646	12.8967	
Normal04_MNI.img	Thalamus_R	5128	79.8068	192.0017	153.3367	14.1601	
Normal04_MNI.img	BasalForebrain_L	2990	79.0842	201.4643	153.3831	21.6342	
Normal04_MNI.img	BasalForebrain_R	3270	72.9301	214.6937	153.4790	20.6463	
Normal04_MNI.img	midbrain_L	4774	96.9063	204.5273	169.7581	12.9629	
Normal04_MNI.img	midbrain_R	4888	75.6464	209.0672	168.0955	16.1241	
Normal04_MNI.img	Cerebellum_R	45929	29.8278	179.1010	116.1190	19.6031	
Normal04_MNI.img	Cerebellum_L	46880	32.4979	185.4770	117.4786	21.6804	
Normal04_MNI.img	Pons_L	7523	89.3040	218.2846	167.5822	13.5962	
Normal04_MNI.img	Pons_R	8358	85.2955	195.7607	166.1545	11.8712	
Normal04_MNI.img	Medulla_L	2042	53.0482	195.0968	139.0539	29.5540	
Normal04_MNI.img	Medulla_R	2698	59.5561	185.5140	140.8290	25.1216	
Normal04_MNI.img	ant_DPWM_L	25444	91.5394	194.2866	172.1757	6.1001	
Normal04_MNI.img	ant_DPWM_R	25656	120.9528	194.4001	173.1538	5.7236	
Normal04_MNI.img	post_DPWM_L	5046	107.5179	187.4936	170.2185	9.1437	
Normal04_MNI.img	post_DPWM_R	4107	126.5347	186.2424	171.2543	6.0231	
Normal04_MNI.img	GCC_L	2220	98.7569	190.8696	168.6027	12.0574	
Normal04_MNI.img	GCC_R	2406	105.5238	189.3487	168.8137	11.1095	
Normal04_MNI.img	BCC_L	3480	101.0182	193.2860	167.4898	13.4005	
Normal04_MNI.img	BCC_R	3299	83.1229	200.3630	169.4312	15.1599	
Normal04_MNI.img	SCC_L	6583	100.4182	195.7349	166.6343	12.9561	
Normal04_MNI.img	SCC_R	7029	96.5041	193.1163	167.2829	12.0850	
Normal04_MNI.img	PVA_posterior_L	881	42.7446	184.0193	129.1469	26.4969	
Normal04_MNI.img	PVA_posterior_R	836	45.8128	175.3862	130.3601	23.9885	
Normal04_MNI.img	ALIC_L	1925	133.6102	195.4372	174.3975	9.7851	
Normal04_MNI.img	ALIC_R	1980	108.7300	212.1301	174.4556	10.4495	
Normal04_MNI.img	PLIC_L	2904	143.8568	197.3646	172.6324	8.0979	
Normal04_MNI.img	PLIC_R	2819	138.1960	203.9713	171.9681	8.6651	
Normal04_MNI.img	inf_DPWM_L	19207	62.7181	198.8935	169.1604	11.6073	
Normal04_MNI.img	inf_DPWM_R	17114	109.6197	194.0587	169.5403	9.7422	
Normal04_MNI.img	CGC_L	2752	110.9625	196.3196	168.0670	11.7393	
Normal04_MNI.img	CGC_R	2551	121.7012	199.4650	168.6045	12.6188	
Normal04_MNI.img	CGH_L	1460	125.4530	194.4951	162.3730	11.9582	
Normal04_MNI.img	CGH_R	1691	108.8712	206.6331	163.5257	11.3828	
Normal04_MNI.img	Fx/ST_L	1411	40.8970	196.1862	160.8817	18.3899	
Normal04_MNI.img	Fx/ST_R	1296	82.4364	192.4247	160.8171	16.1253	
Normal04_MNI.img	Fx_L	727	39.9297	205.7406	123.3432	35.8305	
Normal04_MNI.img	Fx_R	865	37.6510	199.6647	128.4452	33.1063	
Normal04_MNI.img	PeripheralParietalWM_L	32489	36.5370	200.5033	169.8591	11.4882	
Normal04_MNI.img	PeripheralParietalWM_R	32477	122.8114	194.4174	169.8394	10.5604	
Normal04_MNI.img	AnteriorLateralVentricle_L	7404	20.0751	151.1949	50.9237	25.1936	
Normal04_MNI.img	PosteriorLateralVentricle_L	2727	21.0438	154.6659	57.1324	26.5327	
Normal04_MNI.img	InferiorLateralVentricle_L	1102	21.9195	155.7465	76.5876	28.6802	
Normal04_MNI.img	AnteriorLateralVentricle_R	5300	17.8504	147.4501	55.1369	27.0184	
Normal04_MNI.img	PosteriorLateralVentricle_R	2570	15.0033	153.5365	59.5351	27.9814	
Normal04_MNI.img	InferiorLateralVentricle_R	724	22.1980	154.3313	85.4813	25.3478	
Normal04_MNI.img	III_ventricle	2643	20.3879	144.4077	60.6650	26.4148	
Normal04_MNI.img	PVA_anterior_L	974	74.8647	172.0155	140.5626	18.3995	
Normal04_MNI.img	PVA_anterior_R	813	87.7993	170.4024	139.4685	17.4754	
Normal04_MNI.img	PeripheralFrontalWM_L	48348	86.2602	209.8433	167.0345	12.0907	
Normal04_MNI.img	PeripheralFrontalWM_R	51375	83.8151	196.7432	168.0843	11.8530	
Normal04_MNI.img	PeripheralTemporalWM_L	26509	94.3268	201.1133	162.3248	13.3370	
Normal04_MNI.img	PeripheralTemporalWM_R	26460	95.2637	196.4967	162.3704	12.7772	
Normal04_MNI.img	PeripheralOccipitalWM_L	28441	95.3724	199.0965	167.4710	12.2344	
Normal04_MNI.img	PeripheralOccipitalWM_R	32585	92.2352	196.8728	165.4633	13.0648	
Normal04_MNI.img	PeripheralCingulateWM_L	4584	110.6087	190.3337	165.1596	10.7151	
Normal04_MNI.img	PeripheralCingulateWM_R	4962	121.7745	187.7935	163.1554	11.1736	
Normal04_MNI.img	CerebellumWM_R	11037	116.2334	191.3936	165.6551	10.8300	
Normal04_MNI.img	CerebellumWM_L	10632	125.2228	203.8233	169.5958	11.4383	
Normal04_MNI.img	FrontSul_L	15642	16.8368	111.4298	44.1356	13.5862	
Normal04_MNI.img	FrontSul_R	10357	14.5584	107.5059	44.7136	13.6214	
Normal04_MNI.img	CentralSul_L	2204	23.2059	104.6822	49.9636	13.7485	
Normal04_MNI.img	CentralSul_R	1661	19.1965	113.7748	55.1083	16.8073	
Normal04_MNI.img	SylFrontSul_L	4341	21.7439	99.8048	41.1507	11.0447	
Normal04_MNI.img	SylFrontSul_R	2679	18.5828	94.4465	47.2950	13.8703	
Normal04_MNI.img	SylTempSul_L	3684	22.2467	79.2319	41.6929	9.3903	
Normal04_MNI.img	SylTempSul_R	2013	21.1636	88.5788	42.7115	11.9030	
Normal04_MNI.img	SylParieSul_L	298	21.4861	92.8007	49.3957	17.9670	
Normal04_MNI.img	SylParieSul_R	51	23.5890	66.6679	45.5312	10.3549	
Normal04_MNI.img	ParietSul_L	8140	17.1168	104.6927	45.6224	13.2303	
Normal04_MNI.img	ParietSul_R	8048	17.3310	111.1242	46.7865	14.9554	
Normal04_MNI.img	CinguSul_L	4861	19.8300	117.2307	49.6560	16.3765	
Normal04_MNI.img	CinguSul_R	4889	17.8663	104.5635	43.5340	13.3255	
Normal04_MNI.img	OcciptSul_L	1300	23.0951	101.6642	55.1277	15.4147	
Normal04_MNI.img	OcciptSul_R	1824	22.0704	129.2335	50.6390	16.1997	
Normal04_MNI.img	TempSul_L	452	22.4338	78.3829	43.4720	11.8054	
Normal04_MNI.img	TempSul_R	410	19.6287	90.7193	50.5511	13.5129	
Normal04_MNI.img	Caudate_tail_L	320	77.3145	166.8830	124.9773	19.2439	
Normal04_MNI.img	Caudate_tail_R	360	74.2906	160.8584	131.5947	15.1281	
Normal04_MNI.img	IV_ventricle	2001	20.7376	169.2937	79.0867	30.6708	



Type1-L5 Statistics

Normal04_MNI.img	SFG_L	9266	32.5539	181.0785	120.7637	27.1607	
Normal04_MNI.img	SFG_R	8317	38.9821	172.3230	123.2596	24.0873	
Normal04_MNI.img	SFG_PFC_L	9377	25.6466	183.8191	113.3628	27.3900	
Normal04_MNI.img	SFG_PFC_R	9258	26.2334	181.4532	116.0286	25.7498	
Normal04_MNI.img	SFG_pole_L	2772	27.6735	179.1933	112.3803	29.1764	
Normal04_MNI.img	SFG_pole_R	3587	30.3695	180.9156	116.2361	26.9578	
Normal04_MNI.img	MFG_L	8341	23.4267	174.6344	110.8197	28.7119	
Normal04_MNI.img	MFG_R	7929	19.9657	174.9350	112.1674	25.2858	
Normal04_MNI.img	MFG_DPFC_L	11410	25.1008	158.3587	101.3243	28.6236	
Normal04_MNI.img	MFG_DPFC_R	10348	23.5507	163.3254	106.0572	24.3080	
Normal04_MNI.img	IFG_opercularis_L	3395	23.3731	161.3472	108.8264	27.6888	
Normal04_MNI.img	IFG_opercularis_R	2961	42.4736	161.6865	117.4396	22.7120	
Normal04_MNI.img	IFG_orbitalis_L	2952	21.5897	169.0993	111.1043	29.6466	
Normal04_MNI.img	IFG_orbitalis_R	2218	30.3517	167.0171	115.8681	24.2778	
Normal04_MNI.img	IFG_triangularis_L	3003	35.0999	166.5264	110.6638	27.1670	
Normal04_MNI.img	IFG_triangularis_R	2953	28.7276	162.6609	114.6168	24.3800	
Normal04_MNI.img	LFOG_L	3994	15.9700	171.4045	107.2733	28.7186	
Normal04_MNI.img	LFOG_R	3899	28.4296	167.4201	109.8355	25.6116	
Normal04_MNI.img	MFOG_L	3436	25.4955	180.9906	110.5231	25.7248	
Normal04_MNI.img	MFOG_R	3631	32.6413	173.9383	110.4574	23.6237	
Normal04_MNI.img	RG_L	4925	24.4111	170.0186	102.1789	31.1611	
Normal04_MNI.img	RG_R	4825	25.4398	178.4928	108.7768	27.5107	
Normal04_MNI.img	PoCG_L	10841	29.8867	173.5172	115.5588	29.5866	
Normal04_MNI.img	PoCG_R	9795	27.9572	215.0352	120.1007	28.8706	
Normal04_MNI.img	PrCG_L	12565	24.7573	185.2750	118.8166	30.3593	
Normal04_MNI.img	PrCG_R	15066	29.2122	177.1458	122.5567	27.9461	
Normal04_MNI.img	SPG_L	7704	34.5938	183.0158	121.5223	27.0891	
Normal04_MNI.img	SPG_R	4606	38.8292	174.3216	123.6173	24.4263	
Normal04_MNI.img	SMG_L	9901	25.3183	171.0810	111.4000	29.6207	
Normal04_MNI.img	SMG_R	7887	28.5720	171.5020	116.5816	25.9348	
Normal04_MNI.img	AG_L	5591	30.2956	168.5532	111.5057	28.4515	
Normal04_MNI.img	AG_R	11725	23.9479	171.1758	109.8665	27.5972	
Normal04_MNI.img	PrCu_L	6072	30.6596	182.1442	114.1609	28.2819	
Normal04_MNI.img	PrCu_R	6093	30.7287	173.4502	115.6377	26.9055	
Normal04_MNI.img	STG_L	13799	21.9070	165.1766	103.9148	31.4020	
Normal04_MNI.img	STG_R	12048	20.2041	165.1642	107.3564	27.3932	
Normal04_MNI.img	STG_L_pole	5457	25.7921	158.5581	101.2829	24.9543	
Normal04_MNI.img	STG_R_pole	5703	29.3512	156.8201	104.1779	24.4278	
Normal04_MNI.img	MTG_L	12546	21.1581	162.6900	103.6489	27.4106	
Normal04_MNI.img	MTG_R	12126	25.3898	158.2142	104.5343	21.9851	
Normal04_MNI.img	MTG_L_pole	2163	35.8456	158.4821	102.5268	19.0328	
Normal04_MNI.img	MTG_R_pole	1713	19.8932	158.2719	104.2560	21.9225	
Normal04_MNI.img	ITG_L	9643	21.2737	162.5246	100.9191	22.1091	
Normal04_MNI.img	ITG_R	10672	25.5524	171.6059	104.9317	21.0791	
Normal04_MNI.img	PHG_L	1009	39.7495	160.5112	116.7131	19.9562	
Normal04_MNI.img	PHG_R	1195	59.9266	175.2703	125.5788	20.1603	
Normal04_MNI.img	ENT_L	646	70.7695	156.2636	115.9400	14.9884	
Normal04_MNI.img	ENT_R	876	75.3900	175.3770	127.8105	16.4851	
Normal04_MNI.img	FuG_L	12221	34.5542	162.9360	110.3940	22.3206	
Normal04_MNI.img	FuG_R	12218	26.7172	162.3359	112.0394	21.4217	
Normal04_MNI.img	SOG_L	2122	45.0763	172.8245	123.3908	23.4144	
Normal04_MNI.img	SOG_R	1692	51.1185	175.0561	124.0710	23.2875	
Normal04_MNI.img	MOG_L	15869	32.5743	176.5822	115.9373	23.9172	
Normal04_MNI.img	MOG_R	17456	27.1947	167.7427	110.3929	22.0775	
Normal04_MNI.img	IOG_L	4581	33.6208	169.6833	115.3396	22.2915	
Normal04_MNI.img	IOG_R	5681	27.6434	160.6873	113.1443	21.2839	
Normal04_MNI.img	Cu_L	6807	28.3708	174.2130	123.6517	25.3334	
Normal04_MNI.img	Cu_R	6186	20.1445	178.8736	115.7586	29.1119	
Normal04_MNI.img	LG_L	9514	30.8199	172.6613	117.8807	23.5108	
Normal04_MNI.img	LG_R	8268	30.6876	171.5986	112.9000	26.8748	
Normal04_MNI.img	rostral_ACC_L	2193	26.5072	162.7945	107.1617	26.8187	
Normal04_MNI.img	rostral_ACC_R	1938	21.1530	157.3905	94.0726	29.9576	
Normal04_MNI.img	subcallosal_ACC_L	286	58.2166	164.6026	112.5987	23.2322	
Normal04_MNI.img	subcallosal_ACC_R	554	32.4821	152.5303	99.2706	28.2670	
Normal04_MNI.img	subgenual_ACC_L	1758	28.9929	188.2933	108.5461	29.6360	
Normal04_MNI.img	subgenual_ACC_R	1727	24.9952	178.3835	97.2174	30.9471	
Normal04_MNI.img	dorsal_ACC_L	10577	28.3418	174.3687	113.5034	27.5736	
Normal04_MNI.img	dorsal_ACC_R	9507	21.5762	167.1742	109.0474	28.7327	
Normal04_MNI.img	PCC_L	6409	40.7675	173.9600	117.3280	24.0573	
Normal04_MNI.img	PCC_R	9259	30.7546	166.5322	112.1293	25.8217	
Normal04_MNI.img	Insula_L	6584	21.9650	165.8454	109.5569	29.4172	
Normal04_MNI.img	Insula_R	6938	37.0266	176.5399	117.8057	26.2254	
Normal04_MNI.img	Amyg_L	1500	72.3123	172.7138	130.1144	14.1257	
Normal04_MNI.img	Amyg_R	1847	72.9289	167.2226	135.7282	12.4920	
Normal04_MNI.img	Hippo_L	3312	38.0446	165.8457	120.4741	17.6592	
Normal04_MNI.img	Hippo_R	3717	26.4470	166.4125	119.1332	19.7441	
Normal04_MNI.img	Caud_L	3366	76.7947	179.3799	139.1294	14.4134	
Normal04_MNI.img	Caud_R	3569	72.0726	177.2825	137.6280	14.1659	
Normal04_MNI.img	Put_L	3944	96.1976	182.8499	153.3350	9.9135	
Normal04_MNI.img	Put_R	3857	97.0221	181.6983	154.1292	9.0086	
Normal04_MNI.img	GP_L	1372	121.9352	195.6873	170.5147	9.2469	
Normal04_MNI.img	GP_R	1508	141.4395	199.9774	171.6023	7.2709	
Normal04_MNI.img	Thalamus_L	5012	91.0790	188.7507	154.6646	12.8967	
Normal04_MNI.img	Thalamus_R	5128	79.8068	192.0017	153.3367	14.1601	
Normal04_MNI.img	HypoThalamus_L	581	86.4063	183.4168	139.5529	19.0206	
Normal04_MNI.img	HypoThalamus_R	659	89.0660	194.6529	147.1051	18.4068	
Normal04_MNI.img	AnteriorBasalForebrain_L	217	121.7351	196.6071	165.0162	15.1698	
Normal04_MNI.img	AnteriorBasalForebrain_R	301	116.9122	188.1995	163.8723	14.7849	
Normal04_MNI.img	NucAccumbens_L	569	113.3333	179.1018	146.0089	10.3315	
Normal04_MNI.img	NucAccumbens_R	661	95.0185	173.5855	140.0685	11.6322	
Normal04_MNI.img	RedNc_L	260	168.1195	192.8370	179.4325	4.0891	
Normal04_MNI.img	RedNc_R	217	166.2223	187.7279	177.9292	3.5547	
Normal04_MNI.img	Snigra_L	335	161.2765	193.0861	180.2971	4.6748	
Normal04_MNI.img	Snigra_R	241	159.1124	203.6530	182.6655	6.7666	
Normal04_MNI.img	CerebellumGM_R	45929	29.8278	179.1010	116.1190	19.6031	
Normal04_MNI.img	CerebellumGM_L	46880	32.4979	185.4770	117.4786	21.6804	
Normal04_MNI.img	CP_L	1901	97.6069	204.5273	172.3573	12.1928	
Normal04_MNI.img	CP_R	2070	90.9455	209.0672	173.0165	14.6435	
Normal04_MNI.img	Midbrain_L	2278	96.9063	195.0818	164.9350	12.9250	
Normal04_MNI.img	Midbrain_R	2360	75.6464	196.3776	161.3871	15.7399	
Normal04_MNI.img	CST_L	1674	130.9889	211.3156	171.8054	7.9962	
Normal04_MNI.img	CST_R	1506	118.9687	194.7942	171.1370	7.8396	
Normal04_MNI.img	SCP_L	719	89.3040	193.4287	155.6648	15.3758	
Normal04_MNI.img	SCP_R	792	96.1995	184.3096	154.7193	12.9893	
