Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
Normal04.img	AnteriorWM_R	83232	353.0000	1452.0000	1066.7216	110.7908	
Normal04.img	PosteriorWM_L	71065	143.0000	1742.0000	1124.5756	168.5049	
Normal04.img	PosteriorWM_R	74238	165.0000	1730.0000	1211.0227	157.8484	
Normal04.img	CorpusCallosum_L	13049	250.0000	1191.0000	948.5203	99.4691	
Normal04.img	CorpusCallosum_R	13591	257.0000	1269.0000	994.0316	111.2344	
Normal04.img	InferiorWM_L	54280	212.0000	1476.0000	931.1105	160.2007	
Normal04.img	InferiorWM_R	52098	305.0000	1581.0000	1031.7875	154.9238	
Normal04.img	LimbicWM_L	11632	119.0000	1287.0000	910.0402	160.4335	
Normal04.img	LimbicWM_R	11959	116.0000	1307.0000	955.8885	161.6469	
Normal04.img	LateralVentricle_L	12028	61.0000	1052.0000	287.5721	167.3732	
Normal04.img	LateralVentricle_R	9202	61.0000	1122.0000	332.8686	189.8748	
Normal04.img	III_ventricle	2791	63.0000	891.0000	283.5525	146.5939	
Normal04.img	FrontSul_L	16591	58.0000	812.0000	248.4172	96.3384	
Normal04.img	FrontSul_R	10994	81.0000	849.0000	272.0477	111.7615	
Normal04.img	CentralSul_L	2332	83.0000	834.0000	268.3976	106.4169	
Normal04.img	CentralSul_R	1760	75.0000	905.0000	335.8969	140.4141	
Normal04.img	SylvianFissureExt_L	8791	71.0000	779.0000	211.9532	76.8067	
Normal04.img	SylvianFissureExt_R	5118	80.0000	812.0000	276.1364	108.4315	
Normal04.img	ParietSul_L	8772	79.0000	926.0000	305.8145	117.7317	
Normal04.img	ParietSul_R	8653	87.0000	1041.0000	330.6739	141.4400	
Normal04.img	CinguSul_L	5163	81.0000	771.0000	280.2813	116.1956	
Normal04.img	CinguSul_R	5229	54.0000	877.0000	248.5019	100.2353	
Normal04.img	OcciptSul_L	1363	136.0000	1164.0000	424.9450	165.5119	
Normal04.img	OcciptSul_R	1949	110.0000	1120.0000	374.2377	150.8106	
Normal04.img	TempSul_L	481	102.0000	719.0000	266.9956	96.6273	
Normal04.img	TempSul_R	447	111.0000	805.0000	376.8369	132.0126	
Normal04.img	IV_ventricle	2127	71.0000	704.0000	302.2054	136.8635	



Type1-L4 Statistics

Normal04.img	SFG_L	22943	109.0000	1295.0000	674.8786	186.0528	
Normal04.img	SFG_R	22520	129.0000	1339.0000	735.4961	184.0173	
Normal04.img	MFG_L	21059	89.0000	1120.0000	622.6227	190.1443	
Normal04.img	MFG_R	19647	110.0000	1364.0000	785.8361	205.9669	
Normal04.img	IFG_L	9996	105.0000	1027.0000	595.7339	170.2816	
Normal04.img	IFG_R	8640	126.0000	1379.0000	808.8070	191.2680	
Normal04.img	OG_L	7911	60.0000	1270.0000	636.5747	206.2387	
Normal04.img	OG_R	8020	109.0000	1361.0000	716.2637	210.0792	
Normal04.img	RG_L	5259	94.0000	1136.0000	609.3903	210.4150	
Normal04.img	RG_R	5139	104.0000	1469.0000	668.4665	198.9198	
Normal04.img	PoCG_L	11605	94.0000	1199.0000	695.9838	213.4196	
Normal04.img	PoCG_R	10520	119.0000	2268.0000	843.1936	245.7279	
Normal04.img	PrCG_L	13399	106.0000	1084.0000	645.2899	188.8459	
Normal04.img	PrCG_R	16131	128.0000	1238.0000	782.1311	204.2088	
Normal04.img	SPG_L	8181	132.0000	1410.0000	860.4337	228.1620	
Normal04.img	SPG_R	4889	186.0000	1452.0000	938.2766	217.9829	
Normal04.img	SMG_L	10526	109.0000	1391.0000	760.9763	241.3991	
Normal04.img	SMG_R	8398	149.0000	1837.0000	943.1369	256.5390	
Normal04.img	AG_L	5950	105.0000	1487.0000	882.6733	260.6569	
Normal04.img	AG_R	12555	139.0000	1699.0000	961.8429	292.4563	
Normal04.img	PrCu_L	6533	150.0000	1341.0000	802.1984	224.4246	
Normal04.img	PrCu_R	6506	185.0000	1384.0000	830.2262	221.9065	
Normal04.img	STG_L	20577	80.0000	1408.0000	592.7433	220.6691	
Normal04.img	STG_R	18846	81.0000	1559.0000	735.2705	246.3399	
Normal04.img	MTG_L	15705	99.0000	1458.0000	690.4817	238.5720	
Normal04.img	MTG_R	14792	73.0000	1678.0000	823.6393	226.2852	
Normal04.img	ITG_L	10333	91.0000	1218.0000	597.8732	170.5593	
Normal04.img	ITG_R	11436	113.0000	1192.0000	674.7993	167.9980	
Normal04.img	Limbic_L	1739	163.0000	824.0000	541.1802	96.5522	
Normal04.img	Limbic_R	2222	128.0000	975.0000	598.7778	107.5852	
Normal04.img	FuG_L	13089	94.0000	1142.0000	620.7941	166.8330	
Normal04.img	FuG_R	13027	102.0000	1112.0000	632.9381	151.5690	
Normal04.img	SOG_L	2319	227.0000	1616.0000	1005.5387	244.9027	
Normal04.img	SOG_R	1820	246.0000	1528.0000	1012.3142	231.9812	
Normal04.img	MOG_L	16944	156.0000	1543.0000	973.9405	228.7472	
Normal04.img	MOG_R	18624	196.0000	1624.0000	984.0426	228.4319	
Normal04.img	IOG_L	4885	200.0000	1459.0000	894.7189	202.5826	
Normal04.img	IOG_R	6035	195.0000	1481.0000	882.6515	190.3160	
Normal04.img	Cu_L	7205	137.0000	1530.0000	902.2796	237.8544	
Normal04.img	Cu_R	6652	85.0000	1556.0000	848.2608	265.1520	
Normal04.img	LG_L	10112	110.0000	1163.0000	690.0735	172.2894	
Normal04.img	LG_R	8854	107.0000	1138.0000	667.3198	187.7030	
Normal04.img	Cingulate_L	22655	75.0000	1223.0000	664.0563	183.1102	
Normal04.img	Cingulate_R	24636	65.0000	1229.0000	652.6412	200.6553	
Normal04.img	Insula_L	7141	94.0000	891.0000	528.7755	156.8092	
Normal04.img	Insula_R	7386	98.0000	1080.0000	673.9577	164.5477	
Normal04.img	Amyg_L	1581	221.0000	867.0000	577.3596	71.3118	
Normal04.img	Amyg_R	1979	287.0000	867.0000	624.3801	68.9145	
Normal04.img	Hippo_L	3583	151.0000	982.0000	579.1922	110.7356	
Normal04.img	Hippo_R	3968	127.0000	1020.0000	613.4155	125.2618	
Normal04.img	Caud_L	3570	291.0000	958.0000	721.5594	82.4802	
Normal04.img	Caud_R	3744	371.0000	1074.0000	777.6703	87.1585	
Normal04.img	Put_L	4203	370.0000	944.0000	730.0502	63.0234	
Normal04.img	Put_R	4172	425.0000	1050.0000	824.4938	70.3853	
Normal04.img	GP_L	1444	364.0000	946.0000	802.2264	53.0876	
Normal04.img	GP_R	1644	577.0000	1065.0000	886.7882	50.3329	
Normal04.img	Thalamus_L	5347	238.0000	995.0000	757.5200	72.3172	
Normal04.img	Thalamus_R	5463	251.0000	1027.0000	788.4582	85.3162	
Normal04.img	BasalForebrain_L	3233	243.0000	1010.0000	722.2117	117.1475	
Normal04.img	BasalForebrain_R	3534	322.0000	1100.0000	756.4057	119.0926	
Normal04.img	midbrain_L	5079	242.0000	959.0000	778.4384	73.0350	
Normal04.img	midbrain_R	5286	185.0000	1038.0000	794.9118	101.8862	
Normal04.img	Cerebellum_R	48985	93.0000	897.0000	570.6534	110.3070	
Normal04.img	Cerebellum_L	50102	96.0000	978.0000	574.5704	121.1284	
Normal04.img	Pons_L	8037	237.0000	923.0000	697.6988	66.8520	
Normal04.img	Pons_R	8897	143.0000	894.0000	701.3894	67.2328	
Normal04.img	Medulla_L	2175	121.0000	767.0000	521.5500	97.1116	
Normal04.img	Medulla_R	2896	91.0000	734.0000	532.5322	81.0582	
Normal04.img	ant_DPWM_L	27304	403.0000	1217.0000	946.4312	66.5649	
Normal04.img	ant_DPWM_R	27438	585.0000	1353.0000	1062.7383	73.5852	
Normal04.img	post_DPWM_L	5352	568.0000	1291.0000	1018.0091	70.9004	
Normal04.img	post_DPWM_R	4380	881.0000	1300.0000	1118.2237	62.5556	
Normal04.img	GCC_L	2382	329.0000	1123.0000	954.1506	86.9165	
Normal04.img	GCC_R	2544	418.0000	1180.0000	996.5638	83.8239	
Normal04.img	BCC_L	3681	250.0000	1058.0000	885.8670	87.9538	
Normal04.img	BCC_R	3532	257.0000	1176.0000	921.1774	105.1435	
Normal04.img	SCC_L	6987	365.0000	1191.0000	979.6113	93.7182	
Normal04.img	SCC_R	7516	360.0000	1269.0000	1027.4035	105.7944	
Normal04.img	PVA_posterior_L	975	143.0000	1091.0000	737.7089	197.0468	
Normal04.img	PVA_posterior_R	902	165.0000	1199.0000	807.5965	204.3795	
Normal04.img	ALIC_L	2036	610.0000	1018.0000	871.9824	55.9957	
Normal04.img	ALIC_R	2090	550.0000	1227.0000	949.0505	67.6504	
Normal04.img	PLIC_L	3075	671.0000	976.0000	846.2988	43.5711	
Normal04.img	PLIC_R	3001	650.0000	1112.0000	927.6724	51.9978	
Normal04.img	inf_DPWM_L	20462	212.0000	1415.0000	968.2129	164.5020	
Normal04.img	inf_DPWM_R	18302	502.0000	1397.0000	1041.0888	131.4090	
Normal04.img	CGC_L	2927	515.0000	1141.0000	945.5359	82.3481	
Normal04.img	CGC_R	2650	568.0000	1201.0000	984.4606	91.4962	
Normal04.img	CGH_L	1576	485.0000	1131.0000	819.8333	113.3898	
Normal04.img	CGH_R	1770	586.0000	1121.0000	852.9750	96.4968	
Normal04.img	Fx/ST_L	1445	119.0000	1064.0000	802.8380	115.8181	
Normal04.img	Fx/ST_R	1379	317.0000	1091.0000	883.9962	107.4914	
Normal04.img	Fx_L	813	154.0000	1075.0000	628.2649	226.5614	
Normal04.img	Fx_R	894	116.0000	1046.0000	670.8442	204.4822	
Normal04.img	PeripheralParietalWM_L	34701	251.0000	1540.0000	1086.6282	136.3260	
Normal04.img	PeripheralParietalWM_R	34588	687.0000	1730.0000	1216.6816	133.1916	
Normal04.img	AnteriorLateralVentricle_L	7970	66.0000	980.0000	262.6796	154.2501	
Normal04.img	PosteriorLateralVentricle_L	2915	69.0000	1052.0000	323.8505	177.5922	
Normal04.img	InferiorLateralVentricle_L	1145	61.0000	1037.0000	368.5401	184.9518	
Normal04.img	AnteriorLateralVentricle_R	5708	61.0000	978.0000	297.6637	170.7160	
Normal04.img	PosteriorLateralVentricle_R	2732	77.0000	1122.0000	371.3776	207.2508	
Normal04.img	InferiorLateralVentricle_R	762	92.0000	1031.0000	458.6177	180.7623	
Normal04.img	III_ventricle	2791	63.0000	891.0000	283.5525	146.5939	
Normal04.img	PVA_anterior_L	969	381.0000	1010.0000	770.7571	119.0184	
Normal04.img	PVA_anterior_R	899	353.0000	1114.0000	823.1338	132.1845	
Normal04.img	PeripheralFrontalWM_L	51624	414.0000	1333.0000	931.3343	105.9079	
Normal04.img	PeripheralFrontalWM_R	54896	426.0000	1452.0000	1072.6998	120.8438	
Normal04.img	PeripheralTemporalWM_L	28337	261.0000	1476.0000	919.2721	162.6966	
Normal04.img	PeripheralTemporalWM_R	28357	322.0000	1581.0000	1044.5727	172.4227	
Normal04.img	PeripheralOccipitalWM_L	30410	426.0000	1742.0000	1195.2647	176.3453	
Normal04.img	PeripheralOccipitalWM_R	34719	467.0000	1680.0000	1224.3980	172.9427	
Normal04.img	PeripheralCingulateWM_L	4872	463.0000	1287.0000	996.6612	114.6643	
Normal04.img	PeripheralCingulateWM_R	5268	605.0000	1307.0000	1043.2557	123.0137	
Normal04.img	CerebellumWM_R	11798	341.0000	952.0000	725.2771	67.0988	
Normal04.img	CerebellumWM_L	11300	365.0000	1000.0000	733.3607	69.9883	
Normal04.img	FrontSul_L	16591	58.0000	812.0000	248.4172	96.3384	
Normal04.img	FrontSul_R	10994	81.0000	849.0000	272.0477	111.7615	
Normal04.img	CentralSul_L	2332	83.0000	834.0000	268.3976	106.4169	
Normal04.img	CentralSul_R	1760	75.0000	905.0000	335.8969	140.4141	
Normal04.img	SylFrontSul_L	4561	71.0000	587.0000	200.5220	64.5346	
Normal04.img	SylFrontSul_R	2924	80.0000	812.0000	283.2893	107.8107	
Normal04.img	SylTempSul_L	3909	76.0000	612.0000	213.3616	67.9011	
Normal04.img	SylTempSul_R	2134	96.0000	749.0000	264.3505	107.5997	
Normal04.img	SylParieSul_L	322	125.0000	779.0000	356.9016	152.5201	
Normal04.img	SylParieSul_R	61	118.0000	623.0000	346.6189	110.8315	
Normal04.img	ParietSul_L	8772	79.0000	926.0000	305.8145	117.7317	
Normal04.img	ParietSul_R	8653	87.0000	1041.0000	330.6739	141.4400	
Normal04.img	CinguSul_L	5163	81.0000	771.0000	280.2813	116.1956	
Normal04.img	CinguSul_R	5229	54.0000	877.0000	248.5019	100.2353	
Normal04.img	OcciptSul_L	1363	136.0000	1164.0000	424.9450	165.5119	
Normal04.img	OcciptSul_R	1949	110.0000	1120.0000	374.2377	150.8106	
Normal04.img	TempSul_L	481	102.0000	719.0000	266.9956	96.6273	
Normal04.img	TempSul_R	447	111.0000	805.0000	376.8369	132.0126	
Normal04.img	Caudate_tail_L	359	311.0000	972.0000	627.1235	129.0115	
Normal04.img	Caudate_tail_R	372	392.0000	1047.0000	728.2443	109.6470	
Normal04.img	IV_ventricle	2127	71.0000	704.0000	302.2054	136.8635	



Type1-L5 Statistics

Normal04.img	SFG_L	9925	120.0000	978.0000	636.2028	158.3134	
Normal04.img	SFG_R	8860	143.0000	1052.0000	697.6612	153.1265	
Normal04.img	SFG_PFC_L	10090	109.0000	1185.0000	680.1590	186.1025	
Normal04.img	SFG_PFC_R	9830	129.0000	1233.0000	724.4929	179.1279	
Normal04.img	SFG_pole_L	2929	164.0000	1295.0000	787.7440	221.3995	
Normal04.img	SFG_pole_R	3831	161.0000	1339.0000	851.2349	213.2804	
Normal04.img	MFG_L	8865	89.0000	970.0000	599.3375	169.4919	
Normal04.img	MFG_R	8462	110.0000	1189.0000	743.2266	185.4981	
Normal04.img	MFG_DPFC_L	12195	98.0000	1120.0000	639.5498	202.1719	
Normal04.img	MFG_DPFC_R	11185	146.0000	1364.0000	818.0714	214.6431	
Normal04.img	IFG_opercularis_L	3573	105.0000	863.0000	562.6962	156.4471	
Normal04.img	IFG_opercularis_R	3181	186.0000	1246.0000	791.8883	173.3674	
Normal04.img	IFG_orbitalis_L	3204	120.0000	1027.0000	616.3240	183.3026	
Normal04.img	IFG_orbitalis_R	2329	126.0000	1379.0000	830.3139	205.2754	
Normal04.img	IFG_triangularis_L	3220	153.0000	991.0000	611.9037	165.9412	
Normal04.img	IFG_triangularis_R	3131	150.0000	1241.0000	809.9997	196.0806	
Normal04.img	LFOG_L	4287	60.0000	1231.0000	600.1235	190.0374	
Normal04.img	LFOG_R	4176	109.0000	1305.0000	702.6140	205.1438	
Normal04.img	MFOG_L	3624	107.0000	1270.0000	679.6880	216.0966	
Normal04.img	MFOG_R	3845	170.0000	1361.0000	731.0892	214.3290	
Normal04.img	RG_L	5259	94.0000	1136.0000	609.3903	210.4150	
Normal04.img	RG_R	5139	104.0000	1469.0000	668.4665	198.9198	
Normal04.img	PoCG_L	11605	94.0000	1199.0000	695.9838	213.4196	
Normal04.img	PoCG_R	10520	119.0000	2268.0000	843.1936	245.7279	
Normal04.img	PrCG_L	13399	106.0000	1084.0000	645.2899	188.8459	
Normal04.img	PrCG_R	16131	128.0000	1238.0000	782.1311	204.2088	
Normal04.img	SPG_L	8181	132.0000	1410.0000	860.4337	228.1620	
Normal04.img	SPG_R	4889	186.0000	1452.0000	938.2766	217.9829	
Normal04.img	SMG_L	10526	109.0000	1391.0000	760.9763	241.3991	
Normal04.img	SMG_R	8398	149.0000	1837.0000	943.1369	256.5390	
Normal04.img	AG_L	5950	105.0000	1487.0000	882.6733	260.6569	
Normal04.img	AG_R	12555	139.0000	1699.0000	961.8429	292.4563	
Normal04.img	PrCu_L	6533	150.0000	1341.0000	802.1984	224.4246	
Normal04.img	PrCu_R	6506	185.0000	1384.0000	830.2262	221.9065	
Normal04.img	STG_L	14749	80.0000	1408.0000	626.8530	237.3038	
Normal04.img	STG_R	12858	81.0000	1559.0000	792.9349	254.3017	
Normal04.img	STG_L_pole	5829	89.0000	849.0000	506.4258	137.9178	
Normal04.img	STG_R_pole	5988	89.0000	1028.0000	611.4398	172.1887	
Normal04.img	MTG_L	13400	99.0000	1458.0000	713.6962	247.1907	
Normal04.img	MTG_R	12969	138.0000	1678.0000	849.4173	224.1281	
Normal04.img	MTG_L_pole	2305	134.0000	842.0000	555.4979	105.9172	
Normal04.img	MTG_R_pole	1824	73.0000	1065.0000	640.3158	140.6457	
Normal04.img	ITG_L	10333	91.0000	1218.0000	597.8732	170.5593	
Normal04.img	ITG_R	11436	113.0000	1192.0000	674.7993	167.9980	
Normal04.img	PHG_L	1120	163.0000	824.0000	546.5033	108.3329	
Normal04.img	PHG_R	1280	128.0000	975.0000	615.3570	121.0831	
Normal04.img	ENT_L	620	240.0000	729.0000	531.5588	69.3959	
Normal04.img	ENT_R	942	264.0000	813.0000	576.2576	80.6318	
Normal04.img	FuG_L	13089	94.0000	1142.0000	620.7941	166.8330	
Normal04.img	FuG_R	13027	102.0000	1112.0000	632.9381	151.5690	
Normal04.img	SOG_L	2319	227.0000	1616.0000	1005.5387	244.9027	
Normal04.img	SOG_R	1820	246.0000	1528.0000	1012.3142	231.9812	
Normal04.img	MOG_L	16944	156.0000	1543.0000	973.9405	228.7472	
Normal04.img	MOG_R	18624	196.0000	1624.0000	984.0426	228.4319	
Normal04.img	IOG_L	4885	200.0000	1459.0000	894.7189	202.5826	
Normal04.img	IOG_R	6035	195.0000	1481.0000	882.6515	190.3160	
Normal04.img	Cu_L	7205	137.0000	1530.0000	902.2796	237.8544	
Normal04.img	Cu_R	6652	85.0000	1556.0000	848.2608	265.1520	
Normal04.img	LG_L	10112	110.0000	1163.0000	690.0735	172.2894	
Normal04.img	LG_R	8854	107.0000	1138.0000	667.3198	187.7030	
Normal04.img	rostral_ACC_L	2346	97.0000	1034.0000	637.1682	175.1603	
Normal04.img	rostral_ACC_R	2066	77.0000	1046.0000	584.6772	201.3641	
Normal04.img	subcallosal_ACC_L	311	222.0000	1086.0000	656.4116	158.5308	
Normal04.img	subcallosal_ACC_R	608	158.0000	971.0000	579.0295	184.2843	
Normal04.img	subgenual_ACC_L	1884	107.0000	1060.0000	558.3835	169.3648	
Normal04.img	subgenual_ACC_R	1848	95.0000	1042.0000	511.8293	182.8048	
Normal04.img	dorsal_ACC_L	11314	75.0000	1059.0000	634.3536	170.9000	
Normal04.img	dorsal_ACC_R	10211	65.0000	1036.0000	622.8970	183.7613	
Normal04.img	PCC_L	6802	151.0000	1223.0000	752.3489	175.5518	
Normal04.img	PCC_R	9905	136.0000	1229.0000	728.2593	192.1895	
Normal04.img	Insula_L	7141	94.0000	891.0000	528.7755	156.8092	
Normal04.img	Insula_R	7386	98.0000	1080.0000	673.9577	164.5477	
Normal04.img	Amyg_L	1581	221.0000	867.0000	577.3596	71.3118	
Normal04.img	Amyg_R	1979	287.0000	867.0000	624.3801	68.9145	
Normal04.img	Hippo_L	3567	151.0000	982.0000	578.4967	110.4535	
Normal04.img	Hippo_R	3944	127.0000	1020.0000	612.1404	124.5248	
Normal04.img	Caud_L	3570	291.0000	958.0000	721.5594	82.4802	
Normal04.img	Caud_R	3744	371.0000	1074.0000	777.6703	87.1585	
Normal04.img	Put_L	4203	370.0000	944.0000	730.0502	63.0234	
Normal04.img	Put_R	4172	425.0000	1050.0000	824.4938	70.3853	
Normal04.img	GP_L	1444	364.0000	946.0000	802.2264	53.0876	
Normal04.img	GP_R	1644	577.0000	1065.0000	886.7882	50.3329	
Normal04.img	Thalamus_L	5347	238.0000	995.0000	757.5200	72.3172	
Normal04.img	Thalamus_R	5463	251.0000	1027.0000	788.4582	85.3162	
Normal04.img	HypoThalamus_L	616	243.0000	932.0000	669.8664	104.6121	
Normal04.img	HypoThalamus_R	732	354.0000	985.0000	714.5476	104.8132	
Normal04.img	AnteriorBasalForebrain_L	234	526.0000	1006.0000	801.7149	97.3543	
Normal04.img	AnteriorBasalForebrain_R	325	546.0000	1072.0000	855.6071	106.1533	
Normal04.img	NucAccumbens_L	617	439.0000	912.0000	701.0650	58.8618	
Normal04.img	NucAccumbens_R	713	395.0000	919.0000	708.4349	65.9430	
Normal04.img	RedNc_L	282	755.0000	891.0000	818.4569	25.1984	
Normal04.img	RedNc_R	210	753.0000	957.0000	832.6382	29.8298	
Normal04.img	Snigra_L	343	749.0000	920.0000	839.3815	30.2433	
Normal04.img	Snigra_R	266	701.0000	1038.0000	887.2341	42.4397	
Normal04.img	CerebellumGM_R	48985	93.0000	897.0000	570.6534	110.3070	
Normal04.img	CerebellumGM_L	50102	96.0000	978.0000	574.5704	121.1284	
Normal04.img	CP_L	2003	268.0000	959.0000	793.5208	71.1573	
Normal04.img	CP_R	2254	333.0000	1032.0000	829.5821	97.4692	
Normal04.img	Midbrain_L	2452	242.0000	921.0000	752.9940	71.9484	
Normal04.img	Midbrain_R	2556	185.0000	986.0000	751.6335	94.3012	
Normal04.img	CST_L	1805	548.0000	860.0000	717.5184	46.1862	
Normal04.img	CST_R	1585	443.0000	875.0000	723.4587	52.1406	
Normal04.img	SCP_L	761	261.0000	891.0000	668.7809	85.5691	
Normal04.img	SCP_R	833	329.0000	862.0000	679.1546	74.8119	
Normal04.img	MCP_L	3600	237.0000	923.0000	693.4673	74.5497	
Normal04.img	MCP_R	3996	143.0000	894.0000	705.9509	72.9990	
Normal04.img	PCT_L	767	561.0000	844.0000	731.8171	44.7670	
Normal04.img	PCT_R	879	620.0000	856.0000	735.7095	40.4013	
Normal04.img	ICP_L	589	440.0000	748.0000	594.6237	48.3365	
Normal04.img	ICP_R	707	289.0000	734.0000	571.5896	50.9776	
Normal04.img	ML_L	891	507.0000	813.0000	674.7038	42.7046	
Normal04.img	ML_R	1102	505.0000	796.0000	667.2414	45.4359	
Normal04.img	Pons_L	216	484.0000	786.0000	678.0147	47.3117	
Normal04.img	Pons_R	506	426.0000	804.0000	647.4823	48.7291	
Normal04.img	Medulla_L	1587	121.0000	767.0000	494.4388	96.6777	
Normal04.img	Medulla_R	2189	91.0000	724.0000	519.9210	84.8602	
Normal04.img	ACR_L	10968	717.0000	1217.0000	990.3505	65.1625	
Normal04.img	ACR_R	11734	585.0000	1353.0000	1111.3133	71.5556	
Normal04.img	SCR_L	16037	403.0000	1082.0000	917.4760	48.3568	
Normal04.img	SCR_R	15490	651.0000	1185.0000	1027.7750	48.9046	
Normal04.img	PCR_L	5352	568.0000	1291.0000	1018.0091	70.9004	
Normal04.img	PCR_R	4380	881.0000	1300.0000	1118.2237	62.5556	
Normal04.img	GCC_L	2382	329.0000	1123.0000	954.1506	86.9165	
Normal04.img	GCC_R	2544	418.0000	1180.0000	996.5638	83.8239	
Normal04.img	BCC_L	3681	250.0000	1058.0000	885.8670	87.9538	
Normal04.img	BCC_R	3532	257.0000	1176.0000	921.1774	105.1435	
Normal04.img	SCC_L	6987	365.0000	1191.0000	979.6113	93.7182	
Normal04.img	SCC_R	7516	360.0000	1269.0000	1027.4035	105.7944	
Normal04.img	PVWl_L	372	322.0000	1091.0000	816.2955	170.3535	
Normal04.img	PVWl_R	350	305.0000	1199.0000	895.7130	201.3717	
Normal04.img	ALIC_L	2036	610.0000	1018.0000	871.9824	55.9957	
Normal04.img	ALIC_R	2090	550.0000	1227.0000	949.0505	67.6504	
